Column 1,Column 2
3928,6654
A Red park bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in bthe middlE of a flooded area.: 0.9941087365150452
A rEd park bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bEnch sitting in he middle of a flooded area.: 0.9924070835113525
A reD park bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sittinG in the middle of a flooded Jarea.: 0.9918668866157532
A red Park bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park benCh sitting in the middle of a flooded Yarea.: 0.9914439916610718
A red pArk bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting An ithe middle of a flooded area.: 0.9911786317825317
A red paRk bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting on the middle of a flooded rea.: 0.9909698367118835
A red parK bench sitting in the middle of a flooded area.: 1.0000001192092896,A red Park bench sitting in the moiddle of a flooded area.: 0.9900040626525879
A red park Bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in the middle of a flooDed rea.: 0.9898779988288879
A red park bEnch sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in he Tmiddle of a flooded area.: 0.9891372323036194
A red park beNch sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in rthe middle of a Pflooded area.: 0.9888052344322205
A red park benCh sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench Eitting on the middle of a flooded area.: 0.9882382750511169
A red park bencH sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting on the middl of a flooded area.: 0.9882349967956543
A red park bench Sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in the Diddle of a flooDed area.: 0.9880770444869995
A red park bench sItting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in the midMdle of a flooded Area.: 0.9873249530792236
A red park bench siTting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting on the iddle of a flooded area.: 0.987119197845459
A red park bench sitTing in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting on the middqe of a flooded area.: 0.987057089805603
A red park bench sittIng in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in tHe mixdle of a flooded area.: 0.9864944219589233
A red park bench sittiNg in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting on the miNdle of a flooded area.: 0.9863505363464355
A red park bench sittinG in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting iN the middne of a flooded area.: 0.985326886177063
A red park bench sitting In the middle of a flooded area.: 1.0000001192092896,A red parK bench siting in the middle of a flooded area.: 0.985274076461792
A red park bench sitting iN the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in tvhe Bmiddle of a flooded area.: 0.9848909378051758
A red park bench sitting in The middle of a flooded area.: 1.0000001192092896,A red park bench sitting in the iddle Tof a flooded area.: 0.9847437739372253
A red park bench sitting in tHe middle of a flooded area.: 1.0000001192092896,A red park bench itting in Sthe middle of a flooded area.: 0.9847232699394226
A red park bench sitting in thE middle of a flooded area.: 1.0000001192092896,A red park bench sitting on th middle of a flooded area.: 0.9844402074813843
A red park bench sitting in the Middle of a flooded area.: 1.0000001192092896,A red park bench sitting in he middle of a vflooded area.: 0.9843571186065674
A red park bench sitting in the mIddle of a flooded area.: 1.0000001192092896,A red park bench sitting in the miEdle yof a flooded area.: 0.984333872795105
A red park bench sitting in the miDdle of a flooded area.: 1.0000001192092896,A red park bench sitting in the iddle of a Kflooded area.: 0.984211802482605
A red park bench sitting in the midDle of a flooded area.: 1.0000001192092896,A red Park bench sitting in the middEe of a flooded area.: 0.9839893579483032
A red park bench sitting in the middLe of a flooded area.: 1.0000001192092896,A red park bench sitting in the Widdle of a flooded jarea.: 0.9837583303451538
A red park bench sitting in the middlE of a flooded area.: 1.0000001192092896,A red park beNch sitting in hte middle of a flooded area.: 0.9835880994796753
A red park bench sitting in the middle Of a flooded area.: 1.0000001192092896,A red park bench stiting in rthe middle of a flooded area.: 0.9835138916969299
A red park bench sitting in the middle oF a flooded area.: 1.0000001192092896,A red park bench stiting in Vthe middle of a flooded area.: 0.9834415912628174
A red park bench sitting in the middle of a Flooded area.: 1.0000001192092896,A red park bench sitting In the middle Cof a flooded area.: 0.9831963777542114
A red park bench sitting in the middle of a fLooded area.: 1.0000001192092896,A red park bench sitTing iYn the middle of a flooded area.: 0.9831284284591675
A red park bench sitting in the middle of a flOoded area.: 1.0000001192092896,A red park bench sitting in othe middle of a flooded rea.: 0.9829449653625488
A red park bench sitting in the middle of a floOded area.: 1.0000001192092896,A red park bench sitting iQn The middle of a flooded area.: 0.9827914834022522
A red park bench sitting in the middle of a flooDed area.: 1.0000001192092896,A red park bench sitting in jthe middqe of a flooded area.: 0.9826613664627075
A red park bench sitting in the middle of a floodEd area.: 1.0000001192092896,A red park bench stting on the middle of a flooded area.: 0.9820640087127686
A red park bench sitting in the middle of a floodeD area.: 1.0000001192092896,A red park bench sittng in the middle of a flooded rea.: 0.9819769263267517
A red park bench sitting in the middle of a flooded Area.: 1.0000001192092896,A red park bench sitting in tHe mtiddle of a flooded area.: 0.9819502830505371
A red park bench sitting in the middle of a flooded aRea.: 1.0000001192092896,A red park bench sitting in he midde of a flooded area.: 0.9818655252456665
A red park bench sitting in the middle of a flooded arEa.: 1.0000001192092896,A red park bench eitting in the middle of a flooded are.: 0.9817978143692017
A red park bench sitting in the middle of a flooded areA.: 1.0000001192092896,A red park bench sitting on the middle of a flooded arbea.: 0.9814995527267456
A red park bench sitting in the middle of a flooded area.: 1.0000001192092896,A red park bench sitting in the middfe Tof a flooded area.: 0.981496274471283
A red park bench sitting On the middle of a flooded area.: 0.9987691640853882,A red park bench sitting In the middle of a flooded areq.: 0.9813181757926941
A red park bench sitting on the middle of a flooded area.: 0.9987691640853882,A red park bench siting in ethe middle of a flooded area.: 0.981082022190094
A red park bench sitting in the Lmiddle of a flooded area.: 0.9978854656219482,A red park bench sitting on the midle of a flooded area.: 0.9804708361625671
A red park bench sitting in the lmiddle of a flooded area.: 0.9978854656219482,A red park bench sittig in athe middle of a flooded area.: 0.9804442524909973
A red park bench sitting in the Mmiddle of a flooded area.: 0.9972813129425049,A red park bench stiting in Qthe middle of a flooded area.: 0.9803833961486816
A red park bench sitting in the mMiddle of a flooded area.: 0.9972813129425049,A red park bench sitting in othe midde of a flooded area.: 0.9803319573402405
A red park bench sitting in the mmiddle of a flooded area.: 0.9972813129425049,A red park bench sitting ni the middLe of a flooded area.: 0.9801287651062012
A red park bench sitting in Sthe middle of a flooded area.: 0.9972562193870544,A red park bench sitting ni the middle of a fLooded area.: 0.9801287651062012
A red park bench sitting in sthe middle of a flooded area.: 0.9972562193870544,A red park bench sittig in Pthe middle of a flooded area.: 0.9800764322280884
A red park bench sitting in the Tmiddle of a flooded area.: 0.997052788734436,A red park bench sitting in te middle of a Mflooded area.: 0.9800628423690796
A red park bench sitting in the tmiddle of a flooded area.: 0.997052788734436,A red park bench sitting in the middpe Cof a flooded area.: 0.9800611138343811
A red park bench sitting in the Bmiddle of a flooded area.: 0.9966065287590027,A red park bench sitting in the midde o a flooded area.: 0.9800015091896057
