Column 1,Column 2
4963,8245
PErson in green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt rthrowing a grEen frisbee in the woods.: 0.9933387637138367
PeRson in green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throwing a egreen frisbee on the woods.: 0.9872006177902222
PerSon in green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throaing a green frisbee on the woods.: 0.986906886100769
PersOn in green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throwing a green frisbee on Vthe woods.: 0.9866524934768677
PersoN in green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throwing a green dfrisbee in he woods.: 0.9840601086616516
Person In green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throqing a green frisbeE in the woods.: 0.9828927516937256
Person iN green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green eshirt throwning a green frisbee in the woods.: 0.9824432730674744
Person in Green shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green cshirt throwing a green frisbee on the woods.: 0.9814462065696716
Person in gReen shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt thgowing a green frIsbee in the woods.: 0.9813292622566223
Person in grEen shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throwing a Sgreen frisbee in the Lwoods.: 0.9811659455299377
Person in greEn shirt throwing a green frisbee in the woods.: 1.0000001192092896,PerSon in green shirt thrwoing a green frisbee in the woods.: 0.9810159802436829
Person in greeN shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person iN green shirt throwing a green frisbee in thTe woods.: 0.9808856844902039
Person in green Shirt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throing a green frisbee in jthe woods.: 0.9806227087974548
Person in green sHirt throwing a green frisbee in the woods.: 1.0000001192092896,PeRson in green shirt thrwing a green frisbee in the woods.: 0.98018479347229
Person in green shIrt throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt thrEowing a greenn frisbee in the woods.: 0.9782989025115967
Person in green shiRt throwing a green frisbee in the woods.: 1.0000001192092896,Person on green shirt throwing a green frisbee on the woods.: 0.978126049041748
Person in green shirT throwing a green frisbee in the woods.: 1.0000001192092896,Person in green shirt throeing a green frisbee in he woods.: 0.9779039621353149
