Column 1,Column 2
4484,6856
A White toilet sitting next to a green wall under a picture.: 1.0,A white toilet sitting next to a green wall unDer a bpicture.: 0.989305317401886
A wHite toilet sitting next to a green wall under a picture.: 1.0,A white toilet qitting neXt to a green wall under a picture.: 0.9863083958625793
A whIte toilet sitting next to a green wall under a picture.: 1.0,A white toilet siting next to a green wAll under a picture.: 0.98599773645401
A whiTe toilet sitting next to a green wall under a picture.: 1.0,A white toilet sqitting next to a green wall unDer a picture.: 0.9859619140625
A whitE toilet sitting next to a green wall under a picture.: 1.0,A white toilet stiting next To a green wall under a picture.: 0.9841532707214355
A white Toilet sitting next to a green wall under a picture.: 1.0,A white toilet sKitting next to a green wall undeR a picture.: 0.9830295443534851
A white tOilet sitting next to a green wall under a picture.: 1.0,A white toilet siting dnext to a green wall under a picture.: 0.9824699759483337
A white toIlet sitting next to a green wall under a picture.: 1.0,A white toilet sittlng neXt to a green wall under a picture.: 0.9821526408195496
A white toiLet sitting next to a green wall under a picture.: 1.0,A whit toilet sittiNg next to a green wall under a picture.: 0.9816927313804626
A white toilEt sitting next to a green wall under a picture.: 1.0,A white toilet Uitting fnext to a green wall under a picture.: 0.981299102306366
A white toileT sitting next to a green wall under a picture.: 1.0,A white toilet sittiMg next to a greeN wall under a picture.: 0.9793281555175781
A white toilet Sitting next to a green wall under a picture.: 1.0,A white tOilet sitting nxet to a green wall under a picture.: 0.9789098501205444
A white toilet sItting next to a green wall under a picture.: 1.0,A white toilet sitting nxet To a green wall under a picture.: 0.9789098501205444
A white toilet siTting next to a green wall under a picture.: 1.0,A white toilet sitting nxet tO a green wall under a picture.: 0.9789098501205444
A white toilet sitTing next to a green wall under a picture.: 1.0,A white toilet sittkng Wnext to a green wall under a picture.: 0.9782027006149292
A white toilet sittIng next to a green wall under a picture.: 1.0,A white toilet sithing Hnext to a green wall under a picture.: 0.9780628085136414
A white toilet sittiNg next to a green wall under a picture.: 1.0,A white toilet sitting nept To a green wall under a picture.: 0.976699948310852
A white toilet sittinG next to a green wall under a picture.: 1.0,A whiTe toilet sittinu next to a green wall under a picture.: 0.9763860106468201
A white toilet sitting Next to a green wall under a picture.: 1.0,A white toilet sitting nexy yto a green wall under a picture.: 0.9760041236877441
A white toilet sitting nExt to a green wall under a picture.: 1.0,A whit toilet nsitting next to a green wall under a picture.: 0.9757562279701233
A white toilet sitting neXt to a green wall under a picture.: 1.0,A white toilet siTting enxt to a green wall under a picture.: 0.9750550985336304
A white toilet sitting nexT to a green wall under a picture.: 1.0,A whIte toilet sitting next to a green wall under a pictuore.: 0.9742029905319214
A white toilet sitting next To a green wall under a picture.: 1.0,A white Htoilet sitting next to a green wall under a pictuer.: 0.9740807414054871
A white toilet sitting next tO a green wall under a picture.: 1.0,A white toilet Qsitting next to a green wall under a pictuer.: 0.9739207029342651
A white toilet sitting next to a Green wall under a picture.: 1.0,A white toilet sbtting next to a green wall under a picpture.: 0.9737196564674377
A white toilet sitting next to a gReen wall under a picture.: 1.0,A white tOilet sitting nxt to a green wall under a picture.: 0.9735779166221619
A white toilet sitting next to a grEen wall under a picture.: 1.0,A white toilet sittinv Bnext to a green wall under a picture.: 0.9730939865112305
A white toilet sitting next to a greEn wall under a picture.: 1.0,A white toilet sitting nexpt to a green wall under a piCture.: 0.9719034433364868
A white toilet sitting next to a greeN wall under a picture.: 1.0,A white toiLet sitting next to a green wall under a pictFure.: 0.9713305830955505
A white toilet sitting next to a green Wall under a picture.: 1.0,A whitVe toilet sititng next to a green wall under a picture.: 0.9708331823348999
A white toilet sitting next to a green wAll under a picture.: 1.0,A whIte toilet sltting next to a green wall under a picture.: 0.9704636931419373
A white toilet sitting next to a green waLl under a picture.: 1.0,A white toilet siting next to a green wall under a pictuure.: 0.9704395532608032
A white toilet sitting next to a green walL under a picture.: 1.0,A white toilet sitting neXt to a green wall under a picturv.: 0.9702779054641724
A white toilet sitting next to a green wall Under a picture.: 1.0,A white toilet sitting Dext t a green wall under a picture.: 0.9702572226524353
A white toilet sitting next to a green wall uNder a picture.: 1.0,A whit toilet sittinKg next to a green wall under a picture.: 0.970223605632782
A white toilet sitting next to a green wall unDer a picture.: 1.0,A white toilet sitting next to a green waLl under a pictrue.: 0.9702126979827881
A white toilet sitting next to a green wall undEr a picture.: 1.0,A whit toilet sittng next to a green wall under a picture.: 0.9696962833404541
A white toilet sitting next to a green wall undeR a picture.: 1.0,A white toilet sitting next to a Green wall under a pictre.: 0.9694043397903442
A white toilet sitting next to a green wall under a Picture.: 1.0,A white toilet sitting next to a green waLl under a pictre.: 0.9694043397903442
A white toilet sitting next to a green wall under a pIcture.: 1.0,A white toilet itting next to a green wall under a pictuer.: 0.9687743186950684
A white toilet sitting next to a green wall under a piCture.: 1.0,A white toilet sitting nevxt Dto a green wall under a picture.: 0.9686985611915588
A white toilet sitting next to a green wall under a picTure.: 1.0,A white toliet sittinLg next to a green wall under a picture.: 0.968147337436676
A white toilet sitting next to a green wall under a pictUre.: 1.0,A whit toilet citting next to a green wall under a picture.: 0.9680955410003662
A white toilet sitting next to a green wall under a pictuRe.: 1.0,A wihte toiLet sitting next to a green wall under a picture.: 0.9678159356117249
A white toilet sitting next to a green wall under a picturE.: 1.0,A wihte toilet sitting next To a green wall under a picture.: 0.9678159356117249
A white toilet sitting next to a green wall under a picture.: 1.0,A whit toilet sitting next to a green wall under a picYture.: 0.9676803350448608
A white toilet sitting Rnext to a green wall under a picture.: 0.9958591461181641,A white toilet sitting next to a green waLl nder a picture.: 0.967665433883667
A white toilet sitting rnext to a green wall under a picture.: 0.9958591461181641,A white toilet sirting unext to a green wall under a picture.: 0.9675449728965759
A white toilet sitting Snext to a green wall under a picture.: 0.9956900477409363,A white toilet sitting nexS to a green wall unDer a picture.: 0.9675101041793823
A white toilet sitting snext to a green wall under a picture.: 0.9956900477409363,A whitE toilet sitting next to a green wall under a picutre.: 0.9674928188323975
A white toilet sitting next to a green wall under a Cpicture.: 0.9952728152275085,A white toilet sitting nexT to a green wall under a picutre.: 0.9674928188323975
A white toilet sitting next to a green wall under a cpicture.: 0.9952728152275085,A whit toilet sitting next to a green wall under a rpicture.: 0.9674223065376282
A white toilet sitting Fnext to a green wall under a picture.: 0.9952218532562256,A whitn toilet sittvng next to a green wall under a picture.: 0.9673783183097839
A white toilet sitting fnext to a green wall under a picture.: 0.9952218532562256,A white toilet sitting Hnext to a green wall under a pictute.: 0.9673517346382141
A white toilet sitting Unext to a green wall under a picture.: 0.9951828718185425,A white toilet sitting nExt to a green wall under a picaure.: 0.9671229124069214
A white toilet sitting unext to a green wall under a picture.: 0.9951828718185425,A white Toilet siyting next to a green wall under a picture.: 0.9668919444084167
A white toilet sitting Dnext to a green wall under a picture.: 0.9950546622276306,A white Otoilet sittiny next to a green wall under a picture.: 0.9667496681213379
A white toilet sitting dnext to a green wall under a picture.: 0.9950546622276306,A white toilet siting next to a green wall under a picturLe.: 0.9667013883590698
A white toilet Vsitting next to a green wall under a picture.: 0.9949150085449219,A white toilet spitting nxt to a green wall under a picture.: 0.9666576981544495
A white toilet vsitting next to a green wall under a picture.: 0.9949150085449219,A white toIlet sitting next t a green wall under a picture.: 0.9664677977561951
A white toilet Lsitting next to a green wall under a picture.: 0.994854748249054,A white toilet sitting next t a green wall under a pictUre.: 0.9664677977561951
A white toilet lsitting next to a green wall under a picture.: 0.994854748249054,A whitw toilet itting next to a green wall under a picture.: 0.9664639830589294
A white toilet sitting Gnext to a green wall under a picture.: 0.9937382936477661,A white toilet Lsitting next to a green wall under a pictlre.: 0.9664609432220459
A white toilet sitting gnext to a green wall under a picture.: 0.9937382936477661,A Lwhite toilet sittinBg next to a green wall under a picture.: 0.9662826061248779
A white toilet Hsitting next to a green wall under a picture.: 0.9936172366142273,A wite toilet sitting next to a green wall under a Cpicture.: 0.9660586714744568
A white toilet hsitting next to a green wall under a picture.: 0.9936172366142273,A white toilet sitting neht to a green wall under a picTure.: 0.9659450650215149
A white toilet sitting Ynext to a green wall under a picture.: 0.9936162233352661,A white toilet stiting next to a green wall under a kpicture.: 0.9659181833267212
A white toilet sitting ynext to a green wall under a picture.: 0.9936162233352661,A white toilet sitTing next to a green wall unedr a picture.: 0.9657984972000122
A white toilet sitting Lnext to a green wall under a picture.: 0.9933819770812988,A white toilet sitting qnext to a green wall under a gpicture.: 0.9655759334564209
