Column 1,Column 2
3881,5131
A Man with a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet in a small moped On a dirt road.: 0.997456431388855
A mAn with a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smal moped oF a dirt road.: 0.9922423362731934
A maN with a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a small Lmoped in a dirt road.: 0.9921751618385315
A man With a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smal Nmoped on a dirt road.: 0.9915481805801392
A man wIth a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet In a small Qmoped on a dirt road.: 0.9909186363220215
A man wiTh a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red Nhelmet on a small moped in a dirt road.: 0.9906238317489624
A man witH a red helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smal moped in a dirt road.: 0.9901608824729919
A man with a Red helmet on a small moped on a dirt road.: 1.0000001192092896,A mEn with a red helmet on a small moped Ton a dirt road.: 0.989307701587677
A man with a rEd helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a sall mOped on a dirt road.: 0.988926112651825
A man with a reD helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet in a smal moped on a dirt road.: 0.9888085126876831
A man with a red Helmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a ssall moped on a dirt roAd.: 0.9885369539260864
A man with a red hElmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a small moped in a xdirt road.: 0.9876390099525452
A man with a red heLmet on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smaUll moped in a dirt road.: 0.9868197441101074
A man with a red helMet on a small moped on a dirt road.: 1.0000001192092896,A man with a rEd helmet on a smakl moped on a dirt road.: 0.9864799380302429
A man with a red helmEt on a small moped on a dirt road.: 1.0000001192092896,A man with a Red helmet on a smalv moped on a dirt road.: 0.9862971901893616
A man with a red helmeT on a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smalGl moped in a dirt road.: 0.9862062931060791
A man with a red helmet On a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a skall Cmoped on a dirt road.: 0.9856375455856323
A man with a red helmet oN a small moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a small moped in a jdirt road.: 0.9854980707168579
A man with a red helmet on a Small moped on a dirt road.: 1.0000001192092896,A man with a red ihelmet on a small moped ion a dirt road.: 0.9853402376174927
A man with a red helmet on a sMall moped on a dirt road.: 1.0000001192092896,A man with a red helmEt on a small moped Qon a dirt road.: 0.9851554036140442
A man with a red helmet on a smAll moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a samll moped on a dIrt road.: 0.9846221804618835
A man with a red helmet on a smaLl moped on a dirt road.: 1.0000001192092896,A man with a reD helmet on a amall moped on a dirt road.: 0.9834557175636292
A man with a red helmet on a smalL moped on a dirt road.: 1.0000001192092896,A man with a red helmet on a smali moped in a dirt road.: 0.9823874831199646
A man with a red helmet on a small Moped on a dirt road.: 1.0000001192092896,A man with a red helmet in a small moped on a ndirt road.: 0.9817231893539429
A man with a red helmet on a small mOped on a dirt road.: 1.0000001192092896,A man with a red Ehelmet on a sTall moped on a dirt road.: 0.9815089106559753
A man with a red helmet on a small moPed on a dirt road.: 1.0000001192092896,A man with a red helmet on a smCll mOped on a dirt road.: 0.9810582399368286
