Column 1,Column 2
5235,9189
A Person is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person is rriding a bicycle but there is a traiN in the background.: 0.9944979548454285
A pErson is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle but there is a train In te background.: 0.9904317259788513
A peRson is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person s rriding a bicycle but there is a train in the background.: 0.9889094829559326
A perSon is riding a bicycle but there is a train in the background.: 0.9999998807907104,A peRson is riding a bicycle but there is a train in he background.: 0.988660454750061
A persOn is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle but there as a train in te background.: 0.9880858659744263
A persoN is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person s riding a bicycle but there is a train in he background.: 0.986915111541748
A person Is riding a bicycle but there is a train in the background.: 0.9999998807907104,A person Is riding a bicycle tbut there is a train in the background.: 0.9867624640464783
A person iS riding a bicycle but there is a train in the background.: 0.9999998807907104,A person is rding a bicycle but there as a train in the background.: 0.9853283166885376
A person is Riding a bicycle but there is a train in the background.: 0.9999998807907104,A person Is riding a bicycle but there si a train in the background.: 0.9853261113166809
A person is rIding a bicycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycLe but there si a train in the background.: 0.9853261113166809
A person is riDing a bicycle but there is a train in the background.: 0.9999998807907104,A person s riding a bicycle but there is a train iS the background.: 0.984579861164093
A person is ridIng a bicycle but there is a train in the background.: 0.9999998807907104,A person s riding a bicycle but there s a train in the background.: 0.9839061498641968
A person is ridiNg a bicycle but there is a train in the background.: 0.9999998807907104,A person is Hriding a bicycle but there s a train in the background.: 0.9838235378265381
A person is ridinG a bicycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycLe but there i a train in the background.: 0.9835944771766663
A person is riding a Bicycle but there is a train in the background.: 0.9999998807907104,A person is rding a bicycle but there is a train on the background.: 0.9833577871322632
A person is riding a bIcycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle but there i a train on the background.: 0.9831043481826782
A person is riding a biCycle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle but thre it a train in the background.: 0.9830789566040039
A person is riding a bicYcle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle put there is a train on the background.: 0.9827186465263367
A person is riding a bicyCle but there is a train in the background.: 0.9999998807907104,A person is riding a bicycle but there is a train on he background.: 0.9825507402420044
A person is riding a bicycLe but there is a train in the background.: 0.9999998807907104,A person is ridiNg a bicycle but there is a train in ythe background.: 0.9817785620689392
A person is riding a bicyclE but there is a train in the background.: 0.9999998807907104,A person Vis riding a bicycle but there is a train in thKe background.: 0.981166660785675
A person is riding a bicycle But there is a train in the background.: 0.9999998807907104,A person is widing a bicyCle but there is a train in the background.: 0.9811390042304993
A person is riding a bicycle bUt there is a train in the background.: 0.9999998807907104,A person is riding a bicycle bUt there is a train in tTe background.: 0.981074869632721
A person is riding a bicycle buT there is a train in the background.: 0.9999998807907104,A person s ridng a bicycle but there is a train in the background.: 0.980904221534729
A person is riding a bicycle but There is a train in the background.: 0.9999998807907104,A person is riding a bIcycle but there is a train in the ebackground.: 0.9807008504867554
A person is riding a bicycle but tHere is a train in the background.: 0.9999998807907104,A person is riding a bicycle but hhere s a train in the background.: 0.9805634021759033
A person is riding a bicycle but thEre is a train in the background.: 0.9999998807907104,A person is ridinG a bicycle but here is a train in the background.: 0.9803621172904968
A person is riding a bicycle but theRe is a train in the background.: 0.9999998807907104,A person is riding a bicyCle but here is a train in the background.: 0.9803621172904968
A person is riding a bicycle but therE is a train in the background.: 0.9999998807907104,A person s riding a bicycle but thhere is a train in the background.: 0.9801292419433594
A person is riding a bicycle but there Is a train in the background.: 0.9999998807907104,A person js riding a bicycle but there s a train in the background.: 0.9800377488136292
A person is riding a bicycle but there iS a train in the background.: 0.9999998807907104,A person ins riding a bicycle but there is a train in he background.: 0.9799004197120667
A person is riding a bicycle but there is a Train in the background.: 0.9999998807907104,A person s riding a bicycle but Xthere is a train in the background.: 0.9798988699913025
A person is riding a bicycle but there is a tRain in the background.: 0.9999998807907104,A person s riding a bicycle but there is a train in th background.: 0.9798883199691772
A person is riding a bicycle but there is a trAin in the background.: 0.9999998807907104,A person Vis riding a bicycle but there si a train in the background.: 0.9798881411552429
A person is riding a bicycle but there is a traIn in the background.: 0.9999998807907104,A person is riding a bicycie but there is a train in te background.: 0.9798262715339661
A person is riding a bicycle but there is a traiN in the background.: 0.9999998807907104,A person is rding a bicycle but there is a train in he background.: 0.9794974327087402
A person is riding a bicycle but there is a train In the background.: 0.9999998807907104,A person is riding a bicycle but there is a train on thLe background.: 0.9794296026229858
A person is riding a bicycle but there is a train iN the background.: 0.9999998807907104,A person is riding a bicycle but there s a train in th background.: 0.9789235591888428
A person is riding a bicycle but there is a train in The background.: 0.9999998807907104,A person is rdiing a bicycle but there is a train in tHe background.: 0.9789228439331055
A person is riding a bicycle but there is a train in tHe background.: 0.9999998807907104,A person is riding a bicycle but rthere i a train in the background.: 0.9788814187049866
A person is riding a bicycle but there is a train in thE background.: 0.9999998807907104,A person os ridng a bicycle but there is a train in the background.: 0.978827178478241
A person is riding a bicycle but there is a train in the Background.: 0.9999998807907104,A person is riding a bicycle but there is a train on thke background.: 0.9788041710853577
