Column 1,Column 2
5125,7180
MAn talking on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone oN a yellow and balck bench.: 0.9870392680168152
MaN talking on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking in perslnal cell phone on a yellow and black bench.: 0.9866268038749695
Man Talking on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personql cell phone on a yellow and blaCk bench.: 0.9857780933380127
Man tAlking on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on persontl cell phone on a yellow and blacl bench.: 0.9838851094245911
Man taLking on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on persnoal clel phone on a yellow and black bench.: 0.9836593866348267
Man talKing on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal ceil phone on a yellow and black benCh.: 0.9832534790039062
Man talkIng on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personl lell phone on a yellow and black bench.: 0.9829916954040527
Man talkiNg on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone in a yellow amnd black bench.: 0.9829756021499634
Man talkinG on personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on Epersonal cell phone on a yellow an black bench.: 0.9828912019729614
Man talking On personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone In a yellow adn black bench.: 0.9826924800872803
Man talking oN personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone in a yellow adn black bench.: 0.9826924800872803
Man talking on Personal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on perosnal cell phone in a yellow and black bench.: 0.9820860028266907
Man talking on pErsonal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personl crll phone on a yellow and black bench.: 0.9820553064346313
Man talking on peRsonal cell phone on a yellow and black bench.: 0.9999999403953552,MaN talking on personal cell phone on a yellow adn black bench.: 0.9819064140319824
Man talking on perSonal cell phone on a yellow and black bench.: 0.9999999403953552,Man talkiNg on personal cell phone on a yellow adn black bench.: 0.9819064140319824
Man talking on persOnal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personl cell phone on a yellow and fblack bench.: 0.9817813038825989
Man talking on persoNal cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone On a yellow wnd black bench.: 0.9810949563980103
Man talking on personAl cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal clel phonE on a yellow and black bench.: 0.9809492230415344
Man talking on personaL cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on perwonal clel phone on a yellow and black bench.: 0.9809187650680542
Man talking on personal Cell phone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone on a yellow qnd ublack bench.: 0.980771541595459
Man talking on personal cEll phone on a yellow and black bench.: 0.9999999403953552,Man talking on perscnal cell phone on a yellow and balck bench.: 0.980766773223877
Man talking on personal ceLl phone on a yellow and black bench.: 0.9999999403953552,Man talking on persynal celRl phone on a yellow and black bench.: 0.9807623624801636
Man talking on personal celL phone on a yellow and black bench.: 0.9999999403953552,Man talking on perosnal cell phone on a yellow and ublack bench.: 0.9800912141799927
Man talking on personal cell Phone on a yellow and black bench.: 0.9999999403953552,Man talking on persoanl clel phone on a yellow and black bench.: 0.9800434708595276
Man talking on personal cell pHone on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone On a yellow anw black bench.: 0.9798074960708618
Man talking on personal cell phOne on a yellow and black bench.: 0.9999999403953552,Man talking on apersonal cel phone on a yellow and black bench.: 0.9797821044921875
Man talking on personal cell phoNe on a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone on a Yellow anmd black bench.: 0.9797369837760925
Man talking on personal cell phonE on a yellow and black bench.: 0.9999999403953552,Man talking on persosnal cell phone in a yellow and black bench.: 0.9796954989433289
Man talking on personal cell phone On a yellow and black bench.: 0.9999999403953552,Man talking on personal cell phone on a yellow znd black Bench.: 0.9796540141105652
Man talking on personal cell phone oN a yellow and black bench.: 0.9999999403953552,Man talking on personaJ cell phone on a yellow und black bench.: 0.9794612526893616
Man talking on personal cell phone on a Yellow and black bench.: 0.9999999403953552,Man talking on personla clel phone on a yellow and black bench.: 0.9793614745140076
Man talking on personal cell phone on a yEllow and black bench.: 0.9999999403953552,Man talking on persNnal cell phone on a yellow and blacCk bench.: 0.9793149828910828
Man talking on personal cell phone on a yeLlow and black bench.: 0.9999999403953552,Man talking on personwl cell phone on a yellow Gand black bench.: 0.9792375564575195
Man talking on personal cell phone on a yelLow and black bench.: 0.9999999403953552,Man talking on personal cell phone on a yellow amd black Bench.: 0.9792366027832031
Man talking on personal cell phone on a yellOw and black bench.: 0.9999999403953552,Man talking on persona cell phone on a yellow and pblack bench.: 0.9789443016052246
Man talking on personal cell phone on a yelloW and black bench.: 0.9999999403953552,Man talking on persoanl cell phone on a yellow and balck bench.: 0.9789295792579651
Man talking on personal cell phone on a yellow And black bench.: 0.9999999403953552,Man talking on personal cell phone in a yellow and balck bench.: 0.9789157509803772
Man talking on personal cell phone on a yellow aNd black bench.: 0.9999999403953552,Man talking on personwl celcl phone on a yellow and black bench.: 0.9787868857383728
Man talking on personal cell phone on a yellow anD black bench.: 0.9999999403953552,Man talking on personak cell phone on a yellow and balck bench.: 0.97873455286026
Man talking on personal cell phone on a yellow and Black bench.: 0.9999999403953552,Man talking on perswnal cell phone on a yellow and blacj bench.: 0.978682816028595
