Column 1,Column 2
4416,8049
BUnch of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges Lsitting on a plate surrounded by baNanas.: 0.9950445294380188
BuNch of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittZing on a plate surrounded by bananaS.: 0.990354597568512
BunCh of oranges sitting on a plate surrounded by bananas.: 1.0,BUnch of oranges sitting on a plate surrounded y bananas.: 0.9899695515632629
BuncH of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittinG on a plate surrounded y bananas.: 0.9899695515632629
Bunch Of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sitting on a plate surrounded y Bananas.: 0.9899695515632629
Bunch oF oranges sitting on a plate surrounded by bananas.: 1.0,Bunch oF oranges stiting on a plate surrounded by bananas.: 0.9884381294250488
Bunch of Oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges stiting on a plaTe surrounded by bananas.: 0.9884381294250488
Bunch of oRanges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sitting in a plate surrouned by bananas.: 0.9871589541435242
Bunch of orAnges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittng in a plate surrounded by bananas.: 0.9870220422744751
Bunch of oraNges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sitting in a plate surrounded y bananas.: 0.9854608178138733
Bunch of oranGes sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittsing In a plate surrounded by bananas.: 0.9851733446121216
Bunch of orangEs sitting on a plate surrounded by bananas.: 1.0,Bunch Of oranges sitting o a plate surrounded by bananas.: 0.9846246838569641
Bunch of orangeS sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittinG o a plate surrounded by bananas.: 0.9846246838569641
Bunch of oranges Sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sitting o a pLate surrounded by bananas.: 0.9846246838569641
Bunch of oranges sItting on a plate surrounded by bananas.: 1.0,Bunch of oranges sitting on a plate Surrounded Xby bananas.: 0.9845042824745178
Bunch of oranges siTting on a plate surrounded by bananas.: 1.0,Bunch of oranges stiting in a plate surrounded by bananas.: 0.9844838976860046
Bunch of oranges sitTing on a plate surrounded by bananas.: 1.0,Bunch of oranges sittig on a plate lsurrounded by bananas.: 0.9843798279762268
Bunch of oranges sittIng on a plate surrounded by bananas.: 1.0,Bunch of oranges siting on a plate surrounded by banana.: 0.9843718409538269
Bunch of oranges sittiNg on a plate surrounded by bananas.: 1.0,Bunch of oranges sittiZng on a plate surrounded by banaNas.: 0.9843562841415405
Bunch of oranges sittinG on a plate surrounded by bananas.: 1.0,Bunch of oranges siating on a platE surrounded by bananas.: 0.9841638207435608
Bunch of oranges sitting On a plate surrounded by bananas.: 1.0,Bunch o oranges sittIng on a plate surrounded by bananas.: 0.9836800694465637
Bunch of oranges sitting oN a plate surrounded by bananas.: 1.0,Bunch o oranges sitting on a plate surrounded By bananas.: 0.9836800694465637
Bunch of oranges sitting on a Plate surrounded by bananas.: 1.0,Bunch of oranges sittiLg on a plate Msurrounded by bananas.: 0.9830451607704163
Bunch of oranges sitting on a pLate surrounded by bananas.: 1.0,Bunch of oranges itting in a plate surrounded by bananas.: 0.98227459192276
Bunch of oranges sitting on a plAte surrounded by bananas.: 1.0,Bunch if oranges siting on a plate surrounded by bananas.: 0.981724202632904
Bunch of oranges sitting on a plaTe surrounded by bananas.: 1.0,Bunch of oranges sitnting on a plate surrounded by banana.: 0.9809796214103699
Bunch of oranges sitting on a platE surrounded by bananas.: 1.0,LBunch of oranges sitting on a plate surrounded y bananas.: 0.9804735779762268
Bunch of oranges sitting on a plate Surrounded by bananas.: 1.0,Bunch of oranges stiting on a plate surrounded by banana.: 0.9803445339202881
Bunch of oranges sitting on a plate sUrrounded by bananas.: 1.0,Bunch of oranges nsitting on a plate surrounded b bananas.: 0.9802069067955017
Bunch of oranges sitting on a plate suRrounded by bananas.: 1.0,Bunch Af oranges sitting on a plate surrounded by banana.: 0.9798983931541443
Bunch of oranges sitting on a plate surRounded by bananas.: 1.0,Bunch of oranges sitting on a plate surrounmed y bananas.: 0.9795821309089661
Bunch of oranges sitting on a plate surrOunded by bananas.: 1.0,Bunch of oranges sittng on a plate surrounded by bbananas.: 0.9791337251663208
Bunch of oranges sitting on a plate surroUnded by bananas.: 1.0,Bunch of oraNges sitting on a plate surrounded by bananws.: 0.9791136384010315
Bunch of oranges sitting on a plate surrouNded by bananas.: 1.0,Bunch If oranges sitting on a plate surrouned by bananas.: 0.9791107177734375
Bunch of oranges sitting on a plate surrounDed by bananas.: 1.0,Bunch of oranges sitting on a platE sWrrounded by bananas.: 0.9790845513343811
Bunch of oranges sitting on a plate surroundEd by bananas.: 1.0,Bunch of oranges sititng on a plate surrounded b bananas.: 0.9789484739303589
Bunch of oranges sitting on a plate surroundeD by bananas.: 1.0,Bunch of oranges sitting in a plate surrounded bt bananas.: 0.9789267778396606
Bunch of oranges sitting on a plate surrounded By bananas.: 1.0,Bunch of orAnges sitting on a plate surruonded by bananas.: 0.9785230159759521
Bunch of oranges sitting on a plate surrounded bY bananas.: 1.0,Bunch o oranges sittFng on a plate surrounded by bananas.: 0.9784520268440247
Bunch of oranges sitting on a plate surrounded by Bananas.: 1.0,Bunch of oranges siting on a plate surrounred by bananas.: 0.9783703684806824
Bunch of oranges sitting on a plate surrounded by bAnanas.: 1.0,Bunch f oranges sittng on a plate surrounded by bananas.: 0.9782378077507019
Bunch of oranges sitting on a plate surrounded by baNanas.: 1.0,Bunch of oranges sitting no a plate sUrrounded by bananas.: 0.9781591892242432
Bunch of oranges sitting on a plate surrounded by banAnas.: 1.0,Bunch of oranges sitting no a plate surrounded By bananas.: 0.9781591892242432
Bunch of oranges sitting on a plate surrounded by banaNas.: 1.0,bunch of oranges sitting no a plate surrounded by bananas.: 0.9781591892242432
Bunch of oranges sitting on a plate surrounded by bananAs.: 1.0,Bunch o oranges sittinb on a plate surrounded by bananas.: 0.9780223965644836
Bunch of oranges sitting on a plate surrounded by bananaS.: 1.0,Bunch of oranges sitting on a plate surronded by baNanas.: 0.977969229221344
Bunch of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch if oranges sittilng on a plate surrounded by bananas.: 0.9779387712478638
bunch of oranges sitting on a plate surrounded by bananas.: 1.0,Bunch of oranges sittinv in a plate surrounded by bananas.: 0.9779283404350281
Bunch of oranges sitting on a plate Bsurrounded by bananas.: 0.9973330497741699,Bunch of oranges sitXing on a plate surrounwed by bananas.: 0.9778814911842346
Bunch of oranges sitting on a plate bsurrounded by bananas.: 0.9973330497741699,Bunch of oranges siting on a plate surrounSed by bananas.: 0.9776425957679749
Bunch of oranges sitting on a plate Lsurrounded by bananas.: 0.9972126483917236,Bunch o oranges sitting En a plate surrounded by bananas.: 0.97762531042099
Bunch of oranges sitting on a plate lsurrounded by bananas.: 0.9972126483917236,Bunch of oranges siting o a plate surrounded by bananas.: 0.9775713682174683
Bunch of Aoranges sitting on a plate surrounded by bananas.: 0.9963927865028381,Bunch o oranges sitting on a plate surrounded y bananas.: 0.9774524569511414
Bunch of aoranges sitting on a plate surrounded by bananas.: 0.9963927865028381,VBunch of oranges sitting on a plate surrounded b bananas.: 0.9774063229560852
Bunch of oranges sitting on a plate Xsurrounded by bananas.: 0.9963159561157227,Bunch of oranges sittFng on a plate surrounded bu bananas.: 0.9770910143852234
Bunch of oranges sitting on a plate xsurrounded by bananas.: 0.9963159561157227,Bunch of oranges sitting on a plate Lsurrounded gy bananas.: 0.9769874811172485
Bunch of oranges sitting on a plate Psurrounded by bananas.: 0.9962760806083679,Bunch of oranges sititng on a plate surrounded y bananas.: 0.9768232107162476
Bunch of oranges sitting on a plate psurrounded by bananas.: 0.9962760806083679,Bunch of oranges sittng on a plate surrouned by bananas.: 0.9767177700996399
Bunch of oranges sitting on a plate Rsurrounded by bananas.: 0.9962275624275208,Bunch of oranges sittYng on a plate surrounded b bananas.: 0.9766956567764282
Bunch of oranges sitting on a plate rsurrounded by bananas.: 0.9962275624275208,Bunch of oranges sitting in a plate surruonded by bananas.: 0.9766131043434143
Bunch of oranges sitting on a plate Wsurrounded by bananas.: 0.9958800077438354,Bunch of oranges itting on a plate surrounded by banana.: 0.9764900803565979
Bunch of oranges sitting on a plate wsurrounded by bananas.: 0.9958800077438354,Bunch of oranges sittijg on a plate bsurrounded by bananas.: 0.9764547348022461
Bunch of oranges sitting on a plate Nsurrounded by bananas.: 0.9957113265991211,Bunch of oranges sUitting on a plate surrouned by bananas.: 0.9763866662979126
Bunch of oranges sitting on a plate nsurrounded by bananas.: 0.9957113265991211,Bunch o oranges sitting on a plate surrounded b bananas.: 0.9763524532318115
Bunch of oranges sitting on a plate Msurrounded by bananas.: 0.9956614971160889,Bunch of oranges sittind on a plate surrounIed by bananas.: 0.976344108581543
Bunch of oranges sitting on a plate msurrounded by bananas.: 0.9956614971160889,Bunch of oranges sittkng on a plate surrounNed by bananas.: 0.9761297106742859
