Column 1,Column 2
4869,7735
A Young woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing on a kitchen eats a plate Of vegetables.: 0.9929734468460083
A yOung woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standzng in a kitchen eat a plate of vegetables.: 0.9875212907791138
A yoUng woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eats a plate o vvegetables.: 0.9868274331092834
A youNg woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young womaN standing in a kitchen eats a plate Xof vegetables.: 0.9868130087852478
A younG woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standzing in a kitchen eat a plate of vegetables.: 0.9849355220794678
A young Woman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standPng in a kitchen eat a plate of vegetables.: 0.9837806820869446
A young wOman standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standding An a kitchen eats a plate of vegetables.: 0.98251873254776
A young woMan standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standinqg in a kitchen eaTts a plate of vegetables.: 0.98206627368927
A young womAn standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman Rstanding n a kitchen eats a plate of vegetables.: 0.9819416403770447
A young womaN standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eat a plate of vVegetables.: 0.9818575978279114
A young woman Standing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standng in a kitchen eat a plate of vegetables.: 0.9817937016487122
A young woman sTanding in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eat a plate o vegetables.: 0.9814907312393188
A young woman stAnding in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eat a plate f vegetables.: 0.9814368486404419
A young woman staNding in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing gn a kitchen eat a plate of vegetables.: 0.9807591438293457
A young woman stanDing in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young womaN standing in a kitchen eats a plate fo vegetables.: 0.9807515144348145
A young woman standIng in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing iN a kitchen eats a plate fo vegetables.: 0.9807515144348145
A young woman standiNg in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kItchen eats a plate fo vegetables.: 0.9807515144348145
A young woman standinG in a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eats a plate f hvegetables.: 0.9805206060409546
A young woman standing In a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eat a plate ov vegetables.: 0.9803858399391174
A young woman standing iN a kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman Estanding in a kitche eats a plate of vegetables.: 0.9802084565162659
A young woman standing in a Kitchen eats a plate of vegetables.: 1.0000001192092896,A young woman staNding in a kitchen eats a plate if vegetables.: 0.9801256060600281
A young woman standing in a kItchen eats a plate of vegetables.: 1.0000001192092896,A young woman standing idn a kiTchen eats a plate of vegetables.: 0.9800481796264648
A young woman standing in a kiTchen eats a plate of vegetables.: 1.0000001192092896,A iyoung woman standinag in a kitchen eats a plate of vegetables.: 0.9796661734580994
A young woman standing in a kitChen eats a plate of vegetables.: 1.0000001192092896,A young woman sstanding in a kitchen eatWs a plate of vegetables.: 0.9796544313430786
A young woman standing in a kitcHen eats a plate of vegetables.: 1.0000001192092896,A young woman standzing kin a kitchen eats a plate of vegetables.: 0.979320764541626
A young woman standing in a kitchEn eats a plate of vegetables.: 1.0000001192092896,A young woman staanding iN a kitchen eats a plate of vegetables.: 0.9791663289070129
A young woman standing in a kitcheN eats a plate of vegetables.: 1.0000001192092896,A young woman Standing in a kitchen eats a plate ot vegetables.: 0.9790897965431213
A young woman standing in a kitchen Eats a plate of vegetables.: 1.0000001192092896,A young woman standing hin a kitchen eats a plate of Lvegetables.: 0.9788883328437805
A young woman standing in a kitchen eAts a plate of vegetables.: 1.0000001192092896,A young woman standing on a kitchen eats a plate Wof vegetables.: 0.9784830212593079
A young woman standing in a kitchen eaTs a plate of vegetables.: 1.0000001192092896,A young woman standing En a kitchen eats a plate of vegetable.: 0.9782172441482544
A young woman standing in a kitchen eatS a plate of vegetables.: 1.0000001192092896,A young Woman standing in a kitchen eats a flate of vegetables.: 0.9781169295310974
A young woman standing in a kitchen eats a Plate of vegetables.: 1.0000001192092896,A young woman standing in a Wkitchen eats a plate o vegetables.: 0.9780482649803162
A young woman standing in a kitchen eats a pLate of vegetables.: 1.0000001192092896,A young woman stanxing In a kitchen eats a plate of vegetables.: 0.9774684309959412
A young woman standing in a kitchen eats a plAte of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eats a plate pf vegetableS.: 0.9774662256240845
A young woman standing in a kitchen eats a plaTe of vegetables.: 1.0000001192092896,A young woman standing in a kitchen eat a plate if vegetables.: 0.9771385788917542
