Column 1,Column 2
4874,9679
SOme people on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat witH bowls and Zother dishes and fruit.: 0.9955322742462158
SoMe people on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and othesr disheS and fruit.: 0.991879940032959
SomE people on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a Bboat with bowls and other Tdishes and fruit.: 0.9906535148620605
Some People on a boat with bowls and other dishes and fruit.: 1.0000001192092896,SoMe people on a boat with bowls and ohter dishes and fruit.: 0.9891759157180786
Some pEople on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls And othep dishes and fruit.: 0.9889165759086609
Some peOple on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and otHer dishes and fruti.: 0.9884591102600098
Some peoPle on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and otheR dishes and fruti.: 0.9884591102600098
Some peopLe on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and other dishes And fruti.: 0.9884591102600098
Some peoplE on a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat With bowls and otheG dishes and fruit.: 0.9871448874473572
Some people On a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and oter Jdishes and fruit.: 0.9867728352546692
Some people oN a boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls And other dishes ad fruit.: 0.9867632985115051
Some people on a Boat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with sbowls and oTher dishes and fruit.: 0.9867013692855835
Some people on a bOat with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a Boat with bowls and other disChes and fruit.: 0.9863516092300415
Some people on a boAt with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls aNd other dihes and fruit.: 0.986044704914093
Some people on a boaT with bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and othe Mdishes and fruit.: 0.9860179424285889
Some people on a boat With bowls and other dishes and fruit.: 1.0000001192092896,Some people in a boat wiTh bowls and other dishes and fruit.: 0.9860156774520874
Some people on a boat wIth bowls and other dishes and fruit.: 1.0000001192092896,Some people on a Boat with bowlz and other dishes and fruit.: 0.9856874346733093
Some people on a boat wiTh bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and Aother dizhes and fruit.: 0.9856773018836975
Some people on a boat witH bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and Other dishess and fruit.: 0.9856727123260498
Some people on a boat with Bowls and other dishes and fruit.: 1.0000001192092896,Some people on a boat With bowls and other dishes anv fruit.: 0.9855120778083801
Some people on a boat with bOwls and other dishes and fruit.: 1.0000001192092896,Some people on a boAt with bowls and other dishes an fruit.: 0.9854094386100769
Some people on a boat with boWls and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and other dishtes tand fruit.: 0.9853697419166565
Some people on a boat with bowLs and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and oter dishse and fruit.: 0.9852771759033203
Some people on a boat with bowlS and other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowl and ohter dishes and fruit.: 0.9852160811424255
Some people on a boat with bowls And other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and Eother diwhes and fruit.: 0.9850457310676575
Some people on a boat with bowls aNd other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and other dishse and fruti.: 0.9848242402076721
Some people on a boat with bowls anD other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and othed dishse and fruit.: 0.9847559928894043
Some people on a boat with bowls and Other dishes and fruit.: 1.0000001192092896,Some people on a boat with bowl and Gother dishes and fruit.: 0.9846765995025635
Some people on a boat with bowls and oTher dishes and fruit.: 1.0000001192092896,Some people on a boat with bowl and oter dishes and fruit.: 0.984282910823822
Some people on a boat with bowls and otHer dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and Dther sdishes and fruit.: 0.9837251305580139
Some people on a boat with bowls and othEr dishes and fruit.: 1.0000001192092896,Some people on a boat with bowl and Dother dishes and fruit.: 0.9836806654930115
Some people on a boat with bowls and otheR dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls adn otdher dishes and fruit.: 0.983625590801239
Some people on a boat with bowls and other Dishes and fruit.: 1.0000001192092896,Some people on a boat with bowls and other dishens and fruti.: 0.9836215376853943
Some people on a boat with bowls and other dIshes and fruit.: 1.0000001192092896,Some people on a boat with bowls and oTher dishes Oand fruit.: 0.9834778308868408
Some people on a boat with bowls and other diShes and fruit.: 1.0000001192092896,Some people on a boat with bowls and oter dishes ad fruit.: 0.9833890199661255
Some people on a boat with bowls and other disHes and fruit.: 1.0000001192092896,Some people on a boat with bowls and otheS dishes ad fruit.: 0.9833354949951172
Some people on a boat with bowls and other dishEs and fruit.: 1.0000001192092896,Some people on a boat with bowls and octher dishes and fruti.: 0.9832099676132202
Some people on a boat with bowls and other disheS and fruit.: 1.0000001192092896,Some peopl on a boat with bowls adn other dishes and fruit.: 0.9831462502479553
Some people on a boat with bowls and other dishes And fruit.: 1.0000001192092896,Some people on a boat with bowl and toher dishes and fruit.: 0.9829692840576172
Some people on a boat with bowls and other dishes aNd fruit.: 1.0000001192092896,Some people on a boat with bowls and toher dishes und fruit.: 0.9828572869300842
Some people on a boat with bowls and other dishes anD fruit.: 1.0000001192092896,Some people on a boat with bowl an other dishes and fruit.: 0.9828572273254395
Some people on a boat with bowls and other dishes and Fruit.: 1.0000001192092896,Some peopl on a boat with bowls and other dishes land fruit.: 0.9828512668609619
