Column 1,Column 2
4872,8419
A Building shines in the clear sky as cars drive underneath.: 1.0,A Building shines in the clear sky as cars drivr underneath.: 0.9868615865707397
A bUilding shines in the clear sky as cars drive underneath.: 1.0,A building shines din the clear sky as cars drive uNderneath.: 0.9864338040351868
A buIlding shines in the clear sky as cars drive underneath.: 1.0,A bUilding shines in the clear sky as cars drivs underneath.: 0.985386848449707
A buiLding shines in the clear sky as cars drive underneath.: 1.0,A building shines on the clear sky as cars drivfe underneath.: 0.9853795766830444
A builDing shines in the clear sky as cars drive underneath.: 1.0,A building shines in teh clear sky as cars driVe underneath.: 0.9850872755050659
A buildIng shines in the clear sky as cars drive underneath.: 1.0,A building shines On the clear sky as cars Cdrive underneath.: 0.9848899841308594
A buildiNg shines in the clear sky as cars drive underneath.: 1.0,A building shines in the clear Sky as cars drive underneVth.: 0.9834533333778381
A buildinG shines in the clear sky as cars drive underneath.: 1.0,A building shines in nthe clear sky as cars Drive underneath.: 0.9807846546173096
A building Shines in the clear sky as cars drive underneath.: 1.0,A building shines in the clear sky as caRs rive underneath.: 0.9797224402427673
A building sHines in the clear sky as cars drive underneath.: 1.0,A building shines En the clear sky as cars drive underneahh.: 0.9788500070571899
A building shInes in the clear sky as cars drive underneath.: 1.0,A building shines in te clear skY as cars drive underneath.: 0.9786567091941833
A building shiNes in the clear sky as cars drive underneath.: 1.0,A building shines in tee clEar sky as cars drive underneath.: 0.9784184098243713
A building shinEs in the clear sky as cars drive underneath.: 1.0,A building shine in the clear sky as cars drive Underneath.: 0.9783332347869873
A building shineS in the clear sky as cars drive underneath.: 1.0,A building shines iN the clear sky as cars drice underneath.: 0.9776601195335388
A building shines In the clear sky as cars drive underneath.: 1.0,A building shines In the clear sky as cars dwive underneath.: 0.9775506854057312
A building shines iN the clear sky as cars drive underneath.: 1.0,A building shines iT the clear sky as cars drife underneath.: 0.9774930477142334
A building shines in The clear sky as cars drive underneath.: 1.0,A building shines in the clear sky as cars drivr underneaht.: 0.9773707985877991
A building shines in tHe clear sky as cars drive underneath.: 1.0,A building shones in the clear sky as cars Drive underneath.: 0.9765419363975525
A building shines in thE clear sky as cars drive underneath.: 1.0,A building Fshines in the clear sky as cars drfve underneath.: 0.9765110611915588
A building shines in the Clear sky as cars drive underneath.: 1.0,A building shines in teh clear sky as cars drije underneath.: 0.9765018224716187
A building shines in the cLear sky as cars drive underneath.: 1.0,A building shines in teh clear sky as cars Adrive underneath.: 0.9760690927505493
A building shines in the clEar sky as cars drive underneath.: 1.0,A building shines on the clear sky as cars Hdrive underneath.: 0.9758020043373108
A building shines in the cleAr sky as cars drive underneath.: 1.0,A building zshines in the clear sky as cars durive underneath.: 0.9756913781166077
A building shines in the cleaR sky as cars drive underneath.: 1.0,A building shines in rthe clear sky as cars dirve underneath.: 0.9755290150642395
A building shines in the clear Sky as cars drive underneath.: 1.0,A building vshines in the clear sky as cars driv underneath.: 0.975469172000885
A building shines in the clear sKy as cars drive underneath.: 1.0,A building shines in teh clear sky as cars drivr underneath.: 0.9751386642456055
A building shines in the clear skY as cars drive underneath.: 1.0,A building shines in the clear sky as cars dive underneth.: 0.9750969409942627
A building shines in the clear sky As cars drive underneath.: 1.0,A building shines in thMe clear Sky as cars drive underneath.: 0.9746025204658508
A building shines in the clear sky aS cars drive underneath.: 1.0,A building shines On Qthe clear sky as cars drive underneath.: 0.9744225144386292
A building shines in the clear sky as Cars drive underneath.: 1.0,A building Sshines ein the clear sky as cars drive underneath.: 0.9742202758789062
A building shines in the clear sky as cArs drive underneath.: 1.0,A building shines in teh clear sky as cars drivi underneath.: 0.97420334815979
A building shines in the clear sky as caRs drive underneath.: 1.0,A building shines in the clear sky as cars dive undErneath.: 0.9741400480270386
A building shines in the clear sky as carS drive underneath.: 1.0,A building shines in ghe clear sky as cars drivr underneath.: 0.9740054607391357
