Column 1,Column 2
4772,9366
A White bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is paRked at a statiOn where people are waiting.: 1.0000001192092896
A wHite bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus Is parked at a station where people ar waiting.: 0.9965873956680298
A whIte bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is pArked at a station where people hare waiting.: 0.9934927821159363
A whiTe bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station Where people are waitung.: 0.9934220314025879
A whitE bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopls aSe waiting.: 0.9921044111251831
A white Bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parkEd at a station where people re waiting.: 0.9905784130096436
A white bUs is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a statioN where people re waiting.: 0.9905784130096436
A white buS is parked at a station where people are waiting.: 1.0000001192092896,A whitE bus is parked at a station where people tre waiting.: 0.9904038906097412
A white bus Is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peope arN waiting.: 0.9898041486740112
A white bus iS parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopGe ae waiting.: 0.9897552728652954
A white bus is Parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people aDe wating.: 0.9894278049468994
A white bus is pArked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopke aire waiting.: 0.9889279007911682
A white bus is paRked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people re Swaiting.: 0.9886938333511353
A white bus is parKed at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station pwhere people ar waiting.: 0.988661527633667
A white bus is parkEd at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station Where people are wsiting.: 0.988619327545166
A white bus is parkeD at a station where people are waiting.: 1.0000001192092896,A white bus is paRked at a station where people are waitink.: 0.9886049628257751
A white bus is parked At a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peope ar waiting.: 0.9883930683135986
A white bus is parked aT a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people sre waitming.: 0.9881921410560608
A white bus is parked at a Station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopl ade waiting.: 0.987991452217102
A white bus is parked at a sTation where people are waiting.: 1.0000001192092896,A white bus s parked At a station where people are waiting.: 0.987912118434906
A white bus is parked at a stAtion where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people ar waitwing.: 0.987441897392273
A white bus is parked at a staTion where people are waiting.: 1.0000001192092896,A white bus is pArked at a station Uwhere people are waiting.: 0.987438440322876
A white bus is parked at a statIon where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopl ar waiting.: 0.9872730374336243
A white bus is parked at a statiOn where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people ae ywaiting.: 0.9872409105300903
A white bus is parked at a statioN where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people aMre waitung.: 0.9867638945579529
A white bus is parked at a station Where people are waiting.: 1.0000001192092896,A white bus is parked at a station where people arD Jwaiting.: 0.9864504337310791
A white bus is parked at a station wHere people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopls re waiting.: 0.9862802028656006
A white bus is parked at a station whEre people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopce afe waiting.: 0.9860780835151672
A white bus is parked at a station wheRe people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopke ar waiting.: 0.9860740303993225
A white bus is parked at a station wherE people are waiting.: 1.0000001192092896,A white bus is pared at a statiOn where people are waiting.: 0.9860127568244934
A white bus is parked at a station where People are waiting.: 1.0000001192092896,A white bus is parked at a station where pWeople re waiting.: 0.9859716892242432
A white bus is parked at a station where pEople are waiting.: 1.0000001192092896,A white bus is parked at a station where peopls are aiting.: 0.9858688712120056
A white bus is parked at a station where peOple are waiting.: 1.0000001192092896,A white bus is parked at a station where peope are Dwaiting.: 0.985771656036377
A white bus is parked at a station where peoPle are waiting.: 1.0000001192092896,A white bus Js parked at a station where peopl are waiting.: 0.98565274477005
A white bus is parked at a station where peopLe are waiting.: 1.0000001192092896,A white bus is parked at a station where peopIe ae waiting.: 0.9856467247009277
A white bus is parked at a station where peoplE are waiting.: 1.0000001192092896,A white bus is parked at a station where Tpeople re waiting.: 0.9856369495391846
A white bus is parked at a station where people Are waiting.: 1.0000001192092896,A white bus is parked at a station where peoplq are Cwaiting.: 0.9855849742889404
A white bus is parked at a station where people aRe waiting.: 1.0000001192092896,A white bus is parked at a station where peoplle ae waiting.: 0.9854653477668762
A white bus is parked at a station where people arE waiting.: 1.0000001192092896,A white bus s parked at a station where people ane waiting.: 0.9854560494422913
A white bus is parked at a station where people are Waiting.: 1.0000001192092896,A white bus is praked at a station wherE people are waiting.: 0.9853475093841553
A white bus is parked at a station where people are wAiting.: 1.0000001192092896,A white bus is parked at a station where peopele Mre waiting.: 0.9851974844932556
A white bus is parked at a station where people are waIting.: 1.0000001192092896,A white bus s parked at a station where peoplje are waiting.: 0.9851080775260925
A white bus is parked at a station where people are waiTing.: 1.0000001192092896,A white bus is parked at a station where peopl are waitging.: 0.9850314855575562
A white bus is parked at a station where people are waitIng.: 1.0000001192092896,A white bus is parked at a station Where people are wiating.: 0.984929084777832
A white bus is parked at a station where people are waitiNg.: 1.0000001192092896,A white bus is parked at a station where pheople re waiting.: 0.9848136901855469
A white bus is parked at a station where people are waitinG.: 1.0000001192092896,A white bus is parked at a station where people aAre wating.: 0.9847687482833862
A white bus is parked at a station where people are waiting.: 1.0000001192092896,A white bus is parked at a station where peopSle are waitlng.: 0.9845948815345764
A white bus is parked at a station where people are Ywaiting.: 0.9978780746459961,A white bus is parked at a station where people ade eaiting.: 0.9845536947250366
A white bus is parked at a station where people are ywaiting.: 0.9978780746459961,A white bus is parked at a station where people aHe rwaiting.: 0.9843347668647766
A white bus is parked at a station where people are Bwaiting.: 0.9973417520523071,A white bus s parked at a station where people ar waiting.: 0.9842508435249329
A white bus is parked at a station where people are bwaiting.: 0.9973417520523071,A white bus is parked at a station where people ae waiitng.: 0.9842060208320618
A white bus is parked at a station where people arQe waiting.: 0.9970438480377197,A white bus is parked at a station where people ar waoting.: 0.9841164350509644
A white bus is parked at a station where people arqe waiting.: 0.9970438480377197,A white bus s parked at a station where teople are waiting.: 0.9840688705444336
A white bus is parked at a station where people arN waiting.: 0.997026801109314,A white bus is parked At a station where people are waiitng.: 0.9839511513710022
A white bus is parked at a station where people arn waiting.: 0.997026801109314,A white bus is parked at a station where peopl are daiting.: 0.9839460253715515
A white bus is parked at a station where people are Twaiting.: 0.997011661529541,A white bus is Parked at a station where people are waitign.: 0.9839133620262146
A white bus is parked at a station where people are twaiting.: 0.997011661529541,A white bus is parked at a station where peope aer waiting.: 0.9837325811386108
A white bus is parked at a station Twhere people are waiting.: 0.9968261122703552,A white bus js parked at a station where people sre waiting.: 0.983652651309967
A white bus is parked at a station twhere people are waiting.: 0.9968261122703552,A white bus s parked at a station where peope are waiting.: 0.9836427569389343
A white bus is parked at a station where people aSe waiting.: 0.9966432452201843,A white bus is parked at a station where peoplL afe waiting.: 0.9835620522499084
A white bus is parked at a station where people ase waiting.: 0.9966432452201843,A white bus is parked at a station where people arN waimting.: 0.9835286140441895
A white bus is parked at a station Swhere people are waiting.: 0.9966071248054504,A white bus is parked at a station where peoplne dre waiting.: 0.9835184812545776
A white bus is parked at a station swhere people are waiting.: 0.9966071248054504,A white bus is parked at a station where peopl are waitong.: 0.9835058450698853
A white bus is parked at a station where people arOe waiting.: 0.9965975284576416,A white bus s parked at a station where peoplr are waiting.: 0.983437716960907
A white bus is parked at a station where people aroe waiting.: 0.9965975284576416,A white bus is parked at a station where peopie arre waiting.: 0.9832735657691956
A white bus is parked at a station where people ar waiting.: 0.9965873956680298,A white bus is parked at a station where people awe waitinPg.: 0.9832155108451843
A white bus is parked at a station where people are Rwaiting.: 0.9965835809707642,A white bus is parked at a station where pfople are waitinLg.: 0.9831588268280029
A white bus is parked at a station where people are rwaiting.: 0.9965835809707642,A white bus is parked at a station twhere people are witing.: 0.9831251502037048
A white bus is parked at a station Fwhere people are waiting.: 0.9965651035308838,A white bus is parked at a station where peope aare waiting.: 0.9830378293991089
A white bus is parked at a station fwhere people are waiting.: 0.9965651035308838,A white bus s pared at a station where people are waiting.: 0.9830299019813538
A white bus is parked at a station where people are waitBing.: 0.996505081653595,A white bus is parked at a station where people rae Lwaiting.: 0.982994019985199
A white bus is parked at a station where people are waitbing.: 0.996505081653595,A white bus is parked at a station where peopla ard waiting.: 0.9829802513122559
A white bus is parked at a station where peopAle are waiting.: 0.9964609742164612,A white bus is parked at a station where people arr aiting.: 0.9829596877098083
A white bus is parked at a station where peopale are waiting.: 0.9964609742164612,A white bus is parked at a station where pheople ar waiting.: 0.9829384088516235
A white bus is parked at a station where people are Swaiting.: 0.9964599609375,A white bus is parked at a station whege people ore waiting.: 0.9829083681106567
A white bus is parked at a station where people are swaiting.: 0.9964599609375,A white bus is parked at a station where peoplu ae waiting.: 0.9828917980194092
A white bus is parked at a station where people aKe waiting.: 0.9964019656181335,A white bus is parked at a station where people ar Xwaiting.: 0.9828193783760071
A white bus is parked at a station where people ake waiting.: 0.9964019656181335,A white bus is hparked at a station where people rae waiting.: 0.9826759099960327
A white bus is parked at a station where people Tare waiting.: 0.9963043928146362,A white bus is parked at a station where people ar waiitng.: 0.9826374650001526
A white bus is parked at a station where people tare waiting.: 0.9963043928146362,A white bus is parked at a station where peoplLe arr waiting.: 0.9825820326805115
A white bus is parked at a station where people aIre waiting.: 0.9961888790130615,A white bus is parked at a station where people aer Dwaiting.: 0.9825766086578369
A white bus is parked at a station where people aire waiting.: 0.9961888790130615,A white bus is pared at a station where peopJe are waiting.: 0.9825449585914612
A white bus is parked at a station Rwhere people are waiting.: 0.9961268305778503,A white bus is parked at a station where people ar witing.: 0.9825282096862793
A white bus is parked at a station rwhere people are waiting.: 0.9961268305778503,A white bus s parked at a station where people are waitming.: 0.9824800491333008
A white bus is parked at a station where people aDe waiting.: 0.9959902167320251,A white bus is paryked at a station where people ane waiting.: 0.982445478439331
A white bus is parked at a station where people ade waiting.: 0.9959902167320251,A white bus is parked at a station where peoplt are witing.: 0.9823293089866638
A white bus is parked at a station where people Mare waiting.: 0.9959406852722168,A white bus s parked at a station where people aue waiting.: 0.9823217988014221
