Column 1,Column 2
4837,8541
A Young girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with Sthe intent of blowing out a candlE.: 0.9966194033622742
A yOung girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A yoUng girl inhales with he intent of blowing out a candle.: 0.9954551458358765
A yoUng girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhalges with the intent If blowing out a candle.: 0.9939724206924438
A youNg girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the intent if blowing Uout a candle.: 0.9933972358703613
A younG girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhalse with the intent Of blowing out a candle.: 0.9928978681564331
A young Girl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhalse with the intent of blowing oUt a candle.: 0.9928978681564331
A young gIrl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young Girl inhales with hhe intent of blowing out a candle.: 0.9918423295021057
A young giRl inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the intuent of blowing out a cAndle.: 0.9917070269584656
A young girL inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the inent if blowing out a candle.: 0.9917056560516357
A young girl Inhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales wiTh the intRent of blowing out a candle.: 0.991436243057251
A young girl iNhales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the ingent of blowing out a cAndle.: 0.991388738155365
A young girl inHales with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhalds with the intent if blowing out a candle.: 0.9913088083267212
A young girl inhAles with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the intfnt of blowing ouT a candle.: 0.990773618221283
A young girl inhaLes with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales witH the intent or blowing out a candle.: 0.9905626177787781
A young girl inhalEs with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the intent if eblowing out a candle.: 0.9904757142066956
A young girl inhaleS with the intent of blowing out a candle.: 0.9999998807907104,A young girl inhalEs with the ontent of blowing out a candle.: 0.9903505444526672
A young girl inhales With the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with the itent of blowing out a canDle.: 0.9902356266975403
A young girl inhales wIth the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with rhe intent of blowing out a candlE.: 0.9896088242530823
A young girl inhales wiTh the intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with he intent If blowing out a candle.: 0.9895228743553162
A young girl inhales witH the intent of blowing out a candle.: 0.9999998807907104,A yOung girl inhales with the intent of blowing ot a candle.: 0.9894115924835205
A young girl inhales with The intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with yhe intent if blowing out a candle.: 0.9893124103546143
A young girl inhales with tHe intent of blowing out a candle.: 0.9999998807907104,A young girl inhales witH ghe intent of blowing out a candle.: 0.9892316460609436
A young girl inhales with thE intent of blowing out a candle.: 0.9999998807907104,A young girl inhalws with the intrnt of blowing out a candle.: 0.9889236688613892
A young girl inhales with the Intent of blowing out a candle.: 0.9999998807907104,A young girl inhales with he nitent of blowing out a candle.: 0.9888749122619629
A young girl inhales with the iNtent of blowing out a candle.: 0.9999998807907104,A young girl inhales wIth the inten of blowing out a candle.: 0.9888119697570801
A young girl inhales with the inTent of blowing out a candle.: 0.9999998807907104,A young girl inhales with he inteny of blowing out a candle.: 0.9884054660797119
A young girl inhales with the intEnt of blowing out a candle.: 0.9999998807907104,A young girl inhales with rthe intent of blowling out a candle.: 0.9883678555488586
A young girl inhales with the inteNt of blowing out a candle.: 0.9999998807907104,A young girl inhalNes with ythe intent of blowing out a candle.: 0.9883639216423035
A young girl inhales with the intenT of blowing out a candle.: 0.9999998807907104,A young girl inhales with the intent fo blowing oOut a candle.: 0.9879757761955261
A young girl inhales with the intent Of blowing out a candle.: 0.9999998807907104,A young girl inhalks with Sthe intent of blowing out a candle.: 0.987960934638977
A young girl inhales with the intent oF blowing out a candle.: 0.9999998807907104,A young girl inhales with tihe intent of rblowing out a candle.: 0.9878429770469666
A young girl inhales with the intent of Blowing out a candle.: 0.9999998807907104,A young girl inhalse with vthe intent of blowing out a candle.: 0.9878026247024536
A young girl inhales with the intent of bLowing out a candle.: 0.9999998807907104,A young girl inhales with the intenEt fo blowing out a candle.: 0.9876821637153625
A young girl inhales with the intent of blOwing out a candle.: 0.9999998807907104,A young girl inhalkes with the Gintent of blowing out a candle.: 0.9876594543457031
A young girl inhales with the intent of bloWing out a candle.: 0.9999998807907104,A young girl inhales with he ntent of blowing out a candle.: 0.9875967502593994
A young girl inhales with the intent of blowIng out a candle.: 0.9999998807907104,A young girl inhales with the intent Of blowing ou a candle.: 0.9875664114952087
A young girl inhales with the intent of blowiNg out a candle.: 0.9999998807907104,A young girl inhales with he inteng of blowing out a candle.: 0.9872981309890747
A young girl inhales with the intent of blowinG out a candle.: 0.9999998807907104,A young girl inhales with he intent of blowing uout a candle.: 0.9872931838035583
A young girl inhales with the intent of blowing Out a candle.: 0.9999998807907104,A young girl inhalEs with teh intent of blowing out a candle.: 0.9872826337814331
A young girl inhales with the intent of blowing oUt a candle.: 0.9999998807907104,A young girl inhales with teh intent Of blowing out a candle.: 0.9872826337814331
A young girl inhales with the intent of blowing ouT a candle.: 0.9999998807907104,A young girl inhales wigh Ethe intent of blowing out a candle.: 0.9872584939002991
A young girl inhales with the intent of blowing out a Candle.: 0.9999998807907104,A young girl inhalzes with rhe intent of blowing out a candle.: 0.9872115850448608
A young girl inhales with the intent of blowing out a cAndle.: 0.9999998807907104,A young girl inhalbes with thse intent of blowing out a candle.: 0.9871479272842407
