Column 1,Column 2
4329,6251
A Black and silver parking meter on sidewalk next to trees.: 1.0,A black aNd silver parking meter on sidewalk snext to trees.: 0.9907253980636597
A bLack and silver parking meter on sidewalk next to trees.: 1.0,A black and silver parking meter in sidewalk Ynext to trees.: 0.9872047305107117
A blAck and silver parking meter on sidewalk next to trees.: 1.0,A black an silver parking meter In sidewalk next to trees.: 0.9849188923835754
A blaCk and silver parking meter on sidewalk next to trees.: 1.0,A Qblack and silver parking meter on sidewalk next tO trees.: 0.9847880601882935
A blacK and silver parking meter on sidewalk next to trees.: 1.0,A black and silver parking meter on Msidewalk next To trees.: 0.9847451448440552
A black And silver parking meter on sidewalk next to trees.: 1.0,A blacl and silver parking meter in sidewalk next to trees.: 0.9831705093383789
A black aNd silver parking meter on sidewalk next to trees.: 1.0,A black and silver Uparking meter on sidewalk enxt to trees.: 0.9831637740135193
A black anD silver parking meter on sidewalk next to trees.: 1.0,A black and silver Yparking meter o sidewalk next to trees.: 0.9823653697967529
A black and Silver parking meter on sidewalk next to trees.: 1.0,A blaCk and silver parking meter on sidewalk ext to trees.: 0.9822017550468445
A black and sIlver parking meter on sidewalk next to trees.: 1.0,A black an silver uparking meter on sidewalk next to trees.: 0.9819418787956238
A black and siLver parking meter on sidewalk next to trees.: 1.0,A black and rsilver Eparking meter on sidewalk next to trees.: 0.9812517762184143
A black and silVer parking meter on sidewalk next to trees.: 1.0,A black dand silver parking meter on sidewalK next to trees.: 0.9803653955459595
A black and silvEr parking meter on sidewalk next to trees.: 1.0,A black and silver parking meter o ksidewalk next to trees.: 0.9803621172904968
A black and silveR parking meter on sidewalk next to trees.: 1.0,A black and silver parking meter oh Sidewalk next to trees.: 0.9799020886421204
A black and silver Parking meter on sidewalk next to trees.: 1.0,A black and silver parking meter oh sidewAlk next to trees.: 0.9799020886421204
A black and silver pArking meter on sidewalk next to trees.: 1.0,A black and silver cparking meter on ksidewalk next to trees.: 0.9792104363441467
A black and silver paRking meter on sidewalk next to trees.: 1.0,A black and silver parkIng meter on sidewalk Qnext to trees.: 0.9790158271789551
A black and silver parKing meter on sidewalk next to trees.: 1.0,A black and silver parking meter in sidewalk nrxt to trees.: 0.9783322215080261
A black and silver parkIng meter on sidewalk next to trees.: 1.0,A Black adn silver parking meter on sidewalk next to trees.: 0.9779165387153625
A black and silver parkiNg meter on sidewalk next to trees.: 1.0,A black adn sIlver parking meter on sidewalk next to trees.: 0.9779165387153625
A black and silver parkinG meter on sidewalk next to trees.: 1.0,A black adn silver paRking meter on sidewalk next to trees.: 0.9779165387153625
A black and silver parking Meter on sidewalk next to trees.: 1.0,A black and silver parking meter o Hsidewalk next to trees.: 0.9771886467933655
A black and silver parking mEter on sidewalk next to trees.: 1.0,A black and silver parkinG meter kn sidewalk next to trees.: 0.9766798615455627
A black and silver parking meTer on sidewalk next to trees.: 1.0,A black nd sIlver parking meter on sidewalk next to trees.: 0.9764686226844788
A black and silver parking metEr on sidewalk next to trees.: 1.0,A black Rnd silver parking meter on sidEwalk next to trees.: 0.9757057428359985
A black and silver parking meteR on sidewalk next to trees.: 1.0,A black And silver parking meter om sidewalk next to trees.: 0.9753522872924805
A black and silver parking meter On sidewalk next to trees.: 1.0,A black and silver parking meter Con sidewalk next to tree.: 0.975121021270752
A black and silver parking meter oN sidewalk next to trees.: 1.0,A black and silver parking meter on sidewalk enxt o trees.: 0.9750845432281494
A black and silver parking meter on Sidewalk next to trees.: 1.0,A black and silver parking meter on sidewalk znext to treeS.: 0.9737870693206787
A black and silver parking meter on sIdewalk next to trees.: 1.0,A black an Bsilver parking meter on sidewalk next to trees.: 0.973565399646759
A black and silver parking meter on siDewalk next to trees.: 1.0,A black adn silver uparking meter on sidewalk next to trees.: 0.9731647968292236
A black and silver parking meter on sidEwalk next to trees.: 1.0,A black and silver parking mEter no sidewalk next to trees.: 0.9727763533592224
A black and silver parking meter on sideWalk next to trees.: 1.0,A black and silver parking meter o sidewalk next to tree.: 0.9724748730659485
A black and silver parking meter on sidewAlk next to trees.: 1.0,A black and silver parking meter on sidewalk mext t trees.: 0.971184253692627
A black and silver parking meter on sidewaLk next to trees.: 1.0,A black and xsilver parking meter o sidewalk next to trees.: 0.9710063338279724
A black and silver parking meter on sidewalK next to trees.: 1.0,A black and silver parking meter no sidewalk enxt to trees.: 0.9709392786026001
A black and silver parking meter on sidewalk Next to trees.: 1.0,A black and Fsilver parking meter on sidewalk enxt to trees.: 0.9707340002059937
A black and silver parking meter on sidewalk nExt to trees.: 1.0,A black an nsilver parking meter on sidewalk next to trees.: 0.9701421856880188
A black and silver parking meter on sidewalk neXt to trees.: 1.0,A blacl adn silver parking meter on sidewalk next to trees.: 0.9701095223426819
A black and silver parking meter on sidewalk nexT to trees.: 1.0,A black and silver parking mEter on Lidewalk next to trees.: 0.9699193835258484
A black and silver parking meter on sidewalk next To trees.: 1.0,A black and silver parking meter on sidewalk nhext to tree.: 0.9698774814605713
A black and silver parking meter on sidewalk next tO trees.: 1.0,A black and silver parking meter oEn sidewalk next to tree.: 0.9697185754776001
A black and silver parking meter on sidewalk next to Trees.: 1.0,A blck and sIlver parking meter on sidewalk next to trees.: 0.9696834087371826
A black and silver parking meter on sidewalk next to tRees.: 1.0,A black ond sCilver parking meter on sidewalk next to trees.: 0.9695336222648621
A black and silver parking meter on sidewalk next to trEes.: 1.0,A black an silver parking meter on sidewalk next to tree.: 0.9692593216896057
A black and silver parking meter on sidewalk next to treEs.: 1.0,A black and silver parking meter oh sidewalk next to tree.: 0.9691176414489746
A black and silver parking meter on sidewalk next to treeS.: 1.0,A black and silver parking meter ok sidewalk next to tree.: 0.9690917730331421
A black and silver parking meter on sidewalk next to trees.: 1.0,A black and silver lparking meter on sidewalk next to tree.: 0.9690771102905273
A black and silver parking meter In sidewalk next to trees.: 0.9983108043670654,A black and ilver parking meter oN sidewalk next to trees.: 0.9689550995826721
A black and silver parking meter in sidewalk next to trees.: 0.9983108043670654,A Rblack and silver parking meter on siDewalk next to trees.: 0.9689300060272217
A black and silver Yparking meter on sidewalk next to trees.: 0.9969305992126465,A black and silver parking meter on sidewalk Cext to tree.: 0.9689292907714844
A black and silver yparking meter on sidewalk next to trees.: 0.9969305992126465,A black and silver parking meter no sidewalk next to tree.: 0.9688582420349121
A black and silver Cparking meter on sidewalk next to trees.: 0.9962851405143738,A black and silver parking meter on sidewalk Lext ro trees.: 0.9687047600746155
A black and silver cparking meter on sidewalk next to trees.: 0.9962851405143738,A black an silve parking meter on sidewalk next to trees.: 0.9683011770248413
A black and silver parking meter oF sidewalk next to trees.: 0.9958072304725647,A black and silver parking meter in sidewalk nexg to trees.: 0.9682512283325195
A black and silver parking meter of sidewalk next to trees.: 0.9958072304725647,A black and silver parking meter no sidewalk mext to trees.: 0.9682310819625854
A black and silver Fparking meter on sidewalk next to trees.: 0.9955991506576538,A black and silver Kparking meter no sidewalk next to trees.: 0.9680745601654053
A black and silver fparking meter on sidewalk next to trees.: 0.9955991506576538,A black and silver parking meter on sidewalk nMext t trees.: 0.9679250717163086
A black and silver Vparking meter on sidewalk next to trees.: 0.9954128265380859,A black an silver parking meter En sidewalk next to trees.: 0.9678817391395569
A black and silver vparking meter on sidewalk next to trees.: 0.9954128265380859,A black and silver parking meter on sidewalk enxt tU trees.: 0.9677314162254333
A black and silver Kparking meter on sidewalk next to trees.: 0.9952632188796997,A black and silver parking meter on sidewalk neext fo trees.: 0.9675015211105347
A black and silver kparking meter on sidewalk next to trees.: 0.9952632188796997,A black and silver parking meter o sidewalk enxt to trees.: 0.9674239158630371
A black and silver Hparking meter on sidewalk next to trees.: 0.9952610731124878,A black and silver parking meter on sidewalk enxt fo trees.: 0.9674173593521118
A black and silver hparking meter on sidewalk next to trees.: 0.9952610731124878,A black ad sIlver parking meter on sidewalk next to trees.: 0.9674068093299866
A black and silver Jparking meter on sidewalk next to trees.: 0.9952260851860046,A black and silver parking meter on sidewalk ext o trees.: 0.967347264289856
A black and silver jparking meter on sidewalk next to trees.: 0.9952260851860046,A black and silver parking meter on sidHwalk rnext to trees.: 0.9671074151992798
