Column 1,Column 2
4953,9666
A Bathroom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting next To a bgthroom sink.: 0.9922967553138733
A bAthroom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom With a white toilet sitting next to a bthroom sink.: 0.9913594126701355
A baThroom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet Sitting next to a bthroom sink.: 0.9913594126701355
A batHroom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet siTting next to a athroom sink.: 0.9901397824287415
A bathRoom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom wiTh a white toilet sititng next to a bathroom sink.: 0.9900116920471191
A bathrOom with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting neXt to a bathrosom sink.: 0.9898921847343445
A bathroOm with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a White toilet sitting ext to a bathroom sink.: 0.9889832735061646
A bathrooM with a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting ext to a bathrooM sink.: 0.9889832735061646
A bathroom With a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting rnext to a bathrom sink.: 0.9886141419410706
A bathroom wIth a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting next to a bathroo siNk.: 0.9883427619934082
A bathroom wiTh a white toilet sitting next to a bathroom sink.: 1.0,A bathroom wIth a white toilet sitting next to a batheoom sink.: 0.9876970648765564
A bathroom witH a white toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white ltoilet sitting next to a bathroomm sink.: 0.9876198768615723
A bathroom with a White toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet Rsitting next to a bwthroom sink.: 0.987522542476654
A bathroom with a wHite toilet sitting next to a bathroom sink.: 1.0,A bathRoom with a white toilet sitting nxet to a bathroom sink.: 0.9874111413955688
A bathroom with a whIte toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toiLet sittinP next to a bathroom sink.: 0.9873600602149963
A bathroom with a whiTe toilet sitting next to a bathroom sink.: 1.0,A bathroom with a qwhite toilet Vsitting next to a bathroom sink.: 0.9871768951416016
A bathroom with a whitE toilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting ext to a Dbathroom sink.: 0.987005889415741
A bathroom with a white Toilet sitting next to a bathroom sink.: 1.0,A bathroom with a whit toilet sitting next to a gbathroom sink.: 0.9863722920417786
A bathroom with a white tOilet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet Hitting next to a bathroom sinK.: 0.986329972743988
A bathroom with a white toIlet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet Lsitting next to a badthroom sink.: 0.9862411022186279
A bathroom with a white toiLet sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting next ti a dbathroom sink.: 0.9858502745628357
A bathroom with a white toilEt sitting next to a bathroom sink.: 1.0,A bathroom With a white toilet sitting next fo a bathroom sink.: 0.9857133626937866
A bathroom with a white toileT sitting next to a bathroom sink.: 1.0,A bathroom wiTh a white toilet sitting next to a bathroRom sink.: 0.9856442809104919
A bathroom with a white toilet Sitting next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting neXt to a bcathroom sink.: 0.9855085015296936
A bathroom with a white toilet sItting next to a bathroom sink.: 1.0,A bathrom with a white toilet sitting next to a dbathroom sink.: 0.9854447841644287
A bathroom with a white toilet siTting next to a bathroom sink.: 1.0,A bathroom With a white toilet sittihg next to a bathroom sink.: 0.985328733921051
A bathroom with a white toilet sitTing next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting next so a Tbathroom sink.: 0.9852338433265686
A bathroom with a white toilet sittIng next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting nExt tp a bathroom sink.: 0.9848120808601379
A bathroom with a white toilet sittiNg next to a bathroom sink.: 1.0,A bathroom with a white toilet sitting next ti a wbathroom sink.: 0.984074592590332
