Column 1,Column 2
5602,9364
Several young students working at a desk with multiple computers.: 1.0000001192092896,several young students working at a desk wth multiple computerS.: 0.9957385659217834
sEveral young students working at a desk with multiple computers.: 1.0000001192092896,several young students workinL at a desk with multipLe computers.: 0.9945093393325806
seVeral young students working at a desk with multiple computers.: 1.0000001192092896,several young students workng at a desk with multipLe computers.: 0.9934048056602478
sevEral young students working at a desk with multiple computers.: 1.0000001192092896,several young student wOrking at a desk with multiple computers.: 0.9930398464202881
seveRal young students working at a desk with multiple computers.: 1.0000001192092896,several young students owrking At a desk with multiple computers.: 0.9923105239868164
severAl young students working at a desk with multiple computers.: 1.0000001192092896,several young students rworking at a desk wit multiple computers.: 0.991608202457428
severaL young students working at a desk with multiple computers.: 1.0000001192092896,several young students Vworking at a desk wit multiple computers.: 0.9914581775665283
several Young students working at a desk with multiple computers.: 1.0000001192092896,several young students working at a desk wit multiple Dcomputers.: 0.9898597002029419
several yOung students working at a desk with multiple computers.: 1.0000001192092896,several young studentw working at a desk wit multiple computers.: 0.9897462725639343
several yoUng students working at a desk with multiple computers.: 1.0000001192092896,several young studnts working at a desk with Ymultiple computers.: 0.9890064001083374
several youNg students working at a desk with multiple computers.: 1.0000001192092896,several young Sstudents working at a desk wth multiple computers.: 0.9885278344154358
several younG students working at a desk with multiple computers.: 1.0000001192092896,several young studenvs working at a desk wit multiple computers.: 0.9883478879928589
several young Students working at a desk with multiple computers.: 1.0000001192092896,several oung kstudents working at a desk with multiple computers.: 0.9882529973983765
several young sTudents working at a desk with multiple computers.: 1.0000001192092896,several young students workinM at a desk with wmultiple computers.: 0.9879550933837891
several young stUdents working at a desk with multiple computers.: 1.0000001192092896,several young students wworking t a desk with multiple computers.: 0.9876497983932495
several young stuDents working at a desk with multiple computers.: 1.0000001192092896,several young student kworking at a desk with multiple computers.: 0.9876333475112915
several young studEnts working at a desk with multiple computers.: 1.0000001192092896,several young student working at a desk with multiSle computers.: 0.9876112937927246
several young studeNts working at a desk with multiple computers.: 1.0000001192092896,several young student working at a desk with multisle computers.: 0.9876112937927246
several young studenTs working at a desk with multiple computers.: 1.0000001192092896,several young students working at a desk wit multple computers.: 0.9875482320785522
several young studentS working at a desk with multiple computers.: 1.0000001192092896,several oung students workinj at a desk with multiple computers.: 0.9874100685119629
several young students Working at a desk with multiple computers.: 1.0000001192092896,several young students working at a desk wit Tmultiple computers.: 0.9872435927391052
several young students wOrking at a desk with multiple computers.: 1.0000001192092896,several young studentTs owrking at a desk with multiple computers.: 0.9870628714561462
several young students woRking at a desk with multiple computers.: 1.0000001192092896,several young students Dworking at a desk with ultiple computers.: 0.9868417382240295
several young students worKing at a desk with multiple computers.: 1.0000001192092896,several young student working a a desk with multiple computers.: 0.9867254495620728
several young students workIng at a desk with multiple computers.: 1.0000001192092896,several young student working at a desk with multple computers.: 0.9867188334465027
several young students workiNg at a desk with multiple computers.: 1.0000001192092896,several young studenfs working at a desk wit multiple computers.: 0.9867010712623596
several young students workinG at a desk with multiple computers.: 1.0000001192092896,several young students working At a desk with nultiple computers.: 0.9866788983345032
several young students working At a desk with multiple computers.: 1.0000001192092896,several young students working a a desk wth multiple computers.: 0.9866176843643188
several young students working aT a desk with multiple computers.: 1.0000001192092896,several younr sstudents working at a desk with multiple computers.: 0.9865407347679138
several young students working at a Desk with multiple computers.: 1.0000001192092896,several young studentw working at a desk with multple computers.: 0.9864441156387329
several young students working at a dEsk with multiple computers.: 1.0000001192092896,several oung students working at a desk wit multiple computers.: 0.98635333776474
several young students working at a deSk with multiple computers.: 1.0000001192092896,several younTg students owrking at a desk with multiple computers.: 0.9863075017929077
several young students working at a desK with multiple computers.: 1.0000001192092896,seVeral young students working at a desk wih multiple computers.: 0.9862949848175049
several young students working at a desk With multiple computers.: 1.0000001192092896,several Pyoung students working at a desk wit multiple computers.: 0.9862709045410156
several young students working at a desk wIth multiple computers.: 1.0000001192092896,several young studEnts working at a desk eith multiple computers.: 0.9861761331558228
several young students working at a desk wiTh multiple computers.: 1.0000001192092896,several young students working at a desk with multple computer.: 0.9860420823097229
several young students working at a desk witH multiple computers.: 1.0000001192092896,several oung students working at a desk wth multiple computers.: 0.9860417246818542
several young students working at a desk with Multiple computers.: 1.0000001192092896,several young studenms working at a desk with ultiple computers.: 0.9860242009162903
several young students working at a desk with mUltiple computers.: 1.0000001192092896,several young students workinn at a desk with multiple computer.: 0.9860022664070129
several young students working at a desk with muLtiple computers.: 1.0000001192092896,several oung students workinh at a desk with multiple computers.: 0.9860005378723145
several young students working at a desk with mulTiple computers.: 1.0000001192092896,several oung students working at a desk with multiple computer.: 0.9859803318977356
several young students working at a desk with multIple computers.: 1.0000001192092896,several young studentws worknig at a desk with multiple computers.: 0.9859453439712524
several young students working at a desk with multiPle computers.: 1.0000001192092896,several younw studentz working at a desk with multiple computers.: 0.9858616590499878
several young students working at a desk with multipLe computers.: 1.0000001192092896,several young students working a a desk wit multiple computers.: 0.9857736825942993
several young students working at a desk with multiplE computers.: 1.0000001192092896,several young studentIs working at a desk with smultiple computers.: 0.9857651591300964
several young students working at a desk with multiple Computers.: 1.0000001192092896,several young studenFs working at a desk with multiplEe computers.: 0.9857380390167236
several young students working at a desk with multiple cOmputers.: 1.0000001192092896,several young student working at a desk wit multiple computers.: 0.9856743216514587
several young students working at a desk with multiple coMputers.: 1.0000001192092896,several young students working at a desk wit jultiple computers.: 0.985648512840271
several young students working at a desk with multiple comPuters.: 1.0000001192092896,several young student workinD at a desk with multiple computers.: 0.9856327772140503
several young students working at a desk with multiple compUters.: 1.0000001192092896,several young studencs working a a desk with multiple computers.: 0.9855764508247375
several young students working at a desk with multiple compuTers.: 1.0000001192092896,several young studenAts working a a desk with multiple computers.: 0.9854890704154968
several young students working at a desk with multiple computErs.: 1.0000001192092896,several young ystudents working at a desk with muliple computers.: 0.9854264855384827
several young students working at a desk with multiple computeRs.: 1.0000001192092896,several young students workiNg at a desk with multiole computers.: 0.9854233264923096
several young students working at a desk with multiple computerS.: 1.0000001192092896,several young students workinkg at a desk wth multiple computers.: 0.9852817058563232
several young students working at a desk with multiple computers.: 1.0000001192092896,several young studnts working at a desk wit multiple computers.: 0.9852316379547119
several young students Jworking at a desk with multiple computers.: 0.9982072710990906,several young students owrking at a desk wit multiple computers.: 0.9852243661880493
several young students jworking at a desk with multiple computers.: 0.9982072710990906,several young studentls workinE at a desk with multiple computers.: 0.9851589202880859
several young students Wworking at a desk with multiple computers.: 0.9981639981269836,several young students working at a desk wit multiiple computers.: 0.9851439595222473
several young students wWorking at a desk with multiple computers.: 0.9981639981269836,several young students working at a desk with multliple computer.: 0.9849122762680054
several young students wworking at a desk with multiple computers.: 0.9981639981269836,several young xstudents working at a desk wth multiple computers.: 0.9848588109016418
several young students Cworking at a desk with multiple computers.: 0.9980974793434143,several oung students owrking at a desk with multiple computers.: 0.9847666621208191
several young students cworking at a desk with multiple computers.: 0.9980974793434143,several young students gworking at a desk with Kmultiple computers.: 0.9845973253250122
several young students Kworking at a desk with multiple computers.: 0.9979272484779358,several young nstudents working at a desk wth multiple computers.: 0.9845069050788879
several young students kworking at a desk with multiple computers.: 0.9979272484779358,several young studenbs working at a desk with Mmultiple computers.: 0.9844803810119629
several young students Hworking at a desk with multiple computers.: 0.9979133009910583,several young students workiMg at a desk with multiple cComputers.: 0.9844094514846802
several young students hworking at a desk with multiple computers.: 0.9979133009910583,several young studenfs working at a desk with multiaple computers.: 0.9843804240226746
several young students Uworking at a desk with multiple computers.: 0.9975354075431824,several young students working at a Desk wuth multiple computers.: 0.9843108654022217
several young students uworking at a desk with multiple computers.: 0.9975354075431824,several oung students working at a desk with muliple computers.: 0.9842370748519897
several young students Nworking at a desk with multiple computers.: 0.9974820613861084,several youNng studenLts working at a desk with multiple computers.: 0.984211802482605
several young students nworking at a desk with multiple computers.: 0.9974820613861084,several young student workig at a desk with multiple computers.: 0.9841992259025574
several young students Lworking at a desk with multiple computers.: 0.9974161982536316,several young students wworking at a desk with multiple compuvers.: 0.9841814041137695
several young students lworking at a desk with multiple computers.: 0.9974161982536316,several young students working at a desk wit mEultiple computers.: 0.9841613173484802
several young students Yworking at a desk with multiple computers.: 0.9972196817398071,several young studenst working at a desk with multple computers.: 0.9841455221176147
several young students yworking at a desk with multiple computers.: 0.9972196817398071,several young students workinvg at a desk with multiple compurers.: 0.9841169118881226
several young students Rworking at a desk with multiple computers.: 0.9970093369483948,several young studentn working at a desk with multiSle computers.: 0.9840438365936279
several young students rworking at a desk with multiple computers.: 0.9970093369483948,several young studenhs working a a desk with multiple computers.: 0.9840412139892578
several young students Xworking at a desk with multiple computers.: 0.9969063997268677,several young students workinGg at a desk with nultiple computers.: 0.9839873909950256
several young students xworking at a desk with multiple computers.: 0.9969063997268677,several young Qstudents worknig at a desk with multiple computers.: 0.983930766582489
several young students Vworking at a desk with multiple computers.: 0.9969043731689453,several young students workinh at a desk with ultiple computers.: 0.9838153123855591
several young students vworking at a desk with multiple computers.: 0.9969043731689453,several young students working at a desk wit multipFe computers.: 0.9837836027145386
several young students Aworking at a desk with multiple computers.: 0.9968769550323486,several oung students working at a desk with multiole computers.: 0.9837349057197571
several young students aworking at a desk with multiple computers.: 0.9968769550323486,several younh students working at a desk with multYiple computers.: 0.983714759349823
several young students Sworking at a desk with multiple computers.: 0.9967968463897705,several young students workinL at a desk with mutliple computers.: 0.9836705923080444
several young students sworking at a desk with multiple computers.: 0.9967968463897705,several young studentL workinog at a desk with multiple computers.: 0.9836437106132507
several young students working at a desk with multiple compuBters.: 0.9967538714408875,several young students workinLg at a desk with mulTtiple computers.: 0.9836305379867554
several young students working at a desk with multiple compubters.: 0.9967538714408875,several young students hworking at a desk with multipfe computers.: 0.9835734963417053
several young students Oworking at a desk with multiple computers.: 0.9966214299201965,several young students workinb at a desk with mulRiple computers.: 0.9835368394851685
several young students oworking at a desk with multiple computers.: 0.9966214299201965,several young studentw working at a desk with multiple compuzters.: 0.9835326075553894
several young students workinGg at a desk with multiple computers.: 0.9965248703956604,several young students working a a desk with muliple computers.: 0.983468770980835
several young students workingg at a desk with multiple computers.: 0.9965248703956604,several young students worknig at a desk with multple computers.: 0.9834381937980652
several young students Fworking at a desk with multiple computers.: 0.9963285326957703,several oung students working at a desk with multiple fcomputers.: 0.9833709597587585
several young students fworking at a desk with multiple computers.: 0.9963285326957703,several young students working at a desk wit multiple computerks.: 0.9833204746246338
several young students Gworking at a desk with multiple computers.: 0.9962880611419678,several young student working at a desk with multiple computer.: 0.9833176136016846
several young students gworking at a desk with multiple computers.: 0.9962880611419678,several oung students working a a desk with multiple computers.: 0.9832310080528259
several young students Tworking at a desk with multiple computers.: 0.9962853193283081,several young students working at a desk wth muultiple computers.: 0.9831925630569458
several young students tworking at a desk with multiple computers.: 0.9962853193283081,several oung students woking at a desk with multiple computers.: 0.9831809401512146
