Column 1,Column 2
4170,7110
A Dog sitting on a bed with furniture in the background.: 1.0000001192092896,A dog sitting in a bEd with furniture in the background.: 0.9914070963859558
A dOg sitting on a bed with furniture in the background.: 1.0000001192092896,A dog sittinG on a bed with furniture in Othe background.: 0.9884414672851562
A doG sitting on a bed with furniture in the background.: 1.0000001192092896,A dog sitting on a Bed with furniture in te background.: 0.9878811836242676
A dog Sitting on a bed with furniture in the background.: 1.0000001192092896,A dog sitting on a bed with furniture in te backgrOund.: 0.9878811836242676
A dog sItting on a bed with furniture in the background.: 1.0000001192092896,A dog sitting on a bed wth furniturE in the background.: 0.9878683686256409
A dog siTting on a bed with furniture in the background.: 1.0000001192092896,A dog sittiNg on a bed with furniture on the background.: 0.9831215739250183
A dog sitTing on a bed with furniture in the background.: 1.0000001192092896,A dog sitting in a bed with furniture in th background.: 0.9792932271957397
A dog sittIng on a bed with furniture in the background.: 1.0000001192092896,A dog sitting in a bed with furniture in te background.: 0.9792380928993225
A dog sittiNg on a bed with furniture in the background.: 1.0000001192092896,A dog sitting in a bed wth furniture in the background.: 0.9787082672119141
A dog sittinG on a bed with furniture in the background.: 1.0000001192092896,A dog sitting in a bed with furniture in vthe background.: 0.9786112904548645
A dog sitting On a bed with furniture in the background.: 1.0000001192092896,A dog sitting on a bed with furniture in yhe backgroUnd.: 0.9783689379692078
A dog sitting oN a bed with furniture in the background.: 1.0000001192092896,A dog sitting on a bed witH furniture i the background.: 0.9781238436698914
A dog sitting on a Bed with furniture in the background.: 1.0000001192092896,A dog sitting on a bed wth furniture in he background.: 0.9775306582450867
A dog sitting on a bEd with furniture in the background.: 1.0000001192092896,A dog sitting On a bed with furniture in teh background.: 0.9766514897346497
A dog sitting on a beD with furniture in the background.: 1.0000001192092896,A dog sitting on a bed with furniture iN teh background.: 0.9766514897346497
A dog sitting on a bed With furniture in the background.: 1.0000001192092896,A doG sitting on a bed with furniture in the backround.: 0.9760366678237915
A dog sitting on a bed wIth furniture in the background.: 1.0000001192092896,A dog sitting on a bed with furnitube in vthe background.: 0.9749913215637207
A dog sitting on a bed wiTh furniture in the background.: 1.0000001192092896,A dog sitting on a bed witH frniture in the background.: 0.974111795425415
A dog sitting on a bed witH furniture in the background.: 1.0000001192092896,A doG sitting on a bed wit furniture in the background.: 0.9738324284553528
A dog sitting on a bed with Furniture in the background.: 1.0000001192092896,A dog sotting on a bed wIth furniture in the background.: 0.9733721613883972
A dog sitting on a bed with fUrniture in the background.: 1.0000001192092896,A dog sititng on a bed with furniture in the backgrOund.: 0.9731939435005188
A dog sitting on a bed with fuRniture in the background.: 1.0000001192092896,A dog sitdting on a Bed with furniture in the background.: 0.9731858372688293
