Column 1,Column 2
4943,8342
A Blue and white train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train in tracks witH blue sky in background.: 0.9937505125999451
A bLue and white train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on tracks with blue Gsky in backgrouNd.: 0.9901271462440491
A blUe and white train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on Ctracks with blue sky on background.: 0.984412431716919
A bluE and white train on tracks with blue sky in background.: 1.0000001192092896,A blue and whitee train on tracks wth blue sky in background.: 0.9810731410980225
A blue And white train on tracks with blue sky in background.: 1.0000001192092896,A blue and Awhite train on tracks with blue sky on background.: 0.9804352521896362
A blue aNd white train on tracks with blue sky in background.: 1.0000001192092896,A blue Iand white train on tracks with blue sky In background.: 0.9800934195518494
A blue anD white train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train oV tracks with blue sky in ibackground.: 0.9799779057502747
A blue and White train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on ktracks with blue sky in backgroud.: 0.9797846674919128
A blue and wHite train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on track with blue sky on background.: 0.9796354174613953
A blue and whIte train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on Btracks with bluCe sky in background.: 0.9793562889099121
A blue and whiTe train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train o tracks with blue skY in background.: 0.9792877435684204
A blue and whitE train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on tracks witH blug sky in background.: 0.9792822599411011
A blue and white Train on tracks with blue sky in background.: 1.0000001192092896,A blue and white train On tracks with bluae sky in background.: 0.978262722492218
A blue and white tRain on tracks with blue sky in background.: 1.0000001192092896,A blue and whitw train in tracks with blue sky in background.: 0.9779675006866455
A blue and white trAin on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on Gtracks with blue sky ni background.: 0.9775025248527527
A blue and white traIn on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on gtracks with blue sky ni background.: 0.9775025248527527
A blue and white traiN on tracks with blue sky in background.: 1.0000001192092896,A blue and white train on trackP with blue sky on background.: 0.9764360189437866
A blue and white train On tracks with blue sky in background.: 1.0000001192092896,A blue and white train on tracks with blue sky on backhround.: 0.9761607646942139
A blue and white train oN tracks with blue sky in background.: 1.0000001192092896,A blue and white train o rtracks with blue sky in background.: 0.9758972525596619
A blue and white train on Tracks with blue sky in background.: 1.0000001192092896,A blue and whit train on tracks with blue sky on background.: 0.9758177399635315
A blue and white train on tRacks with blue sky in background.: 1.0000001192092896,A Blue and white train on tracks with bleu sky in background.: 0.9754672050476074
A blue and white train on trAcks with blue sky in background.: 1.0000001192092896,A blue and white train on tracks with bleu sky In background.: 0.9754672050476074
A blue and white train on traCks with blue sky in background.: 1.0000001192092896,A blue and zwhite train on tracks with blue sky in gbackground.: 0.9752840995788574
A blue and white train on tracKs with blue sky in background.: 1.0000001192092896,A blue and whIte train on tracks with blue sky ni background.: 0.975152313709259
A blue and white train on trackS with blue sky in background.: 1.0000001192092896,A blue and white train on tracks with blUe sky ni background.: 0.975152313709259
A blue and white train on tracks With blue sky in background.: 1.0000001192092896,A blue and whit train in tracks with blue sky in background.: 0.9750128388404846
A blue and white train on tracks wIth blue sky in background.: 1.0000001192092896,A blue and white train on tracks with blue sky on ackground.: 0.9748969078063965
A blue and white train on tracks wiTh blue sky in background.: 1.0000001192092896,A blu and white train on tracks with blue sky in gbackground.: 0.9737019538879395
A blue and white train on tracks witH blue sky in background.: 1.0000001192092896,A blue and white train o rtacks with blue sky in background.: 0.9735934734344482
A blue and white train on tracks with Blue sky in background.: 1.0000001192092896,A blue adn white train on tracks with bluE sky in background.: 0.9735874533653259
A blue and white train on tracks with bLue sky in background.: 1.0000001192092896,A blue and white train pon tracKs with blue sky in background.: 0.9731530547142029
A blue and white train on tracks with blUe sky in background.: 1.0000001192092896,A blue and white train pon tracks witH blue sky in background.: 0.9731530547142029
A blue and white train on tracks with bluE sky in background.: 1.0000001192092896,A blue and white train von tracks with blue sky In background.: 0.9731294512748718
A blue and white train on tracks with blue Sky in background.: 1.0000001192092896,A blue nd white train on tracks with blue sky on background.: 0.9728811383247375
A blue and white train on tracks with blue sKy in background.: 1.0000001192092896,A blue and white train on track wth blue sky in background.: 0.972776472568512
A blue and white train on tracks with blue skY in background.: 1.0000001192092896,A blue and whte train on tracks with blue sky In background.: 0.972772479057312
A blue and white train on tracks with blue sky In background.: 1.0000001192092896,A blue aand white train o tracks with blue sky in background.: 0.9725540280342102
A blue and white train on tracks with blue sky iN background.: 1.0000001192092896,A bleu and white train on tracks with blue sky on background.: 0.9724940657615662
A blue and white train on tracks with blue sky in Background.: 1.0000001192092896,A blue adn white train on tracks with blue sky on background.: 0.971976101398468
A blue and white train on tracks with blue sky in bAckground.: 1.0000001192092896,A blue and white train on traicks with blue sky iN background.: 0.9716588258743286
A blue and white train on tracks with blue sky in baCkground.: 1.0000001192092896,A blue and white train on trackvs with blue sky on background.: 0.9713413715362549
A blue and white train on tracks with blue sky in bacKground.: 1.0000001192092896,A blue aNd white train on trcks with blue sky in background.: 0.9711671471595764
A blue and white train on tracks with blue sky in backGround.: 1.0000001192092896,A blue and whte train on tracks with blue sky on background.: 0.970969021320343
A blue and white train on tracks with blue sky in backgRound.: 1.0000001192092896,A blue and white train o trcaks with blue sky in background.: 0.9700986742973328
A blue and white train on tracks with blue sky in backgrOund.: 1.0000001192092896,A blue and white train on Xtracks with blue sky in Kbackground.: 0.9699443578720093
A blue and white train on tracks with blue sky in backgroUnd.: 1.0000001192092896,A blue and wite train on tracks with blue sky On background.: 0.9698973298072815
A blue and white train on tracks with blue sky in backgrouNd.: 1.0000001192092896,A blue and wite train on tracks with blue sky on background.: 0.9698973298072815
A blue and white train on tracks with blue sky in backgrounD.: 1.0000001192092896,A blue and hwite train on tracks with blue Sky in background.: 0.9697710275650024
A blue and white train on tracks with blue sky in background.: 1.0000001192092896,A blue and hwite train on tracks with blue sky In background.: 0.9697710275650024
A blue and white train on tracks with blue sky in Tbackground.: 0.9957138895988464,A blue and white train on tracks wth Oblue sky in background.: 0.9697139263153076
A blue and white train on tracks with blue sky in tbackground.: 0.9957138895988464,A blue and Swhite train on tracks with bleu sky in background.: 0.969704270362854
A blue and white train on tracks with blue sky On background.: 0.9953505396842957,A blue and white train on trackI wth blue sky in background.: 0.9696954488754272
A blue and white train on tracks with blue sky on background.: 0.9953505396842957,A blue and whit train on tracks wit blue sky in background.: 0.9696400761604309
A blue and white train on tracks with blue sky in Ubackground.: 0.9947180151939392,A bluPe and white train o tracks with blue sky in background.: 0.9696235656738281
A blue and white train on tracks with blue sky in ubackground.: 0.9947180151939392,A blue and white train yn tracks with bluhe sky in background.: 0.9694986343383789
A blue and white train on tracks with blue sky in Ebackground.: 0.9944630861282349,A bluL aNd white train on tracks with blue sky in background.: 0.9693948030471802
A blue and white train on tracks with blue sky in ebackground.: 0.9944630861282349,A blue and ywhite train on tracks wth blue sky in background.: 0.9692707657814026
A blue and white train on tracks with bluEe sky in background.: 0.9942266941070557,A blue and white train on Ntracks with blue sky kn background.: 0.9683516025543213
A blue and white train on tracks with bluee sky in background.: 0.9942266941070557,A bLue and white train n tracks with blue sky in background.: 0.9682914614677429
A blue and white train In tracks with blue sky in background.: 0.9937505125999451,A blue and white train on Htracks with blue sky in bakcground.: 0.9682630300521851
A blue and white train in tracks with blue sky in background.: 0.9937505125999451,A blu and white train on tracks with bluGe sky in background.: 0.9682251811027527
A blue and white train on tracks with Nblue sky in background.: 0.9932776689529419,A blue and white train on traks with bLue sky in background.: 0.9678710103034973
A blue and white train on tracks with nblue sky in background.: 0.9932776689529419,A blue ad whIte train on tracks with blue sky in background.: 0.9678076505661011
A blue and white train on tracks with blue sky in Ybackground.: 0.9932283163070679,A bluE and white train on trcaks with blue sky in background.: 0.9677301645278931
