Column 1,Column 2
4410,6858
A Pink rose in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting oN the edgE of a railing.: 1.0
A pInk rose in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in The edge of a railing.: 0.9971325397491455
A piNk rose in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase siTting on Hthe edge of a railing.: 0.9958353042602539
A pinK rose in a white vase sitting on the edge of a railing.: 1.0,A pink rOse in a white vase sitting on the dege of a railing.: 0.9918092489242554
A pink Rose in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting On the dege of a railing.: 0.9918092489242554
A pink rOse in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting on tbe edge on a railing.: 0.9912514686584473
A pink roSe in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in thVe edge of a railing.: 0.9906920790672302
A pink rosE in a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase siting in the edge of a railing.: 0.9906390309333801
A pink rose In a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in yhe edge of a railing.: 0.9901578426361084
A pink rose iN a white vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in the edHge of a railing.: 0.98900306224823
A pink rose in a White vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in qhe edge of a railing.: 0.9889329671859741
A pink rose in a wHite vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting on the egde oF a railing.: 0.9889023303985596
A pink rose in a whIte vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting on Wthe edrge of a railing.: 0.9883787631988525
A pink rose in a whiTe vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase siting on Athe edge of a railing.: 0.988206148147583
A pink rose in a whitE vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting on te eege of a railing.: 0.9881874322891235
A pink rose in a white Vase sitting on the edge of a railing.: 1.0,A pink rose in a white vase sitting in ghe edge of a railing.: 0.9881318211555481
A pink rose in a white vAse sitting on the edge of a railing.: 1.0,A pink rose in a whIte vase sitting on the edeg of a railing.: 0.988005518913269
