Column 1,Column 2
4549,7653
A Couple is sitting on a bench in the rain with an umbrella.: 1.0,A couple iS sitting on a bench in the rain with a umbrella.: 0.9997451305389404
A cOuple is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting oN a bench in he rain with an umbrella.: 0.9934636950492859
A coUple is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in he rain with aN umbrella.: 0.9934636950492859
A couPle is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sittig on a bench in the rain with a umbrella.: 0.9918041229248047
A coupLe is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench In the rain with an umbrelal.: 0.9917028546333313
A couplE is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting in a bench in tEhe rain with an umbrella.: 0.990343451499939
A couple Is sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in yhe rain with a umbrella.: 0.9897359609603882
A couple iS sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in the rain width a umbrella.: 0.9895793199539185
A couple is Sitting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a kbench in the rain with a umbrella.: 0.9887844324111938
A couple is sItting on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in the rain with a umbrelHa.: 0.9885590672492981
A couple is siTting on a bench in the rain with an umbrella.: 1.0,A couple is lsitting on a bench in he rain with an umbrella.: 0.9877310395240784
A couple is sitTing on a bench in the rain with an umbrella.: 1.0,A couple is Rsitting on a bench in ythe rain with an umbrella.: 0.9868500232696533
A couple is sittIng on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in thHe rain with a umbrella.: 0.986323356628418
A couple is sittiNg on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in thze rain with a umbrella.: 0.9860682487487793
A couple is sittinG on a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in te rain with a umbrella.: 0.9858338236808777
A couple is sitting On a bench in the rain with an umbrella.: 1.0,A couple is sitting on a Hbench in the rain with a umbrella.: 0.9856997132301331
A couple is sitting oN a bench in the rain with an umbrella.: 1.0,A couple is sitting on a bench in he rain with man umbrella.: 0.9856604933738708
A couple is sitting on a Bench in the rain with an umbrella.: 1.0,A couple is vsitting on a bench in the rain with Tan umbrella.: 0.9850963950157166
