Column 1,Column 2
5602,9348
Several young students working at a desk with multiple computers.: 0.9999999403953552,several young students working at a desk wit multipLe computers.: 0.9961170554161072
sEveral young students working at a desk with multiple computers.: 0.9999999403953552,several young students bworking at a desk With multiple computers.: 0.9958010911941528
seVeral young students working at a desk with multiple computers.: 0.9999999403953552,several yOung students working at a desk wth multiple computers.: 0.9957497119903564
sevEral young students working at a desk with multiple computers.: 0.9999999403953552,several young students working At a desk wth multiple computers.: 0.9957497119903564
seveRal young students working at a desk with multiple computers.: 0.9999999403953552,several young students workYing at a desk wIth multiple computers.: 0.9946770071983337
severAl young students working at a desk with multiple computers.: 0.9999999403953552,several young students working a a desk with muLtiple computers.: 0.9944263100624084
severaL young students working at a desk with multiple computers.: 0.9999999403953552,several young students workinC aT a desk with multiple computers.: 0.9941179752349854
several Young students working at a desk with multiple computers.: 0.9999999403953552,several young students working at a desK with multiple computer.: 0.9927896857261658
several yOung students working at a desk with multiple computers.: 0.9999999403953552,several young studentMs working at a desk wit multiple computers.: 0.9904990792274475
several yoUng students working at a desk with multiple computers.: 0.9999999403953552,several young studenSts working at a desk with multiPle computers.: 0.9904060959815979
several youNg students working at a desk with multiple computers.: 0.9999999403953552,several young students working t a desk with multiple comPuters.: 0.990151047706604
several younG students working at a desk with multiple computers.: 0.9999999403953552,several young studentAs working at a desk wit multiple computers.: 0.9898536205291748
several young Students working at a desk with multiple computers.: 0.9999999403953552,several young studentw working at a desk wit multiple computers.: 0.9897354245185852
several young sTudents working at a desk with multiple computers.: 0.9999999403953552,several young student owrking at a desk with multiple computers.: 0.9896342754364014
several young stUdents working at a desk with multiple computers.: 0.9999999403953552,several young students workinx at a desk wit multiple computers.: 0.9890184998512268
several young stuDents working at a desk with multiple computers.: 0.9999999403953552,several young students working at a desk with multiplSe Computers.: 0.9886118173599243
several young studEnts working at a desk with multiple computers.: 0.9999999403953552,several younW studenms working at a desk with multiple computers.: 0.9884658455848694
several young studeNts working at a desk with multiple computers.: 0.9999999403953552,several young students bworking at a desk with multple computers.: 0.9882239103317261
several young studenTs working at a desk with multiple computers.: 0.9999999403953552,several younTg students workinj at a desk with multiple computers.: 0.9881995320320129
several young studentS working at a desk with multiple computers.: 0.9999999403953552,several young students workinig at a desk wit multiple computers.: 0.9879778623580933
several young students Working at a desk with multiple computers.: 0.9999999403953552,several oung students working at a desk with multeiple computers.: 0.9877280592918396
several young students wOrking at a desk with multiple computers.: 0.9999999403953552,several youNng ustudents working at a desk with multiple computers.: 0.9876264333724976
several young students woRking at a desk with multiple computers.: 0.9999999403953552,several young studenst working at a desk with Ymultiple computers.: 0.98758864402771
several young students worKing at a desk with multiple computers.: 0.9999999403953552,several young students working at a dEsk with multiplve computers.: 0.9875729084014893
several young students workIng at a desk with multiple computers.: 0.9999999403953552,several young studenst workinB at a desk with multiple computers.: 0.9872060418128967
several young students workiNg at a desk with multiple computers.: 0.9999999403953552,several younkg students workIng at a desk with multiple computers.: 0.9870487451553345
several young students workinG at a desk with multiple computers.: 0.9999999403953552,several young studenhs working at a desk wth multiple computers.: 0.9869147539138794
several young students working At a desk with multiple computers.: 0.9999999403953552,several young student working a a desk with multiple computers.: 0.9867163896560669
several young students working aT a desk with multiple computers.: 0.9999999403953552,several young students workinJg at a desk wth multiple computers.: 0.9866859912872314
several young students working at a Desk with multiple computers.: 0.9999999403953552,several oung students workong at a desk with multiple computers.: 0.9866306781768799
several young students working at a dEsk with multiple computers.: 0.9999999403953552,several young students woruing at a deSk with multiple computers.: 0.9864528179168701
several young students working at a deSk with multiple computers.: 0.9999999403953552,several young studnts working at a desk wth multiple computers.: 0.986449122428894
several young students working at a desK with multiple computers.: 0.9999999403953552,several young student woring at a desk with multiple computers.: 0.9862483739852905
several young students working at a desk With multiple computers.: 0.9999999403953552,several young students working at a desk wit multiile computers.: 0.986238956451416
several young students working at a desk wIth multiple computers.: 0.9999999403953552,several young students workint at a desk with multiple computer.: 0.9860798716545105
several young students working at a desk wiTh multiple computers.: 0.9999999403953552,sEveral yung students working at a desk with multiple computers.: 0.9860437512397766
several young students working at a desk witH multiple computers.: 0.9999999403953552,several yung students working At a desk with multiple computers.: 0.9860437512397766
several young students working at a desk with Multiple computers.: 0.9999999403953552,several oung students working at a desk wth multiple computers.: 0.9860344529151917
several young students working at a desk with mUltiple computers.: 0.9999999403953552,several young Kstudents workinSg at a desk with multiple computers.: 0.9859411120414734
several young students working at a desk with muLtiple computers.: 0.9999999403953552,several young students working a a desk with multiple computer.: 0.9859170317649841
several young students working at a desk with mulTiple computers.: 0.9999999403953552,several yOung students working at a desk fwith multiple computers.: 0.9858983159065247
several young students working at a desk with multIple computers.: 0.9999999403953552,several young students workving at a desk wit multiple computers.: 0.9858683347702026
several young students working at a desk with multiPle computers.: 0.9999999403953552,several younh students owrking at a desk with multiple computers.: 0.985847532749176
several young students working at a desk with multipLe computers.: 0.9999999403953552,several young students working at a desk wit Dultiple computers.: 0.9858314394950867
several young students working at a desk with multiplE computers.: 0.9999999403953552,several younr students working at a desk with multiple compubters.: 0.9857815504074097
several young students working at a desk with multiple Computers.: 0.9999999403953552,several young sStudents working at a desk with multiple computer.: 0.9857598543167114
several young students working at a desk with multiple cOmputers.: 0.9999999403953552,several young students worknig at a desk with multiple Lcomputers.: 0.985725998878479
