Column 1,Column 2
5579,9433
TRaffic signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower As in the bacKground.: 0.9973959922790527
TrAffic signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower is iN th background.: 0.9947376847267151
TraFfic signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals dirEct traffic while a tower is On the background.: 0.993664562702179
TrafFic signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals Direct traffic while a tower is in tte background.: 0.9933672547340393
TraffIc signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower iN n the background.: 0.9929524660110474
TraffiC signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower iS in he background.: 0.9910960793495178
Traffic Signals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in th background.: 0.9909865260124207
Traffic sIgnals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic whilE a tower iH in the background.: 0.9907716512680054
Traffic siGnals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in tehe background.: 0.9903958439826965
Traffic sigNals direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in Xthe background.: 0.990014374256134
Traffic signAls direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in pthe background.: 0.9900078177452087
Traffic signaLs direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals adirect traffic while a tower is in vthe background.: 0.9897791147232056
Traffic signalS direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in whe background.: 0.9897065758705139
Traffic signals Direct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower Vis in he background.: 0.9896042943000793
Traffic signals dIrect traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower s in he background.: 0.9892413020133972
Traffic signals diRect traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct trafFic while a tower is in thEe background.: 0.9890329837799072
Traffic signals dirEct traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic whilE a tower is in ghe background.: 0.9889718890190125
Traffic signals direCt traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower si On the background.: 0.9888957738876343
Traffic signals direcT traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower si on the background.: 0.9888957738876343
Traffic signals direct Traffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower s iin the background.: 0.988867998123169
Traffic signals direct tRaffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct ytraffic while a tower is in the backgroUnd.: 0.9887701272964478
Traffic signals direct trAffic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic whilE a tower iw in the background.: 0.9884963631629944
Traffic signals direct traFfic while a tower is in the background.: 1.0000001192092896,Traffic signals direc trafic while a tower is in the background.: 0.9884006977081299
Traffic signals direct trafFic while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower iz on the background.: 0.9883905649185181
Traffic signals direct traffIc while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i en the background.: 0.9877649545669556
Traffic signals direct traffiC while a tower is in the background.: 1.0000001192092896,Traffic signals direct traffic while a tower i in he background.: 0.9877509474754333
