Column 1,Column 2
5628,8683
TWo very metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well a wthe mirrors above them.: 0.9917848706245422
TwO very metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as weLl as thZe mirrors above them.: 0.9913551211357117
Two Very metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well as Dthe mirror above them.: 0.9902519583702087
Two vEry metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are vshown as well as the mirrors above vthem.: 0.9901893734931946
Two veRy metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well as thE mirrorhs above them.: 0.9900191426277161
Two verY metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two vely metallic sinks are shown as well as wthe mirrors above them.: 0.9888685345649719
Two very Metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two veLy metallic sinks are shown as well as othe mirrors above them.: 0.9885057210922241
Two very mEtallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks Are shown as well as th mirrors above them.: 0.9882891178131104
Two very meTallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well a the mirrors above thlem.: 0.9875787496566772
Two very metAllic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as wel as tHe mirrors above them.: 0.9875286221504211
Two very metaLlic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a well as the mirrors above thm.: 0.9874255061149597
Two very metalLic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic Sinks are shown s well as the mirrors above them.: 0.9874107837677002
Two very metallIc sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a wnll as the mirrors above them.: 0.9870069026947021
Two very metalliC sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as wel a the mirrors above them.: 0.9869014024734497
Two very metallic Sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a well as the mirrors above Sthem.: 0.986849844455719
Two very metallic sInks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a well as the mirrors above Athem.: 0.9862831830978394
Two very metallic siNks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as wel as Pthe mirrors above them.: 0.9861000776290894
Two very metallic sinKs are shown as well as the mirrors above them.: 1.0000001192092896,TwO very metallic sinks are shown as well s the mirrors above them.: 0.985823392868042
Two very metallic sinkS are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are sHown as well s the mirrors above them.: 0.985823392868042
Two very metallic sinks Are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown As well s the mirrors above them.: 0.985823392868042
Two very metallic sinks aRe shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a wel as the mirrors above them.: 0.9857493042945862
Two very metallic sinks arE shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as wel as Ethe mirrors above them.: 0.9855285882949829
Two very metallic sinks are Shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well as te mirror above them.: 0.9853858351707458
Two very metallic sinks are sHown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well as th mirror above them.: 0.9853829145431519
Two very metallic sinks are shOwn as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown an wll as the mirrors above them.: 0.9852556586265564
Two very metallic sinks are shoWn as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well qs the mirrors above tThem.: 0.9845982193946838
Two very metallic sinks are showN as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are Mshown as well as the mirrors above thm.: 0.9844938516616821
Two very metallic sinks are shown As well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as ywell a the mirrors above them.: 0.9841572046279907
Two very metallic sinks are shown aS well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are lshown sa well as the mirrors above them.: 0.9841570258140564
Two very metallic sinks are shown as Well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are Zshown as well as the mirrors above thm.: 0.9841503500938416
Two very metallic sinks are shown as wEll as the mirrors above them.: 1.0000001192092896,Two vary metallic sinks are shown as well a the mirrors above them.: 0.9840803146362305
Two very metallic sinks are shown as weLl as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown As well as hte mirrors above them.: 0.9840784668922424
Two very metallic sinks are shown as welL as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well aS hte mirrors above them.: 0.9840784668922424
Two very metallic sinks are shown as well As the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a well s the mirrors above them.: 0.9840518236160278
Two very metallic sinks are shown as well aS the mirrors above them.: 1.0000001192092896,Two veRy metallic sinks are shown ac well as the mirrors above them.: 0.9838051795959473
Two very metallic sinks are shown as well as The mirrors above them.: 1.0000001192092896,Two verY metallic sinks are shown as well as the mirrors above tmhem.: 0.9837799072265625
Two very metallic sinks are shown as well as tHe mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown Js Well as the mirrors above them.: 0.9836362600326538
Two very metallic sinks are shown as well as thE mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown sa well As the mirrors above them.: 0.9832578897476196
Two very metallic sinks are shown as well as the Mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown as well a thA mirrors above them.: 0.9831885695457458
Two very metallic sinks are shown as well as the mIrrors above them.: 1.0000001192092896,Two very metallic sinks are shown as welkl as the mirrors above Fthem.: 0.9831815361976624
Two very metallic sinks are shown as well as the miRrors above them.: 1.0000001192092896,Two very metallic sinks are shown ss wEll as the mirrors above them.: 0.9830056428909302
Two very metallic sinks are shown as well as the mirRors above them.: 1.0000001192092896,Two very metallic sinks are shown as well a the mirrors above thTem.: 0.9829074740409851
Two very metallic sinks are shown as well as the mirrOrs above them.: 1.0000001192092896,Two very metallic sinks are shown as well a the mirrors above Wthem.: 0.9828572869300842
Two very metallic sinks are shown as well as the mirroRs above them.: 1.0000001192092896,Two tvery metallic sinks are shown as well qs the mirrors above them.: 0.9828342199325562
Two very metallic sinks are shown as well as the mirrorS above them.: 1.0000001192092896,Two very metallic sinks are eshown as well as thZe mirrors above them.: 0.9827484488487244
Two very metallic sinks are shown as well as the mirrors Above them.: 1.0000001192092896,Two very metallic sinks are shown ae well as the mirrors Above them.: 0.9827008247375488
Two very metallic sinks are shown as well as the mirrors aBove them.: 1.0000001192092896,Two very metallic sink are shown as well a the mirrors above them.: 0.9826071858406067
Two very metallic sinks are shown as well as the mirrors abOve them.: 1.0000001192092896,Two very metallic sinks are kshown as well as te mirrors above them.: 0.9825943112373352
Two very metallic sinks are shown as well as the mirrors aboVe them.: 1.0000001192092896,Two very metallic sinks are shown as wel as the mirrors above ohem.: 0.982498288154602
Two very metallic sinks are shown as well as the mirrors abovE them.: 1.0000001192092896,Two very metallic sinks are shown as wel as ithe mirrors above them.: 0.9824637770652771
Two very metallic sinks are shown as well as the mirrors above Them.: 1.0000001192092896,Two very metallic sinks are shown as well as the mirrors aBove thel.: 0.9824532866477966
Two very metallic sinks are shown as well as the mirrors above tHem.: 1.0000001192092896,Two very metallic sinks are shown as well s teh mirrors above them.: 0.9822856783866882
Two very metallic sinks are shown as well as the mirrors above thEm.: 1.0000001192092896,Two very metallic sinks are shown as whll as the mirrors above theem.: 0.9821169972419739
Two very metallic sinks are shown as well as the mirrors above theM.: 1.0000001192092896,Two vry metallic sinks are shown as well as Fthe mirrors above them.: 0.9820877313613892
Two very metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a wrell as the mirrors above them.: 0.9819988012313843
two very metallic sinks are shown as well as the mirrors above them.: 1.0000001192092896,Two very metallic sinks are shown a well as the mirrors above the.: 0.9819833040237427
Two very metallic sinks are Ashown as well as the mirrors above them.: 0.9981074929237366,Two very metallic sinks are shown as wel Pas the mirrors above them.: 0.9818958044052124
Two very metallic sinks are ashown as well as the mirrors above them.: 0.9981074929237366,Two very metallic sinks are shown a well as te mirrors above them.: 0.9818313717842102
Two very metallic sinks are shown as well as Sthe mirrors above them.: 0.9977320432662964,Two very metallic sinks are shown as well fs teh mirrors above them.: 0.9817476868629456
Two very metallic sinks are shown as well as sthe mirrors above them.: 0.9977320432662964,Two very metallic sinks are shown as wel aR the mirrors above them.: 0.9817448258399963
Two very metallic sinks are Sshown as well as the mirrors above them.: 0.9976422786712646,Two very metallic sinks are Cshown as well as thr mirrors above them.: 0.9816985726356506
Two very metallic sinks are sShown as well as the mirrors above them.: 0.9976422786712646,Two very metallic sinks are shown as wll as Pthe mirrors above them.: 0.9816882014274597
Two very metallic sinks are sshown as well as the mirrors above them.: 0.9976422786712646,Two very metallic sinks are yshown as well a the mirrors above them.: 0.9816017150878906
Two very metallic sinks are shown as well as the mirrors above Ithem.: 0.9973865747451782,Two very metallic sinks are shown as well as thJe mirror above them.: 0.9815122485160828
Two very metallic sinks are shown as well as the mirrors above ithem.: 0.9973865747451782,Two very metallic sinks aRe shown as werl as the mirrors above them.: 0.9813976883888245
Two very metallic sinks are shown as well as the mirrors above theY.: 0.9973085522651672,Two very metallic sinks are shown au well as bthe mirrors above them.: 0.9813586473464966
Two very metallic sinks are shown as well as the mirrors above they.: 0.9973085522651672,Two very metallic sinks are shown axs well aS the mirrors above them.: 0.98134446144104
Two very metallic sinks are Pshown as well as the mirrors above them.: 0.9972414970397949,Two very metallic sinks are shown sa well as the mirror above them.: 0.981177568435669
Two very metallic sinks are pshown as well as the mirrors above them.: 0.9972414970397949,Two very metallic sinks are shown as well a the mirrorb above them.: 0.9811766147613525
