Column 1,Column 2
5711,9941
AN empty city street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops on either Side.: 0.9998571872711182
An Empty city street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops in either side.: 0.9995598196983337
An eMpty city street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops on either wide.: 0.9977148771286011
An emPty city street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops An either side.: 0.997714638710022
An empTy city street surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by store and shops on either wide.: 0.9971445798873901
An emptY city street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and Fshops on either side.: 0.9969744682312012
An empty City street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shop on either side.: 0.9968171715736389
An empty cIty street surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by store and shops oWn either side.: 0.9955053925514221
An empty ciTy street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores an shops on either side.: 0.9947856068611145
An empty citY street surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shosp on either side.: 0.9946350455284119
An empty city Street surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stores and shop on either wide.: 0.9946269989013672
An empty city sTreet surrounded by stores and shops on either side.: 0.9999998807907104,An empty city Street surrounded by stores an shops on either side.: 0.9945831894874573
An empty city stReet surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stores and shosp in either side.: 0.9945120811462402
An empty city strEet surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by storems and shops on either side.: 0.994208574295044
An empty city streEt surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops on either sQde.: 0.9936321377754211
An empty city streeT surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by store and shops on Beither side.: 0.9936124682426453
An empty city street Surrounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores Ond shops on either side.: 0.9935969710350037
An empty city street sUrrounded by stores and shops on either side.: 0.9999998807907104,AN empty city street surrounded by stores and shops on either sFide.: 0.9933957457542419
An empty city street suRrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stores and shopq on either Side.: 0.9931795001029968
An empty city street surRounded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shopls on either side.: 0.9931644201278687
An empty city street surrOunded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops o either side.: 0.9927096366882324
An empty city street surroUnded by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops on eother side.: 0.992703914642334
An empty city street surrouNded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stores and shops in either ide.: 0.9922761917114258
An empty city street surrounDed by stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shps on either side.: 0.9922481179237366
An empty city street surroundEd by stores and shops on either side.: 0.9999998807907104,An empty city strEet surrounded by tores and shops on either side.: 0.9922335743904114
An empty city street surroundeD by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by store and shops on either siIe.: 0.9921948909759521
An empty city street surrounded By stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stoRes and shos on either side.: 0.9921612739562988
An empty city street surrounded bY stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by tores and shops on either side.: 0.9920759797096252
An empty city street surrounded by Stores and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores ane shops on either side.: 0.9917383193969727
An empty city street surrounded by sTores and shops on either side.: 0.9999998807907104,An empty city street surrounded by stores and shos in either side.: 0.9913601279258728
An empty city street surrounded by stOres and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores Xnd shops on either side.: 0.9912774562835693
An empty city street surrounded by stoRes and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores xnd shops on either side.: 0.9912774562835693
An empty city street surrounded by storEs and shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shops on either sde.: 0.9912399649620056
An empty city street surrounded by storeS and shops on either side.: 0.9999998807907104,A empty city street surrounded by stires and shops on either side.: 0.9912359118461609
An empty city street surrounded by stores And shops on either side.: 0.9999998807907104,A empty city street surrounded by stores and shopOs on either side.: 0.9909912347793579
An empty city street surrounded by stores aNd shops on either side.: 0.9999998807907104,A empty ity street surrounded by stores and shops on either side.: 0.9909628033638
An empty city street surrounded by stores anD shops on either side.: 0.9999998807907104,An empty city street surrounded by stores asnd shops on either wide.: 0.9908316731452942
An empty city street surrounded by stores and Shops on either side.: 0.9999998807907104,An empty city street surrounded by store and shops o either side.: 0.9907739162445068
An empty city street surrounded by stores and sHops on either side.: 0.9999998807907104,An empty citY street surrounded by stores and shops on eqther side.: 0.9905999302864075
An empty city street surrounded by stores and shOps on either side.: 0.9999998807907104,An empty city street surrounded by stores and shopR on Either side.: 0.9905367493629456
An empty city street surrounded by stores and shoPs on either side.: 0.9999998807907104,An empty city street surrounded by stores and shopXs in either side.: 0.9904833436012268
An empty city street surrounded by stores and shopS on either side.: 0.9999998807907104,An empty city street surrounded by stores an shops En either side.: 0.9904657006263733
An empty city street surrounded by stores and shops On either side.: 0.9999998807907104,An empty city street surrounded by stores and shop on either sfide.: 0.990411639213562
An empty city street surrounded by stores and shops oN either side.: 0.9999998807907104,An empty cidy street surrounded by stores and shops on either wide.: 0.9899648427963257
An empty city street surrounded by stores and shops on Either side.: 0.9999998807907104,A empty city street surrounded by stores aUnd shops on either side.: 0.9895581007003784
An empty city street surrounded by stores and shops on eIther side.: 0.9999998807907104,A empty city street surrounded by stores Nand shops on either side.: 0.9895257949829102
An empty city street surrounded by stores and shops on eiTher side.: 0.9999998807907104,An empty city street surrounded by stRres and lshops on either side.: 0.989512026309967
An empty city street surrounded by stores and shops on eitHer side.: 0.9999998807907104,An empty city street surrounded by store and shops no either side.: 0.9890315532684326
An empty city street surrounded by stores and shops on eithEr side.: 0.9999998807907104,An empty city street surrounded by store and shops on either tside.: 0.9889972805976868
An empty city street surrounded by stores and shops on eitheR side.: 0.9999998807907104,A empty city street surrounded by stores and shdops on either side.: 0.9889964461326599
An empty city street surrounded by stores and shops on either Side.: 0.9999998807907104,An empty city street surrounded by store and shope on either side.: 0.9888726472854614
An empty city street surrounded by stores and shops on either sIde.: 0.9999998807907104,An empty city street surrounded by stores and Ushops on either ide.: 0.9885347485542297
An empty city street surrounded by stores and shops on either siDe.: 0.9999998807907104,A empty ctiy street surrounded by stores and shops on either side.: 0.9885289669036865
An empty city street surrounded by stores and shops on either sidE.: 0.9999998807907104,A empty city street surrounded by stores and shops on eithre side.: 0.9884519577026367
An empty city street surrounded by stores and shops on either side.: 0.9999998807907104,An empty city street surrounded by tores and shops on Ieither side.: 0.9884037971496582
an empty city street surrounded by stores and shops on either side.: 0.9999998807907104,An empty ctiy street Lsurrounded by stores and shops on either side.: 0.988341748714447
A empty city street surrounded by stores and shops on either side.: 0.9998571872711182,A empty city street surrounded by stores adn shops on either side.: 0.9883373975753784
An empty city street surrounded by stores and shops In either side.: 0.9996761679649353,A empty city street surrounded by stores and shops on either sdie.: 0.9883130788803101
An empty city street surrounded by stores and shops in either side.: 0.9996761679649353,A empty city street surrounded by stores and shops on either isde.: 0.9882534742355347
An empty city street surrounded by stores and shops oF either side.: 0.9989040493965149,An empty city street surrounded by stores and sbops in either side.: 0.9880934357643127
An empty city street surrounded by stores and shops of either side.: 0.9989040493965149,A empty city street surrounded by storDes and shops on either side.: 0.9880361557006836
An empty city street surrounded by stores and Lshops on either side.: 0.9988399147987366,A empty city street surrounred by stores and shops on either side.: 0.9880326986312866
An empty city street surrounded by stores and lshops on either side.: 0.9988399147987366,An empty city street surrounded by store and shops on eithre side.: 0.9879131317138672
An empty city street Msurrounded by stores and shops on either side.: 0.998526394367218,A empty city stree surrounded by stores and shops on either side.: 0.9877742528915405
An empty city street msurrounded by stores and shops on either side.: 0.998526394367218,A empty city street surrounded by storeU and shops on either side.: 0.9876828193664551
An empty city street Rsurrounded by stores and shops on either side.: 0.9984104037284851,An empty city street surrounded by stores and shos of either side.: 0.9876216650009155
An empty city street rsurrounded by stores and shops on either side.: 0.9984104037284851,An empty bity street surrounded by stores and shopS on either side.: 0.9874995946884155
An empty city street surrounded by stores and shops En either side.: 0.9984074234962463,An empty city street surrounded by store and shops oo either side.: 0.9874464273452759
An empty city street surrounded by stores and shops en either side.: 0.9984074234962463,An empty city street surrounded by stores and shops on Either isde.: 0.987446129322052
An empty city street Lsurrounded by stores and shops on either side.: 0.9980887174606323,An empty city street surrounded by stores and shops in ither side.: 0.9872775077819824
An empty city street lsurrounded by stores and shops on either side.: 0.9980887174606323,An empty city street surrounded by store and shops on either sie.: 0.9872074723243713
An empty city street surrounded by stores and Yshops on either side.: 0.9979667067527771,An empty citsy street surrounded by stores and shops on either ide.: 0.9871315956115723
An empty city street surrounded by stores and yshops on either side.: 0.9979667067527771,An empty ctiy street surrounded by stores and shops en either side.: 0.9871277213096619
An empty city street Bsurrounded by stores and shops on either side.: 0.9979650974273682,An empty cisty street surrounded by stores and shops en either side.: 0.9871209859848022
An empty city street bsurrounded by stores and shops on either side.: 0.9979650974273682,An empty city street surrounded by stores and Lshops on either sdie.: 0.9870433211326599
An empty city street surrounded by stores and shops on Aeither side.: 0.9979255795478821,A empty city street surrounded by stores and shops on either stide.: 0.9870027303695679
An empty city street surrounded by stores and shops on aeither side.: 0.9979255795478821,An empty city street surrounded by store adn shops on either side.: 0.9869968891143799
An empty city street Wsurrounded by stores and shops on either side.: 0.9978650212287903,An empty city street surrounded by stores an dshops on either side.: 0.9868091344833374
An empty city street wsurrounded by stores and shops on either side.: 0.9978650212287903,A empty city street surrounded by stores and shops Bon either side.: 0.9868052005767822
An Aempty city street surrounded by stores and shops on either side.: 0.997828483581543,An empty city street surrounded by stores and shop on either sice.: 0.9867821931838989
An aempty city street surrounded by stores and shops on either side.: 0.997828483581543,An Aempty ctiy street surrounded by stores and shops on either side.: 0.9867422580718994
An empty city street surrounded by stores and Rshops on either side.: 0.9977687001228333,An empty city street surrounded by stores adn shops in either side.: 0.9866992235183716
An empty city street surrounded by stores and rshops on either side.: 0.9977687001228333,An empTy city street surrounded by stores and sgops on either side.: 0.9866756200790405
An empty city street Csurrounded by stores and shops on either side.: 0.9977603554725647,An empty citsy street surrounded by stores and shops on either vide.: 0.986643373966217
An empty city street csurrounded by stores and shops on either side.: 0.9977603554725647,An empty city street surrounded by stores an shps on either side.: 0.9865710139274597
An empty city street Nsurrounded by stores and shops on either side.: 0.9976482391357422,An empty city street surrounded by stores anG shops on either sHde.: 0.9864597320556641
An empty city street nsurrounded by stores and shops on either side.: 0.9976482391357422,An empty city street surrounded by store rnd shops on either side.: 0.9864343404769897
An empty city street surrounded by stores and shops on either Wide.: 0.9976451992988586,An empty city street surrounded by stores and xshops ln either side.: 0.9864020943641663
An empty city street surrounded by stores and shops on either wide.: 0.9976451992988586,An empty city street surrounded by srores and shops on either wide.: 0.9863801598548889
An empty city street surrounded by store and shops on either side.: 0.9976105093955994,An empty city street surrounded by lstores and shops on eYther side.: 0.9863600730895996
An empty city street surrounded by stores and Cshops on either side.: 0.9975132942199707,A empty city street surrounded by stores and shops on either slde.: 0.9861454367637634
An empty city street surrounded by stores and cshops on either side.: 0.9975132942199707,An empty city street surrounded by stores and shop o either side.: 0.9860669374465942
An empty city street surrounded by stores and shopAs on either side.: 0.9974281191825867,A empty city street surrounded by stores and shoos on either side.: 0.9859421849250793
An empty city street surrounded by stores and shopas on either side.: 0.9974281191825867,An empty city street surrounded by stores and shop no either side.: 0.985877275466919
An empty city street surrounded by stores and shops on either sidEe.: 0.9974130392074585,A empty city street surrounded by stKres and shops on either side.: 0.9858089089393616
An empty city street surrounded by stores and shops on either sidee.: 0.9974130392074585,An empty city stReet surrounded by stkres and shops on either side.: 0.9857491850852966
An empty city street surrounded by stores and shops An either side.: 0.9973897933959961,An empty city street surrounded by stores and shosp on either ide.: 0.9856970906257629
An empty city street surrounded by stores and shops an either side.: 0.9973897933959961,An empty city street surrounded by stores and shopl pon either side.: 0.985639750957489
An empty city street surrounded by stores and Hshops on either side.: 0.997280478477478,A empty ciHty street surrounded by stores and shops on either side.: 0.9855937361717224
An empty city street surrounded by stores and hshops on either side.: 0.997280478477478,An empty city street surrounded by stores an shosp on either side.: 0.9854910373687744
An empty city street Psurrounded by stores and shops on either side.: 0.9970538020133972,An empty city street surrounded by storeFs adn shops on either side.: 0.9854806661605835
An empty city street psurrounded by stores and shops on either side.: 0.9970538020133972,A empty city street surrounded by stores and shops on eithr side.: 0.9854134321212769
An empty city street surrounded by stores and shopTs on either side.: 0.9969761371612549,AN empty city street surrounded by tsores and shops on either side.: 0.9854111075401306
An empty city street surrounded by stores and shopts on either side.: 0.9969761371612549,An empty city street surrounded by tsores And shops on either side.: 0.9854111075401306
An empty city street surrounded by stores and shop on either side.: 0.9969556331634521,An empty cxty street surrounded by stores and shops on either Side.: 0.985370934009552
An empty city street surrounded by stores and shopIs on either side.: 0.9968684315681458,An empty citMy street surrounded by stores and shops in either side.: 0.9853515028953552
An empty city street surrounded by stores and shopis on either side.: 0.9968684315681458,An empty city street surrounded by stores aund shops on either size.: 0.9853114485740662
An empty city street Ksurrounded by stores and shops on either side.: 0.9968482255935669,An empty city street surrounded by store and shops on either sied.: 0.9852319955825806
An empty city street ksurrounded by stores and shops on either side.: 0.9968482255935669,An empty city street surrounded by stores and shps on either sidj.: 0.9851247072219849
An empty city street surrounded by stores and shops on Ieither side.: 0.9968003630638123,An empty ctiy street surrounded by stores and shops on either ide.: 0.9851175546646118
An empty city street surrounded by stores and shops on ieither side.: 0.9968003630638123,An empty ity street surrounded by stores and shops on either Dside.: 0.9850790500640869
An empty city street surrounded by stores and shopBs on either side.: 0.9967964887619019,A empty city street surrounded by stores ans shops on either side.: 0.9848616719245911
An empty city street surrounded by stores and shopbs on either side.: 0.9967964887619019,An empty citGy street surrounded by stores and shops ofn either side.: 0.9848577976226807
