Column 1,Column 2
5091,9888
A Rider and horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle oF tHe grassy course.: 0.9943545460700989
A rIder and horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over ythe obstacle on thE grassy course.: 0.993075966835022
A riDer and horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over he obstaclE on the grassy course.: 0.9905850291252136
A ridEr and horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over he obstacle on the grassy courSe.: 0.9905850291252136
A rideR and horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and hOrse jump over the obstacle on te grassy course.: 0.9904016852378845
A rider And horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle on he grass course.: 0.9896455407142639
A rider aNd horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle On th grassy course.: 0.9894097447395325
A rider anD horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump ovver the obstacle on thE grassy course.: 0.9882806539535522
A rider and Horse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over yhe obstacle in the grassy course.: 0.98763108253479
A rider and hOrse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over teh Obstacle on the grassy course.: 0.9875218868255615
A rider and hoRse jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle on he ograssy course.: 0.9872111082077026
A rider and horSe jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and hHorse jump over the obstacle on te grassy course.: 0.9868009686470032
A rider and horsE jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and fhorse jump over the obstacle in the grassy course.: 0.9867200255393982
A rider and horse Jump over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the Aobstacle on Zthe grassy course.: 0.9859108924865723
A rider and horse jUmp over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump ove Whe obstacle on the grassy course.: 0.9856036901473999
A rider and horse juMp over the obstacle on the grassy course.: 1.0000001192092896,A rider and yhorse jump over the obstacle on the grass course.: 0.985424280166626
A rider and horse jumP over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle In th grassy course.: 0.9852045178413391
A rider and horse jump Over the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over rthe obstacle on teh grassy course.: 0.9850499033927917
A rider and horse jump oVer the obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over hhe obstacle in the grassy course.: 0.9849295616149902
A rider and horse jump ovEr the obstacle on the grassy course.: 1.0000001192092896,A rider and hOrse jump over the obstacle on the grassy cojrse.: 0.9844168424606323
A rider and horse jump oveR the obstacle on the grassy course.: 1.0000001192092896,A rider nd horse jump over the obstacle on teh grassy course.: 0.9842817783355713
A rider and horse jump over The obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump Over the obstacle o the grassy course.: 0.9840599894523621
A rider and horse jump over tHe obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over tHe obstacle o the grassy course.: 0.9840599894523621
A rider and horse jump over thE obstacle on the grassy course.: 1.0000001192092896,A rider and horsIe jump over thRe obstacle on the grassy course.: 0.983816921710968
A rider and horse jump over the Obstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle on th grass course.: 0.9837717413902283
A rider and horse jump over the oBstacle on the grassy course.: 1.0000001192092896,A rider and horse jump over tche obstacle on thE grassy course.: 0.9837552905082703
A rider and horse jump over the obStacle on the grassy course.: 1.0000001192092896,A rider and horse jump ovee th obstacle on the grassy course.: 0.9837151169776917
A rider and horse jump over the obsTacle on the grassy course.: 1.0000001192092896,A rider and horse jump over athe obstacle on the grassh course.: 0.983677864074707
A rider and horse jump over the obstAcle on the grassy course.: 1.0000001192092896,A rider nd horse jump over the obstacle on the gRassy course.: 0.9836541414260864
A rider and horse jump over the obstaCle on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle on teh grass course.: 0.9834929704666138
A rider and horse jump over the obstacLe on the grassy course.: 1.0000001192092896,A rider and horse jump over teh obstacle in the grassy course.: 0.9833028316497803
A rider and horse jump over the obstaclE on the grassy course.: 1.0000001192092896,A rider and horse jump over the obstacle on he grassy couirse.: 0.9830083250999451
A rider and horse jump over the obstacle On the grassy course.: 1.0000001192092896,A rider and horse jump over th obstacle on teh grassy course.: 0.982851505279541
A rider and horse jump over the obstacle oN the grassy course.: 1.0000001192092896,A rider and horse jump ovee thg obstacle on the grassy course.: 0.9828217625617981
A rider and horse jump over the obstacle on The grassy course.: 1.0000001192092896,A rider and horse sjump over the obstacle on athe grassy course.: 0.9826552867889404
A rider and horse jump over the obstacle on tHe grassy course.: 1.0000001192092896,A rider and horse jump over teh obstacle on he grassy course.: 0.98264080286026
A rider and horse jump over the obstacle on thE grassy course.: 1.0000001192092896,A rider nd horse jump over teh obstacle on the grassy course.: 0.982519268989563
A rider and horse jump over the obstacle on the Grassy course.: 1.0000001192092896,A rider and orse jump over the obstacle on he grassy course.: 0.9823845624923706
A rider and horse jump over the obstacle on the gRassy course.: 1.0000001192092896,A rider and horse jump over he Xobstacle on the grassy course.: 0.982124924659729
A rider and horse jump over the obstacle on the grAssy course.: 1.0000001192092896,A ridEr and horse jump over tje obstacle on the grassy course.: 0.9820178151130676
A rider and horse jump over the obstacle on the graSsy course.: 1.0000001192092896,A rider and horse jump over th obstacle on the grassy Kcourse.: 0.9820112586021423
A rider and horse jump over the obstacle on the grasSy course.: 1.0000001192092896,A rider and horse jump oveR the obstacle on the Qgrassy course.: 0.982009768486023
A rider and horse jump over the obstacle on the grassY course.: 1.0000001192092896,A rider and horse jump over the obstacle in the Wgrassy course.: 0.9819920659065247
A rider and horse jump over the obstacle on the grassy Course.: 1.0000001192092896,A rider and horse jump over teh obstacle on the grass course.: 0.9819822311401367
A rider and horse jump over the obstacle on the grassy cOurse.: 1.0000001192092896,A rider and yhorse jump over the obstacle o the grassy course.: 0.981827437877655
