Column 1,Column 2
4423,8081
A Young man holding an umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella next to a herd o catTle.: 0.9933534264564514
A yOung man holding an umbrella next to a herd of cattle.: 1.0,A young man holding a umbrella next to a herd o cattle.: 0.9917218089103699
A yoUng man holding an umbrella next to a herd of cattle.: 1.0,A young man holding a umbrella next to a herd if cattle.: 0.9899370670318604
A youNg man holding an umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella nnext to a herd o cattle.: 0.9878765344619751
A younG man holding an umbrella next to a herd of cattle.: 1.0,A young man holding aN umbrella next to a Yherd of cattle.: 0.9876583814620972
A young Man holding an umbrella next to a herd of cattle.: 1.0,A young man holding a umbrella next to a herd fo cattle.: 0.985761821269989
A young mAn holding an umbrella next to a herd of cattle.: 1.0,A younh man holding a umbrella next to a herd of cattle.: 0.9856895208358765
A young maN holding an umbrella next to a herd of cattle.: 1.0,A young man qholding an umbrella next to a herd of Cattle.: 0.9855068922042847
A young man Holding an umbrella next to a herd of cattle.: 1.0,A young man hplding a umbrella next to a herd of cattle.: 0.985318124294281
A young man hOlding an umbrella next to a herd of cattle.: 1.0,A young man holying an umbRella next to a herd of cattle.: 0.9851565361022949
A young man hoLding an umbrella next to a herd of cattle.: 1.0,A young man hoding a umbrella next to a herd of cattle.: 0.9847047328948975
A young man holDing an umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella nnext to a herd if cattle.: 0.9842464923858643
A young man holdIng an umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella next to a herd oR Xcattle.: 0.9835289120674133
A young man holdiNg an umbrella next to a herd of cattle.: 1.0,A young man hklding a umbrella next to a herd of cattle.: 0.9828543066978455
A young man holdinG an umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella next to a herd o xcattle.: 0.9827827215194702
A young man holding An umbrella next to a herd of cattle.: 1.0,A young man ohlding a umbrella next to a herd of cattle.: 0.9827630519866943
A young man holding aN umbrella next to a herd of cattle.: 1.0,A young man holding an umbrella qnext to a herd o cattle.: 0.9827025532722473
A young man holding an Umbrella next to a herd of cattle.: 1.0,A young man bholding an umbrella next to a herd fo cattle.: 0.9825416207313538
A young man holding an uMbrella next to a herd of cattle.: 1.0,A young man holding a umbrella next to a qherd of cattle.: 0.9820931553840637
A young man holding an umBrella next to a herd of cattle.: 1.0,A young man holdinT a umbrella next to a herd of cattle.: 0.9819433689117432
