Column 1,Column 2
4760,7731
A Woman is walking across the street with a yellow umbrella.: 1.0000001192092896,A woman tis walking across the streEt with a yellow umbrella.: 0.9937217235565186
A wOman is walking across the street with a yellow umbrella.: 1.0000001192092896,A woman s pwalking across the street with a yellow umbrella.: 0.9914593696594238
A woMan is walking across the street with a yellow umbrella.: 1.0000001192092896,A woman vis walking across fthe street with a yellow umbrella.: 0.9889475107192993
A womAn is walking across the street with a yellow umbrella.: 1.0000001192092896,A woman as walking across Vthe street with a yellow umbrella.: 0.986257016658783
A womaN is walking across the street with a yellow umbrella.: 1.0000001192092896,A woman Gis walking across he street with a yellow umbrella.: 0.985353410243988
A woman Is walking across the street with a yellow umbrella.: 1.0000001192092896,A womaN zs walking across the street with a yellow umbrella.: 0.9853206872940063
A woman iS walking across the street with a yellow umbrella.: 1.0000001192092896,A woman Zs walking across the streeT with a yellow umbrella.: 0.9853206872940063
A woman is Walking across the street with a yellow umbrella.: 1.0000001192092896,A woman s walking across wthe street with a yellow umbrella.: 0.9847943782806396
A woman is wAlking across the street with a yellow umbrella.: 1.0000001192092896,A woman is walking acrOss the street with a Iyellow umbrella.: 0.9847854375839233
A woman is waLking across the street with a yellow umbrella.: 1.0000001192092896,A woman Kis walking across the street with a yellow umbreLla.: 0.9847310185432434
A woman is walKing across the street with a yellow umbrella.: 1.0000001192092896,A woman is walkng across The street with a yellow umbrella.: 0.9846015572547913
A woman is walkIng across the street with a yellow umbrella.: 1.0000001192092896,A woman Iis walkding across the street with a yellow umbrella.: 0.9846010208129883
A woman is walkiNg across the street with a yellow umbrella.: 1.0000001192092896,A woman js walking across nthe street with a yellow umbrella.: 0.9838933944702148
A woman is walkinG across the street with a yellow umbrella.: 1.0000001192092896,A woman is walkYing across teh street with a yellow umbrella.: 0.9837201237678528
A woman is walking Across the street with a yellow umbrella.: 1.0000001192092896,A woman is waling across vthe street with a yellow umbrella.: 0.9835932850837708
A woman is walking aCross the street with a yellow umbrella.: 1.0000001192092896,A woman s walkng across the street with a yellow umbrella.: 0.9835165739059448
A woman is walking acRoss the street with a yellow umbrella.: 1.0000001192092896,A woman js walking across lthe street with a yellow umbrella.: 0.9831812381744385
A woman is walking acrOss the street with a yellow umbrella.: 1.0000001192092896,A woman s walking across the street with a yelow umbrella.: 0.9828740954399109
A woman is walking acroSs the street with a yellow umbrella.: 1.0000001192092896,A woman iNs walking across the street with a yelow umbrella.: 0.9827272295951843
A woman is walking acrosS the street with a yellow umbrella.: 1.0000001192092896,A woman is waling across tthe street with a yellow umbrella.: 0.9825301766395569
A woman is walking across The street with a yellow umbrella.: 1.0000001192092896,A woman si walkIng across the street with a yellow umbrella.: 0.9820891618728638
A woman is walking across tHe street with a yellow umbrella.: 1.0000001192092896,A woman si walking acRoss the street with a yellow umbrella.: 0.9820891618728638
A woman is walking across thE street with a yellow umbrella.: 1.0000001192092896,A woman si walking across the streeT with a yellow umbrella.: 0.9820891618728638
A woman is walking across the Street with a yellow umbrella.: 1.0000001192092896,A woman s walkinL across the street with a yellow umbrella.: 0.9819696545600891
A woman is walking across the sTreet with a yellow umbrella.: 1.0000001192092896,A woman Eis walking across he street with a yellow umbrella.: 0.981460452079773
A woman is walking across the stReet with a yellow umbrella.: 1.0000001192092896,A woman eis walking across he street with a yellow umbrella.: 0.981460452079773
