Column 1,Column 2
4174,9372
THe man is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie and carryFing a messEnger bag.: 0.9953482747077942
ThE man is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The mAn is wearping a tie and carrying a messenger bag.: 0.9933326244354248
The Man is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie And carryign a messenger bag.: 0.9923222661018372
The mAn is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearign a tie and carrying a Fmessenger bag.: 0.9922084212303162
The maN is wearing a tie and carrying a messenger bag.: 1.0000001192092896,EThe man is wearing a tie anD carrying a messenger bag.: 0.9921144843101501
The man Is wearing a tie and carrying a messenger bag.: 1.0000001192092896,DThe man is weAring a tie and carrying a messenger bag.: 0.9907641410827637
The man iS wearing a tie and carrying a messenger bag.: 1.0000001192092896,The Man is wearing a tie adn carrying a messenger bag.: 0.9882039427757263
The man is Wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie and carying a lmessenger bag.: 0.9880561232566833
The man is wEaring a tie and carrying a messenger bag.: 1.0000001192092896,The man s wearing a tie and gcarrying a messenger bag.: 0.9874517321586609
The man is weAring a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie aInd wcarrying a messenger bag.: 0.9860402941703796
The man is weaRing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearDing a tie adn carrying a messenger bag.: 0.9852994680404663
The man is wearIng a tie and carrying a messenger bag.: 1.0000001192092896,rThe man is wearing a tie and carying a messenger bag.: 0.9852986931800842
The man is weariNg a tie and carrying a messenger bag.: 1.0000001192092896,The man is wwearing a tie and carryign a messenger bag.: 0.9851604700088501
The man is wearinG a tie and carrying a messenger bag.: 1.0000001192092896,fThe man is wearing a tie and carying a messenger bag.: 0.9849396347999573
The man is wearing a Tie and carrying a messenger bag.: 1.0000001192092896,The man is wearinAg a tie and carrying a messenger sbag.: 0.984754204750061
The man is wearing a tIe and carrying a messenger bag.: 1.0000001192092896,The man s wearign a tie and carrying a messenger bag.: 0.9845594167709351
The man is wearing a tiE and carrying a messenger bag.: 1.0000001192092896,The man is wearign a tie and carryign a messenger bag.: 0.9845554828643799
The man is wearing a tie And carrying a messenger bag.: 1.0000001192092896,The man is weaRing a tie nad carrying a messenger bag.: 0.9841343760490417
The man is wearing a tie aNd carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie nad carrying a mesSenger bag.: 0.9841343760490417
The man is wearing a tie anD carrying a messenger bag.: 1.0000001192092896,the man is wearing a tie nad carrying a messenger bag.: 0.9841343760490417
The man is wearing a tie and Carrying a messenger bag.: 1.0000001192092896,The man is wearimg a tie and carrying a messenger lbag.: 0.9836851358413696
The man is wearing a tie and cArrying a messenger bag.: 1.0000001192092896,The man is wwearing a tie and crarying a messenger bag.: 0.9836604595184326
The man is wearing a tie and caRrying a messenger bag.: 1.0000001192092896,the man is wearing a tie and acrrying a messenger bag.: 0.9834688305854797
The man is wearing a tie and carRying a messenger bag.: 1.0000001192092896,The man As wearing a tie and carying a messenger bag.: 0.9833075404167175
The man is wearing a tie and carrYing a messenger bag.: 1.0000001192092896,AThe man iY wearing a tie and carrying a messenger bag.: 0.9832747578620911
The man is wearing a tie and carryIng a messenger bag.: 1.0000001192092896,The Man is wearing a tie and carryig a messenger bag.: 0.9829427003860474
The man is wearing a tie and carryiNg a messenger bag.: 1.0000001192092896,Ghe man is weariNg a tie and carrying a messenger bag.: 0.9828687906265259
The man is wearing a tie and carryinG a messenger bag.: 1.0000001192092896,Ghe man is wearing a tIe and carrying a messenger bag.: 0.9828687906265259
The man is wearing a tie and carrying a Messenger bag.: 1.0000001192092896,EThe man is wearong a tie and carrying a messenger bag.: 0.9825719594955444
The man is wearing a tie and carrying a mEssenger bag.: 1.0000001192092896,The man is wearing a tie anbd carrying a messenger Sbag.: 0.9819412231445312
The man is wearing a tie and carrying a meSsenger bag.: 1.0000001192092896,The man is wearng a tie amd carrying a messenger bag.: 0.9819372892379761
The man is wearing a tie and carrying a mesSenger bag.: 1.0000001192092896,The man vis wearin a tie and carrying a messenger bag.: 0.9818103313446045
The man is wearing a tie and carrying a messEnger bag.: 1.0000001192092896,The man is wearong a tie and carryding a messenger bag.: 0.9817802906036377
The man is wearing a tie and carrying a messeNger bag.: 1.0000001192092896,The man is wearng a tie an carrying a messenger bag.: 0.9816606640815735
The man is wearing a tie and carrying a messenGer bag.: 1.0000001192092896,The man is wearign a tie ane carrying a messenger bag.: 0.9816457629203796
The man is wearing a tie and carrying a messengEr bag.: 1.0000001192092896,The man s wearing a tie and carying a messenger bag.: 0.9814716577529907
The man is wearing a tie and carrying a messengeR bag.: 1.0000001192092896,The man is wearing a tie xnd Ocarrying a messenger bag.: 0.981304407119751
The man is wearing a tie and carrying a messenger Bag.: 1.0000001192092896,rThe man is wearing a tie and varrying a messenger bag.: 0.9812833666801453
The man is wearing a tie and carrying a messenger bAg.: 1.0000001192092896,The man is wearnig a tie and carrying a Wmessenger bag.: 0.9812029600143433
The man is wearing a tie and carrying a messenger baG.: 1.0000001192092896,The man is Gwearing a tie ahd carrying a messenger bag.: 0.9811939001083374
The man is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man is wearing a tie aned carrying a imessenger bag.: 0.9811867475509644
the man is wearing a tie and carrying a messenger bag.: 1.0000001192092896,The man s wearng a tie and carrying a messenger bag.: 0.9808958172798157
The man is wearing a tie and Hcarrying a messenger bag.: 0.9990488290786743,The man is wearing a tie anY carrying a Xmessenger bag.: 0.9808817505836487
The man is wearing a tie and hcarrying a messenger bag.: 0.9990488290786743,The man s wearing a tie aBnd carrying a messenger bag.: 0.9808505773544312
The man is wearing a tie and Ucarrying a messenger bag.: 0.9988741874694824,The man is wearint a tie and carryping a messenger bag.: 0.9808502197265625
The man is wearing a tie and ucarrying a messenger bag.: 0.9988741874694824,WThe man is wearing a tie and carsying a messenger bag.: 0.9808231592178345
The man is Lwearing a tie and carrying a messenger bag.: 0.9988690614700317,The mAn is wearing a tie and caryring a messenger bag.: 0.9807469844818115
The man is lwearing a tie and carrying a messenger bag.: 0.9988690614700317,GThe man is wearing a tie and carrying a messenger hbag.: 0.9807208776473999
The man is wearing a tie and carrying a Lmessenger bag.: 0.9987770915031433,he wman is wearing a tie and carrying a messenger bag.: 0.9806686043739319
The man is wearing a tie and carrying a lmessenger bag.: 0.9987770915031433,The man s wearing a tie asnd carrying a messenger bag.: 0.9806498289108276
The man is wearing a tie and carrying a Nmessenger bag.: 0.9986699223518372,The man s wearing a tie and carryBng a messenger bag.: 0.98064786195755
The man is wearing a tie and carrying a nmessenger bag.: 0.9986699223518372,The man is wearing a tie an carryNing a messenger bag.: 0.9805757999420166
The man is Rwearing a tie and carrying a messenger bag.: 0.9986630082130432,The man is wearing a tie an carying a messenger bag.: 0.9803611636161804
The man is rwearing a tie and carrying a messenger bag.: 0.9986630082130432,The man is wearinv a tie and carrying a messenger tbag.: 0.9803262948989868
The man is Uwearing a tie and carrying a messenger bag.: 0.9985076785087585,Thw man is wearing a tie and carrying a messenger Sbag.: 0.9803154468536377
The man is uwearing a tie and carrying a messenger bag.: 0.9985076785087585,The man is wearung a tie and carreing a messenger bag.: 0.9802562594413757
The man is wearing a tie and Wcarrying a messenger bag.: 0.9984903931617737,THe man is Jearing a tie and carrying a messenger bag.: 0.9802255034446716
The man is wearing a tie and wcarrying a messenger bag.: 0.9984903931617737,HThe man is wearing a tie and careying a messenger bag.: 0.980175256729126
The man is wearing a tie and Ycarrying a messenger bag.: 0.9984779953956604,dThe man is wearing a tie an carrying a messenger bag.: 0.9800854325294495
The man is wearing a tie and ycarrying a messenger bag.: 0.9984779953956604,The man s wearing a tie an carrying a messenger bag.: 0.9800592064857483
The man is Iwearing a tie and carrying a messenger bag.: 0.998451828956604,The man is wearint a tie and carryign a messenger bag.: 0.9799209833145142
The man is iwearing a tie and carrying a messenger bag.: 0.998451828956604,Teh man is wearing a tie and Carrying a messenger bag.: 0.9798438549041748
The man is wearing a tie and carrying a Mmessenger bag.: 0.9981861710548401,The man is weariGg a tie and carArying a messenger bag.: 0.9798232913017273
The man is wearing a tie and carrying a mMessenger bag.: 0.9981861710548401,The man is wearing a tie and cahrying a messenger lbag.: 0.979723334312439
