Column 1,Column 2
4425,8399
A Baseball player holding a glove and has a leg in the air.: 1.0,A baSeball player holding a gloVe and has a leg in the air.: 1.0
A bAseball player holding a glove and has a leg in the air.: 1.0,A baSeball player holding a glove and hHas a leg in the air.: 0.9935420751571655
A baSeball player holding a glove and has a leg in the air.: 1.0,A bAseball player holding a glove and ha a leg in the air.: 0.9923819899559021
A basEball player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove an as a leg in the air.: 0.9892971515655518
A baseBall player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove and haa a lEg in the air.: 0.989268958568573
A basebAll player holding a glove and has a leg in the air.: 1.0,A baseball player hholding a glove and ha a leg in the air.: 0.9884983897209167
A basebaLl player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove an haDs a leg in the air.: 0.9883479475975037
A basebalL player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove adn as a leg in the air.: 0.9879039525985718
A baseball Player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove amd ha a leg in the air.: 0.9862320423126221
A baseball pLayer holding a glove and has a leg in the air.: 1.0,A baseball player hopding a glove and hAs a leg in the air.: 0.9851377606391907
A baseball plAyer holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove nad his a leg in the air.: 0.9849600791931152
A baseball plaYer holding a glove and has a leg in the air.: 1.0,A baseball player Qholding a glove and ha a leg in the air.: 0.9849477410316467
A baseball playEr holding a glove and has a leg in the air.: 1.0,A baseball player hklding a glove aNd has a leg in the air.: 0.9849094748497009
A baseball playeR holding a glove and has a leg in the air.: 1.0,A baseball player lholding a glove and tas a leg in the air.: 0.9846956729888916
A baseball player Holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove and hah a leg in ethe air.: 0.9843512177467346
A baseball player hOlding a glove and has a leg in the air.: 1.0,A basebal player holding a glove an has a leg in the air.: 0.9840884804725647
A baseball player hoLding a glove and has a leg in the air.: 1.0,A basebAll player holding a glove and hs a leg in the air.: 0.9840259552001953
A baseball player holDing a glove and has a leg in the air.: 1.0,A baseball player holUding a glove and as a leg in the air.: 0.9840201139450073
A baseball player holdIng a glove and has a leg in the air.: 1.0,A baseball player holding a hglove anD has a leg in the air.: 0.9839611649513245
A baseball player holdiNg a glove and has a leg in the air.: 1.0,A baseball player zholding a glove and as a leg in the air.: 0.9839190244674683
A baseball player holdinG a glove and has a leg in the air.: 1.0,A baseball plAyer holding a glove and haIs a leg in the air.: 0.9837731122970581
A baseball player holding a Glove and has a leg in the air.: 1.0,A baseball player holding a glove and ha a leg in Xthe air.: 0.9836428165435791
A baseball player holding a gLove and has a leg in the air.: 1.0,A baseball player hloding a glove and has a leg in the aiR.: 0.983221709728241
A baseball player holding a glOve and has a leg in the air.: 1.0,A baseball player holding a glove and Vhas a leg in the aIr.: 0.9830302000045776
A baseball player holding a gloVe and has a leg in the air.: 1.0,A baseball player holding a glove oand as a leg in the air.: 0.9829188585281372
A baseball player holding a glovE and has a leg in the air.: 1.0,A baseball player holding a glove iand as a leg in the air.: 0.9826658368110657
A baseball player holding a glove And has a leg in the air.: 1.0,A baseball player holing a glove and as a leg in the air.: 0.9822139143943787
A baseball player holding a glove aNd has a leg in the air.: 1.0,A baseball player holding a glove aznd Thas a leg in the air.: 0.9816713333129883
A baseball player holding a glove anD has a leg in the air.: 1.0,A baseball player holding a glove an haw a leg in the air.: 0.9815411567687988
A baseball player holding a glove and Has a leg in the air.: 1.0,A basebal player holding a glove und has a leg in the air.: 0.9813678860664368
A baseball player holding a glove and hAs a leg in the air.: 1.0,A aseball player holding a glove and has a leg in Sthe air.: 0.9813586473464966
A baseball player holding a glove and haS a leg in the air.: 1.0,A baseball dplayer holding a glove and as a leg in the air.: 0.9812467098236084
A baseball player holding a glove and has a Leg in the air.: 1.0,A baseball player holding a glove aDnd nas a leg in the air.: 0.9808520674705505
A baseball player holding a glove and has a lEg in the air.: 1.0,A baseball player hoding a glove and ha a leg in the air.: 0.9804679155349731
A baseball player holding a glove and has a leG in the air.: 1.0,A baseball player holding a glove anW as a leg in the air.: 0.9803066849708557
A baseball player holding a glove and has a leg In the air.: 1.0,A baseball player holding a glove uand hxs a leg in the air.: 0.9802855253219604
A baseball player holding a glove and has a leg iN the air.: 1.0,A baseball player ohlding a glove and ha a leg in the air.: 0.980198323726654
A baseball player holding a glove and has a leg in The air.: 1.0,A aseball player holding a glove an has a leg in the air.: 0.9800353646278381
A baseball player holding a glove and has a leg in tHe air.: 1.0,A baseball player holding a glove nad ha a leg in the air.: 0.9794485569000244
A baseball player holding a glove and has a leg in thE air.: 1.0,A baseball player holding a glove and as a leg in teh air.: 0.9793285727500916
A baseball player holding a glove and has a leg in the Air.: 1.0,A basebal player holding a glove and has a leg in teh air.: 0.9790340065956116
A baseball player holding a glove and has a leg in the aIr.: 1.0,A basebalp player iholding a glove and has a leg in the air.: 0.9788572788238525
A baseball player holding a glove and has a leg in the aiR.: 1.0,A baseball player holding a glove anK ghas a leg in the air.: 0.9787774085998535
A baseball player holding a glove and has a leg in the air.: 1.0,A baseball player holding a glove amd hqs a leg in the air.: 0.9786921143531799
A baseball player Rholding a glove and has a leg in the air.: 0.9978511929512024,A baseball player holding a glove adn his a leg in the air.: 0.9784126281738281
A baseball player rholding a glove and has a leg in the air.: 0.9978511929512024,A baseball player hholding a glove and hass a leg in the air.: 0.9782825112342834
A baseball player Iholding a glove and has a leg in the air.: 0.9972708225250244,A basebal player holding a glove and has a leg in othe air.: 0.9782689213752747
A baseball player iholding a glove and has a leg in the air.: 0.9972708225250244,A baseball splayer hoding a glove and has a leg in the air.: 0.9781116843223572
A baseball player Aholding a glove and has a leg in the air.: 0.997229814529419,A baseball player hjolding a glove and ha a leg in the air.: 0.97795569896698
A baseball player aholding a glove and has a leg in the air.: 0.997229814529419,A baseball player holding a glove anK hxs a leg in the air.: 0.9779463410377502
A baseball player Fholding a glove and has a leg in the air.: 0.9972012042999268,A baseball player zolding a glOve and has a leg in the air.: 0.9779433608055115
