Column 1,Column 2,Column 3,Column 4
7263,9880,9726,8675
A Soccer stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans ad bright lights and rplayers on he field.: 0.9907015562057495,A soccer stadium filled with cheering fan and bright lights and Dplayers o yhe field.: 0.981584906578064,A occer stadium filled wtih chZeering fans and bight lights nad playerR on the field.: 0.9603646993637085
A sOccer stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheeriNg fanms and brYght lights and players on the field.: 0.9888233542442322,A soccer stadimu Lfilled with cheering fans and bright lights and plaOers on he field.: 0.9747097492218018,A soccer stadium filled with cheering fsns and brighG Rlights and playesr in he field.: 0.9580962657928467
A soCcer stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fanM and bright lights an players on Dthe field.: 0.9872645139694214,A soccer stadium filled with cheering fasn an right lights and players on yhe field.: 0.9746576547622681,A soccer stadimu filled with cheering fZans and beight lughts qnd players on he field.: 0.9553702473640442
A socCer stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans ad bright lights anD players on the fielGd.: 0.9867518544197083,A soccer stadium filled with cheering fan end bright lghts and players on thw field.: 0.9742093086242676,A soccer stadiim filled with cheRering fanjs aod bright lights and playeRs on the feild.: 0.9544046521186829
A soccEr stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with rcheering fans and bright lights and player on th field.: 0.9866583943367004,A soccer stadium filled wite cheerping flns and bright lights and players on he field.: 0.9740961194038391,A soccer stadium filled witn cheerign fwns anCd bright lights and players In the feild.: 0.9508672952651978
A socceR stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fan and bright lights an players on Yhe field.: 0.9862416982650757,A soccer stadium filled wit cheeriRng fans an bright lights and Dplayers on the field.: 0.9726441502571106,A soccer stadiuum filled iwth chTering rans and bright lights adn players on teh field.: 0.9487326741218567
A soccer Stadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A Soccer stadium filled with cheering fans and bright lighqts an players on the field.: 0.9860826134681702,A soccer mstadium filled with cheering fasn and brght lights anD players on the field.: 0.9725976586341858,A occer stadium filled with cheering fanVs anr bright light and players or te field.: 0.9472042918205261
A soccer sTadium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadiuM filled with cheering qfans and bright lights and players en the field.: 0.985580563545227,A soccer stadium filled with cheering fasn and bright lights an Lplayers kn the field.: 0.9720173478126526,A soccer stadium filled wtih cheering fangs and brigYht lihts und Rplayers on the field.: 0.9461091756820679
A soccer stAdium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with Cheering fans and brght lighs and players on the field.: 0.9850940704345703,A soccer stadium fliled with cheering ans and bright lights Und players on teh field.: 0.9717609882354736,A soccer stadimu filled with cheering fans and brighGt liOghts aUnd plyaers on Sthe field.: 0.9454877972602844
A soccer staDium filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer Stadium filled with cheering fans and brighL lights and payers on the field.: 0.9844016432762146,A soccer stadium filled woth ceering afns and bright lights and Hplayers on the field.: 0.9716899394989014,A soccer stadiim filled with cheering fan Cand bright lights and plPayers oNn thr field.: 0.9444014430046082
A soccer stadIum filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans and bright loghts an playerps on the field.: 0.9843797087669373,A soccer stadium filLed with cheering fans and bright lights ad playerBs pn the field.: 0.9714710116386414,A soccer stadium filled with cheering fan an briht lLights znd players oh the field.: 0.9443921446800232
A soccer stadiUm filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fan and bright lights and players on th feild.: 0.9835742115974426,A soccer stadium filled with cheering fanC an brighy lighta and players on the field.: 0.9713113307952881,A soccer stadium filled wIth hceering fans adn bright lights and players no tTe feild.: 0.9432305097579956
A soccer stadiuM filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled wit cheering fans aDd bright lights and players on teh field.: 0.9833546280860901,A soccer stadium filled with cheering fanz and brigh lightF an players on the field.: 0.9709797501564026,A soccer stadium filled with cheering fajs and bright lights ad plyaers in he feild.: 0.9430582523345947
A soccer stadium Filled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadiKm filled with cheering fans and bright lights and pLayers on the fielcd.: 0.9830495715141296,A soccer stadium filled wiht cheerign fabs and bright lights and players on te field.: 0.9700139760971069,A soccer stadium filled wjith chering afns adn brght lights and players in the field.: 0.9427157044410706
A soccer stadium fIlled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans and brught lighLs and players on he field.: 0.9828821420669556,A Bsoccer stadium filled with cheerign fans ind bright lights and plyaers on the field.: 0.9698433876037598,A soccer stadikum filled with Hcheering fanz and sbright lights and pMlayers con the field.: 0.9423848986625671
A soccer stadium fiLled with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans and vright lnights and players on he field.: 0.982475996017456,A isoccer stadium filled with cheering fans ad bright lights and plaoers on teh field.: 0.9695063233375549,A soccer stadimu filled wit cheering fwns and brOight lights and playwrs on he field.: 0.9421638250350952
A soccer stadium filLed with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadimu filled with cheering fans Xand bright lights and vplayers on the field.: 0.9823564887046814,A soccer stadium filled wtih cheering fanw an bright lights aBnd players on the field.: 0.9693197011947632,A soccer stadium filled with chering fans and bsight Lights and fplayers oj te field.: 0.9421352744102478
A soccer stadium fillEd with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium Lfilled with cheering fans ans bright lights and players in the field.: 0.9822238683700562,A soccer stadium filled wiyh cheering fans and bight lughts and players on he field.: 0.9690810441970825,A soccer stadium filled with cheerSing fasn and bfight ilghts and plaHyers on the fied.: 0.9420239329338074
A soccer stadium filleD with cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fanzs and brighf lights and players don the field.: 0.9821775555610657,A soccer stadium filled with cheering fans and brighg lOghts and playerB o the field.: 0.9689140915870667,A soccer stadium filled with cheering fan anR bzight liNghts and playlrs on tEhe field.: 0.9420050382614136
A soccer stadium filled With cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fan and bright lights an players on hte field.: 0.9817878603935242,A soccer stadiqum filled with cheering fanw and brigt lights and players on teh field.: 0.968666672706604,A soccer stadium filled wit Ycheering fans nad bright lights and players oG te fHield.: 0.9416024088859558
A soccer stadium filled wIth cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium fillsd with cheeriNg fans and bright lights and players on yhe field.: 0.9816666841506958,A soccer stadium filled with cheering fanC an briaght lights and players on he field.: 0.9683548212051392,A soccer stadium filled with cheering fsns Land brirght Ilights and pglayers on he field.: 0.9416018724441528
A soccer stadium filled wiTh cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled with cheering fans and bright light and player on the feild.: 0.9816282987594604,A soccer stadium filled eith Mcheering fans and bright lights and players in the fielw.: 0.9680711030960083,A soccer stadiuj fliled ith chereing fans and bright lights anwd players on the fielid.: 0.9415519833564758
A soccer stadium filled witH cheering fans and bright lights and players on the field.: 0.9999999403953552,A soccer stadium filled woth cheering fan and bright lights and Clayers on the field.: 0.9814208745956421,A soccer stadiuW filled with cheering fans and briht elights adn players on the field.: 0.9680652022361755,A soccer stadium filled with cheerkng fans abnd brigh lightx ahnd players in the field.: 0.9415013194084167
