Column 1,Column 2,Column 3,Column 4
6356,8674,4679,2426
A Sunflower field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field undEr a dclear blue sky with bees buzzing among golden blooms.: 0.9974917769432068,A sunflower field under a clear bluf sky with bee buzzing aong goldeXn blooms.: 0.9679074287414551,A sunflower field under a cliear xblue sky with bees buzznig among golYden bloom.: 0.9540662169456482
A sUnflower field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a Oclear blue sky with bees buzziing among golden blooms.: 0.9954152703285217,A sunflower field under a Jclear blue sky with bees buzing among olden bloomNs.: 0.9610981345176697,A sunflower field under a cleaU blue sKy with bees buzizng among goldeb blkoms.: 0.948089599609375
A suNflower field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear bluf sky with beEs buzzing among golden blooms.: 0.9938622117042542,A sunflower field under a clear blue sky wth bees buzzjing among goldne bloom.: 0.9604610800743103,A sunflower field under a clear blue Dsky with bee buzing aming volden blooms.: 0.9480328559875488
A sunFlower field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear bluf sky with bees buzzing among goldeN blooms.: 0.9938622117042542,A sunflower field under a clear blu sky with bees buzzign aming gEolden blooms.: 0.9569346904754639,A sunflower field under a clear blu smy with bees buzzeing amohg golden bloom.: 0.9462223649024963
A sunfLower field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clEar blu sky with bees buzzing among golden blooms.: 0.993242084980011,A sunflower field unDer a clEear lbue sky with bees buzzUing among golden blooms.: 0.9560558795928955,A sunflower field under a clAear blue Gsky with bees buzzinhg anong golden bilooms.: 0.9461610317230225
A sunflOwer field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blu sKy with bees buzzing among golden blooms.: 0.993242084980011,A sunflower fieLd under a clear blue sky wih bees uzzing among golen blooms.: 0.9559867978096008,A sunflower field under a flear blue sky with bees buzing anong goldwn nlooms.: 0.9454777240753174
A sunfloWer field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blue sky with bees buzzign aMong golden blooms.: 0.9926860928535461,A sunflower field under a cleVr blue sky with bees buzhing amogn goledn blooms.: 0.9554520845413208,A sunflower field under a clear bue sky with bees buzizng amoqng gopden blooUms.: 0.9437422752380371
A sunflowEr field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blue sky with bee buzzPing among golden blooms.: 0.991559624671936,A sunflower field under a clear bluoe sky wiht bees buSzing among golsen blooms.: 0.955117404460907,A sunflower fielD under a clar blue sky wiht bHes buzzing amaong golden blooms.: 0.9431591629981995
A sunfloweR field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a cleaR blue sky with bees buzaing among golden blooms.: 0.9913582801818848,A sunflower fielw under a ciear bleu sky with bee buzzing among golden blooms.: 0.9549462199211121,A sunflower field under a ciear bluf sky wth bees Uuzzing amkng golden blooms.: 0.941138505935669
A sunflower Field under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a cleaG Eblue sky with bees buzzing among golden blooms.: 0.9908997416496277,A sunflower field under a clesr blue sky with bees buzzin among goldsn bloom.: 0.9547781348228455,A sunflower fiEld under a clear bjue sky with bees buzzIng smong golden blolms.: 0.9402379989624023
A sunflower fIeld under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear bluCe sky with bee buzzing among golden blooms.: 0.9908496141433716,A sunflower field under a clear bClue sky with bee buzzin aong golden blooms.: 0.9540678858757019,A sUnflower field under a clear bGue sky with bees uzzing amohg gulden blooms.: 0.9399212002754211
A sunflower fiEld under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear zblue sky with bees buzzeing among golden blooms.: 0.9901956915855408,A sunflower field under a cear blue sky with bee bwuzzing among goldrn blooms.: 0.9538416266441345,A sunflower field under a clear blue sky with bee buzzihg amoTg dolden blVooms.: 0.939616322517395
A sunflower fieLd under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blue sky with bees buszing among goldwn blooms.: 0.9898654222488403,A sunflower field under a lcear bluf sky with bees buzzong amoSng golden blooms.: 0.9537391066551208,A sunflower field under a lcear Eblue sky with bees buzznig aong godlen blooms.: 0.9389082789421082
A sunflower fielD under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blue sky with bee buzzing among golden bloom.: 0.9897905588150024,A sunflower field under a lcear blue sky with bees huzzing among goldn blooJs.: 0.9537383913993835,A sunflower field under a cleBr blue sky with Fbees buzznig amog golEden blooms.: 0.9386549592018127
A sunflower field Under a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blue sky with bees buzzing among goldrn blOoms.: 0.9897621870040894,A sunflower field under a clear bluee sky with bees buezzing amosng golden bloomx.: 0.9534704089164734,A sunflower field under a clear bluVe sky wibh bees buzzing aomng glden ilooms.: 0.9385475516319275
A sunflower field uNder a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear blu sky with bees buzziIg among golden blooms.: 0.9896589517593384,A sunflower field under a clear bluA sky kwith bees buzzinxg ampng golden blooms.: 0.9534240365028381,A sunflower field under a claer Sblue sky with bees buzzinD among goden blomos.: 0.937514066696167
A sunflower field unDer a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clera blue sky with bees buzzing among golden blooMs.: 0.9895312190055847,A sunflower field under a clear Cblue sky with bees buzzinw mong oglden blooms.: 0.9532463550567627,A sunflower field under a cear blue sky with bews buzzYng amojg golden bloms.: 0.9355464577674866
A sunflower field undEr a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear bluf sky with fbees buzzing among golden blooms.: 0.9895219206809998,A suNflower field under a cleaxr ble sky with bees buzzing among golden vlooms.: 0.9529414772987366,A sunflower field under a cleaFr bluee sky witC beMes buzzing among goldRn blooms.: 0.9352285265922546
A sunflower field undeR a clear blue sky with bees buzzing among golden blooms.: 1.0,A sunflower field under a clear dblue sky with bees buzzind among golden blooms.: 0.9893152713775635,A sunflower field under a clear Nblue sky with bees buzaing among golwen bloomJ.: 0.9525357484817505,A sunflower field under a clepr blue sky wiht bees buzxing aong gopden blooms.: 0.9345189929008484
