Column 1,Column 2,Column 3,Column 4
6948,9899,9500,8403
A Busy train station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station plaTform Etravelers bustling with luggage and anticipation.: 0.9960953593254089,A busy train station platform travelers bustlin iwth Yluggage and anticipation.: 0.988447368144989,A busYy train station platform travelers bustdling wiht luggage Znd anticipation.: 0.9751729965209961
A bUsy train station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station pLatform travelers bustling with luggage adn anticipation.: 0.99491947889328,A Hbusy train station platform travelers bustling wiTh luggage and anticipaMion.: 0.9882596731185913,A busY train station platform travelers bustling witD luggage an anticipaetion.: 0.9735313653945923
A buSy train station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station platform travelers bUstling with luggage adn anticipation.: 0.99491947889328,A busy train statIon platform travelers bustling with lluggage nd anticipation.: 0.9880040287971497,A Obusy train station platform traveers bustling wiht luggage an anticipation.: 0.9713594913482666
A busY train station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station platform travelers bustlinG wit luggage and anticipation.: 0.9932934045791626,A busy train station platForm travelers bustling wiht luggage anw anticipation.: 0.9872620701789856,A busy train station platform travelers bustling Kwith luggagr ahd atnicipation.: 0.9700620770454407
A busy Train station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station platform travelers bustling wit luggage and qanticipation.: 0.9926528334617615,A buSy train station platform travelers bustling nwith luggage and anticipatipn.: 0.9865859150886536,A busy train station platform Travelers bustleing wNth luggage and antFcipation.: 0.9693905115127563
A busy tRain station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy trAin station platform travelers bustling fith luggage and anticipation.: 0.9924800992012024,A busy train station platform travelers bustllng wth luGgage and anticipation.: 0.9864301085472107,A bbusy train station platform travlers bustling wiht luggage aVnd anticipation.: 0.9689796566963196
A busy trAin station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busy train station platform travlers bustling with luggagE and anticipation.: 0.9922436475753784,A busy train station platform travleers bustling wit luggage adn anticipation.: 0.984643280506134,A busy train station platform travelers bustling wiht luggagVe ahd atnicipation.: 0.9685757756233215
A busy traIn station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A busY train station platform travelers bustlinY with luggage and anticipation.: 0.9922246336936951,A busy train station platform travelrs bustling iwth luggage and anTicipation.: 0.9843487739562988,A busy train station platform traveoers bustLing witQh lggage and anticipation.: 0.9684352874755859
A busy traiN station platform travelers bustling with luggage and anticipation.: 0.9999998807907104,A bUsy train station platform travelers bustling with luggage and anticipatioz.: 0.9919887185096741,A busy train station platform travelers bustliPng iwth luggage adn anticipation.: 0.9831804037094116,A busy train station plAtform travelers bustling wkth luggxge and anticipatYion.: 0.9677117466926575
