Column 1,Column 2,Column 3,Column 4
6231,9882,9541,7721
A Masquerade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball on a grand ballroom with elegant mask and flowing gowns.: 0.9959185719490051,A masquerade ball on a grand ballroom with elegant mask and floeing gowns.: 0.9910241961479187,A masquerade ball on a grand bailroom with elegant masks ad fFlowing gwns.: 0.9645611643791199
A mAsquerade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade balll in a grand ballroom with elegAnt masks and flowing gowns.: 0.995290219783783,A masqueRade ball in a brand ballroom wth elegant masks and flowing gowns.: 0.987231969833374,A masquerade bal in a rgand xballroom wth elegant masks and flowing oowns.: 0.9643815159797668
A maSquerade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and flowing Gowns.: 0.9951070547103882,A masquerade bal in a grand ballroom with elegant masks and fiowing gownS.: 0.9869998693466187,A masquerade ball iN a grand ballroom with elegant Cmasks aUnd floing jowns.: 0.9633947610855103
A masQuerade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a granvd ballroom with elegant masks and flowiNg gowns.: 0.995054304599762,A masquerade ball in a gand ballroom with elegant masks and Kflowing Dgowns.: 0.9864028692245483,A masquerade bal in a grand allroom wifh elegant mask qand flowing gowns.: 0.9612167477607727
A masqUerade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand balLroom with elegant masks and floing gowns.: 0.9944630265235901,A masquerade ball in a graTnd ballroom with elegant wmasks and foowing gowns.: 0.9862327575683594,A masquerade balll in a graTnd ballroom Mwith elegznt masks and flomwing gowns.: 0.9605813026428223
A masquErade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and floding gowns.: 0.9943867325782776,A masquerade ball in a gran ballroom with elegant masks nad floding gowns.: 0.9858477711677551,A masquerade bal in a drand ballroom wuth elegznt masks anrd flowing gowns.: 0.9597977995872498
A masqueRade ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and flwoing gowns.: 0.994245171546936,A masquerade bal in a grand bFllroom with elegant masks and flowin gowns.: 0.9844242334365845,A masquerade bal in a gand ballroom eith elegqnt masks and flowign gowns.: 0.9595163464546204
A masquerAde ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand Cballroom with elegant masks and flowning gowns.: 0.9942255020141602,A masquerade bal in a grand buallroom with elegant masks asnd flowing gowns.: 0.9841784238815308,A masquerade ball in a grand cballroom with elegCnt maskG afnd flowing goens.: 0.9592167139053345
A masqueraDe ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a gran ballroom with elegant masks and mflowing gowns.: 0.994192361831665,A masquerade bal in a grand ballroom with elegant masks nad lowing gowns.: 0.9841280579566956,A masquerade abll in a gBand ballroom with eleganKt masks nad flwoing gowns.: 0.9591125249862671
A masqueradE ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade bal in a grand ballroom with elegant masks and Dflowing gowns.: 0.9938613772392273,A masquerade bal in a grand baKlroom with elegant masks aind flowing gowns.: 0.984008252620697,A masquerade ball in a grlnd ballroom with dlegant massk qnd flowin gowns.: 0.958495557308197
A masquerade Ball in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball on a gran ballroom with elegant masks and flowing gowns.: 0.9937426447868347,A masquerade ball in a grand abllroom with elegant mask and flowinqg gowns.: 0.983653724193573,A masquerade bal in a garnd balroom lwith elegant masks and fliwing gowns.: 0.9581641554832458
A masquerade bAll in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a gran ballroom with elegaNt masks and flowing gowns.: 0.9935799837112427,A masqueraDe ball in a gband ballroom with elegant masks wnd flowing gowns.: 0.983630359172821,A masquerade ball in a gand ballroom wiSth elegnt masks aynd fqlowing gowns.: 0.9575426578521729
A masquerade baLl in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and foowing gowns.: 0.9934746026992798,A masquerade ball in a ghrand xballroom with elegant masks and folowing gowns.: 0.9830979704856873,A masquerade baGll in a grand ballrooOm with Elegant masks Fand fowing gowns.: 0.9574867486953735
A masquerade balL in a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand qballroom with elegant masks and floaing gowns.: 0.9928809404373169,A masquerade ball in a granr ballroom with elegant masks nad fpowing gowns.: 0.9830312132835388,A masquerade bal in a crand ballroom with elegatn masks pnd flowng gowns.: 0.9570307731628418
A masquerade ball In a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and flwing gowns.: 0.9928604960441589,A masquerade Sball in a grEnd ballroom with elegant masks and floing gowns.: 0.982955813407898,A masquerade bal in a graVd ballroom wih elegat maks and flowing gowns.: 0.9564276337623596
A masquerade ball iN a grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant mask and Dlowing gowns.: 0.9927680492401123,A masquerade ball on a grand ballroom with eleagnt masks and fbowing gowns.: 0.9829288721084595,A masquerade bal on a grand baloroom with elegant masks and floing gownUs.: 0.9562901258468628
A masquerade ball in a Grand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a Ygrand ballroom with elegant masks and dlowing gowns.: 0.9927434921264648,A masquerade bal in a gand ballroom with elegant masks and flowin gowns.: 0.9828716516494751,A masquerade ball in a gran ballroom with leegant masls abd flkowing gowns.: 0.9561322331428528
A masquerade ball in a gRand ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball iN a grand ballroom with elegant masks and flownig gowns.: 0.9927003979682922,A masquerade ball on a grxnd ballroom with elegant masks and flownig gowns.: 0.9828528165817261,A masquerade ball in a gtand ballroom with elegant maskB an fkowing gwons.: 0.9554076790809631
A masquerade ball in a grAnd ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegaNt masks and flowign gowns.: 0.9926984310150146,A masquerade ball in a granr ballroom with elegant masks nad flDowing gowns.: 0.9828022718429565,A masquerade bal in a grand bsllroom with eRlegant nasks and flwwing gowns.: 0.9553391337394714
A masquerade ball in a graNd ballroom with elegant masks and flowing gowns.: 0.9999998807907104,A masquerade ball in a grand ballroom with elegant masks aNd flowign gowns.: 0.9926984310150146,A masquerade ball in a gand Vballroom with elegant masks and flowPing gowns.: 0.9821503758430481,A masquerade ball in a grnad ballroom with exlegant maska aYnd flQowing gowns.: 0.9553171396255493
