Column 1,Column 2,Column 3,Column 4
7480,9812,4854,2060
AN old European town square with a fountain and cobblestone streets and some sunflower.: 1.0,A old EEuropean town square with a fountain and cobblestone streets and some sunflower.: 0.9962807893753052,A old European town square with a fountain Dand cobblestoje street and some sunflower.: 0.9718471169471741,A old Euroean Town square mwith a fountain nd cobblestone streets and some sunflower.: 0.9613379240036011
An Old European town square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets and somke sunflower.: 0.9952539801597595,A old EuroApean town quare with a fountain aNd cobblestone streets and some sunflower.: 0.9663033485412598,Wn old European town square wit a fountain and cobblestone srteets an somR sunflower.: 0.9492022395133972
An oLd European town square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone Gstreets and some sunflower.: 0.9951328039169312,A olD Europezn town square with a fountain and cobblestone streets aKd some sunflower.: 0.9660699963569641,n ol European town square with a fountain adn cobblestone sCreets abd some sunflower.: 0.9461960196495056
An olD European town square with a fountain and cobblestone streets and some sunflower.: 1.0,An Old European town square with a Mfountain and cobblestone streets and some sunflower.: 0.9946361184120178,An olq European town square with a fountain and Pcobblestone steets ane some sunflower.: 0.963463306427002,A old European town squre with a fountain nad cobblestone streetw and ome sunflower.: 0.9460099339485168
An old EUropean town square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets and ome sunflower.: 0.9945709705352783,An ol European town square with a fountain an cobblestone stgeets an some sunflower.: 0.9632593393325806,nA old European town square with a fountain aBnd cobblesyone strQeets nd some sunflower.: 0.9459784030914307
An old EuRopean town square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets Fand some sunflower.: 0.9943534135818481,An olh European town square wIth a fountain and cobblestone streets anxd sOme sunflower.: 0.9616776704788208,A old Ehropean town square witH a fountain ajd cobblestone streets and som sunflower.: 0.9457098841667175
An old EurOpean town square with a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square wth a fountain and cobblestone streets and sOme sunflower.: 0.9933048486709595,A old EuropOan town square with a fountain anDd cobblestone streets and zsome sunflower.: 0.9613158106803894,An old Europwan Hown square with a fountain adn cobblestone streeTs and ome sunflower.: 0.9449291825294495
An old EuroPean town square with a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square with a fountain aNd cobblestone street and some sunflower.: 0.9926044940948486,An ol European town square with a fountain nad cobblestone stretes adn some sunflower.: 0.9609227180480957,An old Europlean town square with a fountain nd cobblestone strevts an soje sunflower.: 0.9439847469329834
An old EuropEan town square with a fountain and cobblestone streets and some sunflower.: 1.0,An old European tOwn square with a fountain jnd cobblestone streets and some sunflower.: 0.9919503331184387,A ol European town square with a fountain nad cobblesotne streets and some sunflower.: 0.9605957865715027,An ole EuropDan town square wth a fountain an cobblestone stretes and some sunflower.: 0.9417158365249634
An old EuropeAn town square with a fountain and cobblestone streets and some sunflower.: 1.0,An ole European town square with a fountain and cobblestone streets aNd some sunflower.: 0.9919339418411255,A old European town square with a fountain and cobblestonf srteets Pnd some sunflower.: 0.9601571559906006,An ol European town square with a fountain anD cobblestone stretes anF soe sunflower.: 0.9416592121124268
An old EuropeaN town square with a fountain and cobblestone streets and some sunflower.: 1.0,A ol European town square with a fountain and cobblestone streets and some sunflower.: 0.991758406162262,An old Europaen town square with a fountain and cobblestone Bstreets ahd som sunflower.: 0.959494948387146,An od EuropeIan town square with a fountain an cobblestone styreets avd some sunflower.: 0.9414281249046326
An old European Town square with a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square with a fountain and cobblestone streets aNd somq sunflower.: 0.9916496872901917,nA old European town square wit a fountain and cobblestone streess adn some sunflower.: 0.9582386016845703,A old European town squvare with a fountain adn cobblestoNe streetN and some sunflower.: 0.9397855401039124
An old European tOwn square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain nd cobblestone streets and some sunflower.: 0.9915174245834351,An old European town square with a fountAin and cobblestone treets anw sone sunflower.: 0.9576947093009949,OAn old European town square with a fountain Yand cobblestone stretes an soem sunflower.: 0.9389566779136658
An old European toWn square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain an cobblestone streets and some sunflower.: 0.991475522518158,An old Euroean town square with a fountain and cobblestone skreets an somJe sunflower.: 0.9574984908103943,An old European town sqUare ith a fountain an cobblestyne sfreets and some sunflower.: 0.938016951084137
An old European towN square with a fountain and cobblestone streets and some sunflower.: 1.0,An old european town square with a fountain adn cobblestone streets and some sunflower.: 0.9914193153381348,An old European town square wth a fountain and cobblestohe streeAs and soAme sunflower.: 0.9574360251426697,An ol Europena town square with a fountain abd cobblestone streewts nad some sunflower.: 0.9379826188087463
An old European town Square with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain adn cobblestone streets and some sunflower.: 0.9911377429962158,n old European town square with a fountain and cobblestone sterets an soem sunflower.: 0.9568804502487183,An old Europaen town square with a bfountain nad cobblestone steets and sgome sunflower.: 0.9373595118522644
An old European town sQuare with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets and gome sunflower.: 0.9910632371902466,A old European town square with a fountain nad cobblestoje strests and some sunflower.: 0.9567689299583435,lAn oald European town square wtih a fountain and cobblestone sgreets abd some sunflower.: 0.9369547367095947
An old European town sqUare with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets and ssome sunflower.: 0.9909986853599548,An old Europaen town square with a fountain and cobblestone strewts aand somd sunflower.: 0.9567255973815918,An old Europea town square witu a kfountain nad cobblestone street and some sunflower.: 0.9368188977241516
An old European town squAre with a fountain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestoTe streets and some sunflower.: 0.9909783005714417,An old European town square with a fountain nd cobblestoen Ltreets Aand some sunflower.: 0.9563722014427185,An old European town sqXuare with a fountain aand cobblesyone streets nad ome sunflower.: 0.936678409576416
An old European town squaRe with a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square with a fountain and cobblestone streCts anD some sunflower.: 0.9908648729324341,An old European town square wth a fountain nd cobblestone sWtreets and somze sunflower.: 0.9561743140220642,SAn old European town sqare with a fountain and cobblestone streete abd som sunflower.: 0.9359144568443298
An old European town squarE with a fountain and cobblestone streets and some sunflower.: 1.0,An ol EUropean town square with a fountain and cobblestone streets and some sunflower.: 0.9906677007675171,An ol iEuropean town square Rwith a fountain and cobblestone streest and some sunflower.: 0.9559735059738159,An old European town square wit a fountain adn cobblesrone sutreets and soHe sunflower.: 0.9351352453231812
An old European town square With a fountain and cobblestone streets and some sunflower.: 1.0,An ol European town square with a fountain and cobblestone streEts and some sunflower.: 0.9906677007675171,A old Eurooean town square with a fountain and cobblestoen wstreets and some sunflower.: 0.9557796120643616,nA old European town square with a fountain and cobblesotne etreets adn somue sunflower.: 0.9344785213470459
An old European town square wIth a fountain and cobblestone streets and some sunflower.: 1.0,An old European Town square with a fountain and cobblestohe streets and some sunflower.: 0.9904780387878418,A obld European town square with a fountain nad cobblestone streets ans some sunflower.: 0.955690324306488,nA old European town square with a fountain an cobblestone strerts adn ome sunflower.: 0.9341021776199341
An old European town square wiTh a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square with a Fountain and cobblestoxe streets and some sunflower.: 0.9904659986495972,n old European town Square with a fountain anxd cobblestone streets and som sunflower.: 0.9552724957466125,nA olN European town square wth a fountain and cobbleshone streets and somxe sunflower.: 0.9337875843048096
An old European town square witH a fountain and cobblestone streets and some sunflower.: 1.0,An old European town square with a foUntain and cobblestone stredets and some sunflower.: 0.9904606938362122,An olHd European town square with a fountain and cobbleston streefts adn some sunflower.: 0.9547086954116821,A old European town square with a Ufountain and cobblestone straeets anod skme sunflower.: 0.9334840774536133
An old European town square with a Fountain and cobblestone streets and some sunflower.: 1.0,An old EuropeaN town square with a fountain Uand cobblestone streets and some sunflower.: 0.9900794625282288,An old EuropeaNn town square with a fountain anEd cobbleston streetI and some sunflower.: 0.9544576406478882,Qn oLd European town quare wit a fountain and cobblestone streets and somse sunflower.: 0.9334530830383301
An old European town square with a fOuntain and cobblestone streets and some sunflower.: 1.0,An old European town square wth a fountain and cobblestone street and some sunflower.: 0.9900513887405396,n old Europeasn town square with a fountain and cobblestone Astreets nd some sunflower.: 0.9543453454971313,nA ol European town squeare with a fountain and cobblestone streetz aand some sunflower.: 0.9317153096199036
An old European town square with a foUntain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streest and some sunflower.: 0.9899584054946899,An lod European town square with a fountain an cobblestone streers adn some sunflower.: 0.9542689919471741,An lod European town quare with a fountain nd cobblestone street eand some sunflower.: 0.9313023090362549
An old European town square with a fouNtain and cobblestone streets and some sunflower.: 1.0,An old Europeal town square with a fountain and cobblestone streets an some sunflower.: 0.9899327158927917,n old European town square wiTh a fountain and cobblestone stZreets and somoe sunflower.: 0.954255998134613,A ol European town square with a fountain and cobbleston streedts ind some sunflower.: 0.9311721324920654
An old European town square with a founTain and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestone streets and somae sunflower.: 0.9898203015327454,An ol European town square with a fountain and cobblestone sreets anf somTe sunflower.: 0.9539923071861267,An old EuropQan town square with a vfountain anDd cobblestone ptreets and somj sunflower.: 0.9305912852287292
An old European town square with a fountAin and cobblestone streets and some sunflower.: 1.0,An old European town square with a fountain and cobblestonB streets aNd some sunflower.: 0.989750862121582,A olr European town square with a fountain and cobblestone strefets and somP sunflower.: 0.9539178013801575,An old European town square with a fountain an cobblestoce strets nad soem sunflower.: 0.930310845375061
An old European town square with a fountaIn and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain aZnd cobblestone streets and some sunflower.: 0.9895889759063721,An old European town square ith a fountain and cobblestone streetp nd some Sunflower.: 0.9534162878990173,An old European otwn square with a fountain nad cobblestone cstreets nd som sunflower.: 0.9295157790184021
An old European town square with a fountaiN and cobblestone streets and some sunflower.: 1.0,A old European town square with a fountain and cobblestome streets and some sunflower.: 0.989488959312439,An old Europen town square wth a fountain and cobbleston Sstreets and some sunflower.: 0.9533875584602356,A old European twn square wit a fountain anR cobblestone streets and somw sunflower.: 0.9290453195571899
