Column 1,Column 2,Column 3,Column 4
8509,9552,8867,6298
A Babbling brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds htrough a lush forest sunlight filteing thRough the dense canopy onto rocks.: 0.9896959066390991,A babbling brook wnds through a lush forest sunlight fltering through the denSe canopy ontO rocks.: 0.989663302898407,A babbling brook wnds through a lush forest sunlight filteirng through hhe dense canop ontg rock.: 0.953726053237915
A bAbbling brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush foRest sunlight filtering Lthrough the dense canopy onot rocks.: 0.9880585670471191,A babeling brook winds through a lush forest sunlight filtering tcrough The dense canopy into rocks.: 0.9781911373138428,A babbling brook Owinds through a ulsh foresy sunlight filtering throuh rhe dense canopy onot rocks.: 0.9502963423728943
A baBbling brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight filterng through thf dense Rcanopy onto rocks.: 0.9868736267089844,A babbling brook wids through a lush forest sunlight fiptering throug ithe dense canopy onto rocks.: 0.9759515523910522,A babbling brook wids through a lush forest sunlight filtreing throRgh thw ense canopy Gnto rocks.: 0.947359025478363
A babBling brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight Bfiltering through the dense cAnopy ont rocks.: 0.9864700436592102,A banbling brook wids through a lush forest sunlight filtering thHough Zhe dense canopy onto rocks.: 0.9754729270935059,A babbling brook wPinds throuhg a lUsh forest sunlight filtering througy tbe dense Lcanopy onto rocks.: 0.9472953677177429
A babbLing brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook Ywinds through a lush forest sunlight filteribg htrough the dense canopy onto rocks.: 0.9856210947036743,A banbling brook winds through a lush foresy sunlight fltering through hte dense canopy onto rocks.: 0.9751448035240173,A habbling brook winds thrugh a lush forest sunlight filtring through ghe ndense canopy onto rock.: 0.9471032619476318
A babblIng brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook wnds through a lush forest sunlight filterng through Xthe dense canopy onto rocks.: 0.9855856895446777,A abbbling brook winds through a lush forest sunlight fOiltering through he dense canopy onto rock.: 0.9746280908584595,A babbing brook winds thrSough a elush forets sunlight fJltering through hte dense canopy onto rocks.: 0.9467055797576904
A babbliNg brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight flitering through the dnese canopy oNto rocks.: 0.9855813384056091,A babbbling brook winsd through a lush forest sunlight flitering trough the dense canopy onto rocks.: 0.974362313747406,A babling brook wcinds through a lush forest sunlight lfiltering throfugh teh duense canopy onto rocks.: 0.9464470744132996
A babblinG brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight filterin trough the sense canopy onto rocks.: 0.9854604601860046,A babling brook winds throough a lusH forest sunlight flltering through the dense canopy onto rocks.: 0.9742992520332336,A babbling brook inds through a lush forest sunligt filtering throuh Vthe denuse Ocanopy onto rocks.: 0.9458474516868591
A babbling Brook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook inds through a lush forest sunlight filtwring htrough the dense canopy onto rocks.: 0.9854425191879272,A babbling brook wnds trough a lush forest sunlight filtering through he Gdense canopy onto rocks.: 0.9741900563240051,A babbling brook windYs trough a luSh forest sunlight filtering throuh the dense canopy otno rockds.: 0.9444503784179688
A babbling bRook winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight filfering through thMe dense canopy into rocks.: 0.9850779175758362,A batbbling brook winds through a lush forest sunlight filtering htrough thEe Rdense canopy onto rocks.: 0.9739262461662292,A bqbbling brook winds through a Lush forets sunlight filternig through Mthe dense anopy onto rocks.: 0.9441415667533875
A babbling brOok winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winEds through a lush forest sunlight Filtering through thL dense canopy onto rocks.: 0.9850011467933655,A bajbling brook winds through a lush forest sunight filtering trhough hhe dense canopy onto rocks.: 0.9728928804397583,A babblibg brook winds through a lush forest sunlight fiVltering throDgh tuhe densSe cankopy onto rocks.: 0.9441133737564087
A babbling broOk winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook Swinds through a lush forest sunlight filering throug the dense canopy onto rocks.: 0.9844736456871033,A babbling brook wijds through a lush forest sunlight filtreing through the dense canopy ontg ocks.: 0.9728096127510071,A babling brook winds through a lush forest sunlLight Yiltering through the ednse canopy ontk rkcks.: 0.9439648985862732
A babbling brooK winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook woinds through a lush forest sunlight filteming through th dense canopy onto rocks.: 0.984343409538269,A bbbling brook winds through a lush forest sunlight filterig trhough thr dense canopy onto rocks.: 0.9724909663200378,A nabbling brook wind through a lush forest sunlight fUiltering throguh fhe dense canopy onLo rocks.: 0.9436423778533936
A babbling brook Winds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babling brook winds through a lush forest sunlight filtewing through the dEnse canopy onto rocks.: 0.9843393564224243,A Labbling brook winds through a lush forest sunlight filotering through Sthe ednse canopy onto rocks.: 0.9723910689353943,A bahbling brook wiQnds thruogh a lush foreat sunlight fjltering through Vthe dense canopy onto rocks.: 0.9436272978782654
A babbling brook wInds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling bRook winds through a lush forest sunligth filteMing through the dense canopy onto rocks.: 0.9839473366737366,A babbling brook iwnds throug a lush forest sunlight fitlering through the dense canopY onto rocks.: 0.9709543585777283,A babbling brook Pwinds trough a lush flrest sunlight filtring through teh dense canopy onot rocks.: 0.9429038166999817
A babbling brook wiNds through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winds through a lush forest sunlight filterig througn thE dense canopy onto rocks.: 0.9838151335716248,A babbling brook wiDds through a lush forest Nsunlight ofiltering through the ednse canopy onto rocks.: 0.9708213806152344,A babbling brook winds throudgh a Lush forest sunlight fiotering throughh the dense canompy onto rOcks.: 0.942467987537384
A babbling brook winDs through a lush forest sunlight filtering through the dense canopy onto rocks.: 1.0000001192092896,A babbling brook winsd through a lush forest sunlight bfiltering htrough the dense canopy onto rocks.: 0.9836418628692627,A ubabbling brook wInds through a lush forest sunlight filtering through tje dRnse canopy onto rocks.: 0.9708079099655151,A babbling brook wikds through a ulsh forest sunlight filmering througW tYhe dense canopy nto rocks.: 0.9424490332603455
