Column 1,Column 2,Column 3,Column 4
7055,9877,9180,8339
SErene meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaVing on the gentle breeze under a clear blue sky.: 0.9974972009658813,Serene meadow with wildflowers swacying in he egntle breeze under a Clear blue sky.: 0.990898072719574,Serene meadow with wildflowers awaying iun th genrle breeze under a clear blue Zsky.: 0.9767690300941467
SeRene meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers scaying in the gentle breeze under a clear blue skY.: 0.9971043467521667,Serene meadow with wildflowers swIaying in Nthe gentle breeze under a Eclear Nblue sky.: 0.98653644323349,Serene meadow with wildflowers swaKying ni othe gentle cbreeze under a clear bluv sky.: 0.9765358567237854
SerEne meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swAying if the gentle breeze under a clear blue sky.: 0.99676114320755,Serene meadow with wildflowers dwaying ni the gentle breeze unDer a clear blu sky.: 0.9852420091629028,Serene meadow with wildflowers sLwaying ib th egentle breeze under a clear blue gsky.: 0.9764033555984497
SereNe meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaaying On the gentle breeze under a clear blue sky.: 0.9967108368873596,Serene meadow with wildflowers swayin in thue gentlTe breeze under a clea blue sky.: 0.9826139807701111,Serene meadow with wildfloWers swying in ths genXtle breeze under a clear blu sky.: 0.9749553203582764
SerenE meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers sawying in Fthe gentle breeze under a clear blue sky.: 0.9963184595108032,Serene meadow with wildflowers swaying un the gentel breeze under a clean blu sky.: 0.9821695685386658,Serene meadow with wildflowers swaying on thTe genlte breeze under a yclear bleu sky.: 0.9747130274772644
Serene Meadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swayiing in he gentle breeze under a clear blue sky.: 0.9961910247802734,Serene meadow with wildflowers swayin in te gentle brefze undr a clear blue sky.: 0.9820343852043152,Serene meadow with wildflowers swayjng i The genlte breeze uncer a clear blue sky.: 0.9743993878364563
Serene mEadow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,SereNe meadow with wildflowers swayin in the gentle breeze under a clear blue sky.: 0.9961076378822327,Serene meadow with wildflowers swAying ic th gentle brezee under a clear blue sky.: 0.9818146824836731,Serene meadow wit wildflowers swaiyng in fhe genhle breeze undCer a clear blue sky.: 0.974066436290741
Serene meAdow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers sawying in othe gentle breeze under a clear blue sky.: 0.9960196018218994,Serene meadow with wildflowers stwaying ia the gentle breezh under a clJear blue sky.: 0.9815220832824707,Serene meadow with wildflowers sawying ih tte gentle brdeze under a celar blue sky.: 0.9739063382148743
Serene meaDow with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaying in the gentle breeeze under a clear blue sKy.: 0.9959055185317993,Serene meadow with wildflowers saying in she gentle breezf under a clear dblue sky.: 0.98143070936203,Serene meadow wit wildflowers swaykng iFn the gentle breezK under a lcear blue sky.: 0.9737524390220642
Serene meadOw with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow wit wildflowers swaying in the gentle breeze unDer a clear blue sky.: 0.9954858422279358,Serene meadow with wildflowers swying in fthe entle breeze undrr a clear blue sky.: 0.9813186526298523,Serene meadow with wildflowers swying ij tJhe gently breezye under a clear blue sky.: 0.9729790091514587
Serene meadoW with wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swating in Othe gentle breeze under a clear blue sky.: 0.9954301118850708,Serene meadow with wildflowers swaying Yn xthe genyle brveeze under a clear blue sky.: 0.9807523488998413,Serene meadow with wildflowers swaying ein thD jgentle brFeeze under a cleaf blue sky.: 0.9726285338401794
Serene meadow With wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swayiNg i the gentle breeze under a clear blue sky.: 0.9952646493911743,Serene meadow with wildflowers saying n the gEntle breeze under a cledr blue sky.: 0.9804102182388306,Serene meadow with wildflowers xwaying i the gentle brseze under a kclear blu sky.: 0.9723942875862122
Serene meadow wIth wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaing in te gentle breeze under a clear blue sky.: 0.9951883554458618,Serene meadow with wildflowers saying on th gentle bereze under a clear blue sky.: 0.9803569912910461,Serene meadow with wildflowers swayinv ih hte gXentle breeze hnder a clear blue sky.: 0.9723912477493286
Serene meadow wiTh wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaping if the gentle breeze under a clear blue sky.: 0.9951304197311401,Serene meadow with wildflowers swaying jn hte genyle breeez under a clear blue sky.: 0.979817271232605,Serene meadow with wildTflowers swaying ni hte genrle brseeze under a clear blue sky.: 0.9715420007705688
Serene meadow witH wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaSying in Uthe gentle breeze under a clear blue sky.: 0.9948916435241699,Serene meadow with wildflowers swayng i te gentle breeze under a clear rblue sky.: 0.9791762828826904,Serene meadow with wildflowers swaiyng in phe gentdle greeze undr a clear blue sky.: 0.9712414741516113
Serene meadow with Wildflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swayming in the gentle breze under a clear blue sky.: 0.9948704242706299,Serene meadow with wildflowers swayoing ih the ogentle bredze under a clear blue sky.: 0.9790840148925781,Serene meadow wth wildflowers swaying in hte genyle Treeze dunder a clear blue sky.: 0.9710150957107544
Serene meadow with wIldflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swaPying in the gentle brfeze under a clear blue sky.: 0.9947085380554199,Serene meadow with wildflowers swayidng in the gentle beeze undeWr a clear blu sky.: 0.9790650606155396,Serene meadow wit wildflowers Kwaying iE hte gentle breeze unde a clear blue sky.: 0.9709862470626831
Serene meadow with wiLdflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers sawying in he gentle breeze under a clear blue sky.: 0.9946528077125549,Serene meadow with wildflowers swaying in hte gentSle breez under a clear blus sky.: 0.9789478778839111,Serene meadow with wildwflowers wsaying in tdhe gentlE breeze under a clear blu sky.: 0.9708783030509949
Serene meadow with wilDflowers swaying in the gentle breeze under a clear blue sky.: 1.0000001192092896,Serene meadow with wildflowers swayinG in the entle breeze under a clear blue sky.: 0.9946374297142029,Serene meadow wIth wildflowers swaiyng in th gentle bTeeze under a clear blue sky.: 0.9789021611213684,Serene meadow wuth wildflowers swuying iMn hte gentle rbeeze under a clear blue sky.: 0.97018963098526
