Column 1,Column 2,Column 3,Column 4
8690,8578,5554,2130
A Cozy cabin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exude wamrth smoke rising from its chimney into othe winter air.: 0.9873804450035095,A cozy cAbin nesttled in the snowy woods exudes warmth smoke dising rfom is chimney into the winter air.: 0.966362476348877,A cozLy cabin nestles on the snowy woods exudeOs waHmth smke rising from ist chimney into the winter air.: 0.9315373301506042
A cOzy cabin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in hte snowy woods exudes nwarmth smoke rising from it chimney into the winter air.: 0.9839658141136169,A cozy cabin nestled in ethe snowy woods exdes warmtYh smoke rising from is chimney into the winter aie.: 0.964374840259552,A cozy cabin enstled in the snowqy woods exudes wartmh smoks risin frem ita chimney into the winter air.: 0.9299504160881042
A coZy cabin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin neslted in the snowy woods exude warmth smoke rising fro its chimney into the winter air.: 0.982284426689148,A cozy cabin nestled in tHe snowy woods exdes warmt smoke rsing from its chimney into thie winter air.: 0.9630066752433777,A cozy cabin nestled i th snowy woods exudes warmth smoke gising rom sits chimney ino the winter ar.: 0.9219413995742798
A cozY cabin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A coZy cabin nestled in the snowy woods exudes warmth smoke Qising from its chimney intO the winter air.: 0.9820399284362793,A cozy cabin nestled ii the snowy woods exdes warmith smoke rising from its chimney into thf vinter air.: 0.9589734673500061,A cozy cabin nrstled in Ghe snowy wood exude warmth smoke rising fram ite chimney einto the winter air.: 0.920721173286438
A cozy Cabin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exudes warmth smoke rsing form its chimney into tEhe winter air.: 0.9791784286499023,A cozy cabin nestsed in tSe snowy woods emudes warmTh smoke rising from ist chimney into the winter air.: 0.9587007164955139,A cozy cabin nnestled fn hte snowy woods exudes wrmth smoke riing from its chimney into tte winter aie.: 0.9201229810714722
A cozy cAbin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exudes warmth smoke riing rfom it chimney into the winter air.: 0.9791181683540344,A cozy cabin Ynestled in the snowy woods exudes warmht smoke risinng from its chimney nto teh winter air.: 0.9578823447227478,A cozy cabin nesteld in thd snoey woods exudes warmth smoke rising from its chimney intVo hte wihter aur.: 0.9195622205734253
A cozy caBin nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin jestled in the snowy woods exudes warmth smoke rising from its chimney into zhe wintEr air.: 0.9782081842422485,A cozy cabin nestped in ithe snowy woods exudes warmtt smoke rysing rfom its chimney into the winter air.: 0.9563561081886292,A cozy cabin netled in the snowj woods exueds warmth smofke irsing furom Eits chimney into the winter air.: 0.9194477200508118
A cozy cabIn nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in tje snowy woods exudes wWarmth smoke rising from its chimney into tHe winter air.: 0.9779781103134155,A cozy cabin nestled i Rhe snowy woods exudes warmth smoke rising From its chimney onto thI winter air.: 0.9554322957992554,A cozy cabin nestled in tne snowy woods exude wrmth smoke rising form tis chimney into the fwinter qir.: 0.9188675880432129
A cozy cabiN nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy wood exudes warmht smoke riing from its chimney into the winter air.: 0.9778413772583008,A coy cabin nestleJ in hte snowy woods exudes warmth smoKe rising from its chimney into thoe winter air.: 0.9516404867172241,A cozy cabin netsled in the snowy woods exuSdes warmth somke rising form its chimney into thd winte iar.: 0.9185439348220825
A cozy cabin Nestled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exude warmht smoke rlsing from its chimney into the winter air.: 0.9774242043495178,A cozy cabin nestled ln the snowy woods exudes warmfh smoke mrising fro Uits chimney into the winter air.: 0.9512244462966919,A cozy cabin nestled in the snowy woods exRudes warmth somke rusing rfom iIts chimney into thd wintr air.: 0.9185286164283752
A cozy cabin nEstled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nesteld in the snowy woods exudes warmth smoke rising from its chimney onto the winter aCir.: 0.9770044684410095,A cozy cabin Fnestled in the snow woods exudes warmth smoke rising form itNs chimney into te winter air.: 0.948920488357544,A cozy cabin jestled in te snowy mwoods euxdes warmth smoke prising fTom ts chimney into the winter air.: 0.9181153774261475
A cozy cabin neStled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exutdes warmth smoke rising from ist chimney into tehe winter air.: 0.9769951105117798,A coy cabin nestled ni the snowy woods exudes wramth smoke riisng from its chimney onto the winter air.: 0.948606014251709,A cozy cabin Pnestled ni the snowy woods exdues warmth smoke risinEg form ifts chimney into tVe winter air.: 0.9179394245147705
A cozy cabin nesTled in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A coy cabin nestded in the snowy woods exudes warmth smoke risIng from its chimney into the winter air.: 0.9769840836524963,A cozy cabin nestled on the snowy woods exudes awrmth smke Iising from its chimney into tte winter air.: 0.9485887885093689,A cozy cabin nestleu iin jthe snowy woods exudes warnth smoks riisng from its chimney into tbe winter air.: 0.9179245829582214
A cozy cabin nestLed in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled ni the snowy woods exudes armth smoke rising from is chimney into the winter air.: 0.9766402244567871,A cozy cabin nestled in the snowy woods exudUes warmth smoke rsing vrom iti chimney into tBe winter air.: 0.9484966993331909,A cozy cabin neGtled i the snowy woods exuds awrmth smoke dising from its chimney into tFe winter aBir.: 0.917259693145752
A cozy cabin nestlEd in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin nestled in the snowy woods exudes wamrth smoke rising from is chimney into Dthe winter air.: 0.9760038256645203,A cozy cabin enstled in the snowy woods exudes warmth smoke Lrising erom its chimney inTo the winter afr.: 0.9481951594352722,A cozy cabin nestzed in the snowr woods exudes wzrmth smokw dising frfom its chimney into the winter oair.: 0.9170968532562256
A cozy cabin nestleD in the snowy woods exudes warmth smoke rising from its chimney into the winter air.: 1.0,A cozy cabin estled in the snowy woods exudes warmth smoke rising fro its chimney into the winter airr.: 0.9757782816886902,A cozy cabin nestled in the snowy woods exudes awrmth smoke rising from its chimney ihto thz wnter iar.: 0.9470289349555969,A cozy cabin nestled iSn thw snowy woods exudes warth smoke risng from is chimney into thW winter anr.: 0.9170672297477722
