Column 1,Column 2,Column 3,Column 4
6959,9952,9729,8935
A Space colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colonY on Mars wit futuristic architecture and terraforming equipment.: 0.9973565936088562,A space colony on Mars wth futuristic architecturw aNd terraforming equipment.: 0.9940240383148193,A space colony in Mars wiHth futuristic architectuqe and terraforming bequipment.: 0.9824668169021606
A sPace colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A spaCe colony on Mars with futuristic architecure and terraforming equipment.: 0.9970513582229614,A space colony in Mars with futuristic archtecture adn terraforming equipment.: 0.9894757866859436,A space colony oh Mars with futuristic architecturSe adn terraforming quipment.: 0.9807015657424927
A spAce colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A sPace colony on Mars with futuristic architecture End terraforming equipment.: 0.9969227910041809,A space colony on mars with futuristic arcLitecture and terraforming eqyipment.: 0.989463210105896,A space colony on mars with futuristic architecturl and terrafYorming equipmenWt.: 0.9793188571929932
A spaCe colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony On Mars with futuristic narchitecture and terraforming equipment.: 0.9968951344490051,A spAce colony on Mars with futuristic archtecture aund terraforming equipment.: 0.9893750548362732,A space colony oh Mars wth futuristic architectUure and terraforming equiament.: 0.9791560769081116
A spacE colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on MarS with futuristic architectuer and terraforming equipment.: 0.9967630505561829,A space cOlony in Mars with futuristic archotecture and terraforming equipment.: 0.9885397553443909,A space colony o Mars with futuristic architectuer apnd terraforming eLquipment.: 0.9777610301971436
A space Colony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony in Mars with futuristic architeCture and terraforming equipment.: 0.9966373443603516,A space colony on Mars wit futuristic arhcitecture and terraforming hequipment.: 0.9875592589378357,A space colony no Mars with futuristic architecature anr terraforming equiFpment.: 0.9758520722389221
A space cOlony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futurisTic architecture adn terraforming equipment.: 0.9963511824607849,A space colony on Mars with futuristic architecturd adn terraforming equipent.: 0.9871989488601685,A space colony oh Mars with futuristic architectre an terraforming equimpent.: 0.9755234122276306
A space coLony on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristIc architecture adn terraforming equipment.: 0.9963511824607849,A space coloNy on Mars wit futuristic architecture aRd terraforming equipment.: 0.9868066310882568,A spaCe colony on Mars with ftuuristic architecture adn terraforming eNuipment.: 0.9754750728607178
A space colOny on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic architecFture and terraforming equipment.: 0.9952501654624939,A space colony on Mars wit futuristic architectue nd terraforming equipment.: 0.9866869449615479,A spaCe colony on Mars wth futurishtic architecture and terraforming qeuipment.: 0.9753720760345459
A space coloNy on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wit futuristic architecture and terraforming rquipment.: 0.9949995279312134,A space colony on Mars wit futuristic architectyure and terraforming equipmeTt.: 0.9866341352462769,A space colony oh Mars wiht futuristic rchitecture and terraforming Vquipment.: 0.9741380214691162
A space colonY on Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony in Mars with futuristic architecture adn terraforming equipment.: 0.9949939250946045,A spacE colony on Mars with futuristic architecgure and terraforming equipmenh.: 0.9863501191139221,A space colony o Mars with futuristic architeQture an terraforming equipmet.: 0.973859965801239
A space colony On Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic architecturs and terraforming equipment.: 0.9949376583099365,A space colony on Mars wit futuristic architecture aBnd terraforming equioment.: 0.9863061308860779,A space colony in Mars with futuristic architectuere and terreforming equupment.: 0.9738161563873291
A space colony oN Mars with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architectue end terraforming equipment.: 0.9946285486221313,A space colony n Mars with futuristic architecture adn terraforming equipMent.: 0.9861478805541992,A space colonRy oen Mars with futuristic architecture And terraforming equipgment.: 0.9737675786018372
A space colony on MArs with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic architecLure and terraforming equipment.: 0.9944249987602234,A space colony on Mars wit futuristic architecture an terraforming equiUment.: 0.9858339428901672,A space colony Sn Mars with futurijstic architectuQre and terraforming equipwent.: 0.9737028479576111
A space colony on MaRs with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architectuDe ans terraforming equipment.: 0.9941145181655884,A space colony on Mars wth futuristic architectufe and terraforming equilpment.: 0.9858049154281616,A space colony on Mars wit uturistic arcgitecture Land terraforming equipment.: 0.9736320972442627
A space colony on MarS with futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architecqture ad terraforming equipment.: 0.9939110279083252,A space Ccolony on Mars with futuristic architecturr ad terraforming equipment.: 0.9857847690582275,A spacE colonh on Mars with futuristic architectuee and terraforming equipmnet.: 0.9735071063041687
A space colony on Mars With futuristic architecture and terraforming equipment.: 1.0,A Space colony on Mars with futuristic architewture and terraforming equipment.: 0.9938799142837524,A space colony in Mars with futuristic zrchitecture and terraforming dquipment.: 0.9856852889060974,A space colony no Mars iwth futuristic architecturw nad terraforming equipment.: 0.9730991721153259
A space colony on Mars wIth futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wit futuristic architecxture and terraforming equipment.: 0.9938279390335083,A space colony on Mars with futuristid architectiure and terraforming quipment.: 0.9852513670921326,A space colony ln Mars wit futuristic architecthre and terraforming eqKipment.: 0.9730827808380127
A space colony on Mars wiTh futuristic architecture and terraforming equipment.: 1.0,A space colony in Mars with futuristic architecture ad terraforming equipment.: 0.9938263893127441,A space colony on Mars wth futuristic architectue and terraforming equkpment.: 0.9852509498596191,A space coloncy no Mars with futuristic architectkre anid terraforming equipment.: 0.9728580117225647
A space colony on Mars witH futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars wit futuristic architecture and terraforming zequipment.: 0.9937493205070496,A lspace colony on Mars with futuristic archtecture and terraforming wquipment.: 0.9850603938102722,A space colony on Mars wiht uuturistic architeQture an terraforming equipment.: 0.9726901054382324
A space colony on Mars with Futuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic achitecture and terraforming dequipment.: 0.993730366230011,A space colony on Mars with futuristic architecturX aGnd terraforming quipment.: 0.9847315549850464,A space colony no Mars wit futuristic archbitecture and terraforming equipmen.: 0.9725298285484314
A space colony on Mars with fUturistic architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic architecture Und terraforming equipment.: 0.993474006652832,A space colony in Mars with futuristic architecture aDnd terraforming eqipment.: 0.9845982789993286,A space colony no Mars with futuristic srchitecture nd terraforming exuipment.: 0.9723989367485046
A space colony on Mars with fuTuristic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic archtiecture aNd terraforming equipment.: 0.9934589862823486,A space colony on Mars with futuristic architwcture anD terraforming eqipment.: 0.9845268130302429,A space colony o Mars with futurisuic architecure and terraforming equipent.: 0.9721943140029907
A space colony on Mars with futUristic architecture and terraforming equipment.: 1.0,A space colony on Mars wit futuristic architecture adn terraforming equipment.: 0.9934356212615967,A space colony on Mars wth futruistic architecture and terraforming nequipment.: 0.9844241738319397,A space colony on Mars wiht futuristic architeckure an terraforming equipmen.: 0.9718407988548279
A space colony on Mars with futuRistic architecture and terraforming equipment.: 1.0,A sPace colony on Mars with futuristic architecture and terraforming eqQipment.: 0.9933407306671143,A space colony on Mars with futuristic architecAture anwd terraforming equpment.: 0.9843325614929199,A space colony in Mars wiht futurinstic architecture and terraforming equipmenc.: 0.9715055227279663
A space colony on Mars with futurIstic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architectuer and terraforming cequipment.: 0.9933174252510071,A space colony on Mars with futurishic architectre and terraforming bequipment.: 0.9841663837432861,A space colony on Mars wit futuristic arcihtecture anLd terraforming equipbment.: 0.9713461399078369
A space colony on Mars with futuriStic architecture and terraforming equipment.: 1.0,A spaCe colony on Mars with futuristic architecture and terraforming equioment.: 0.9932830929756165,A space colony no Mars with futuristic rchitecture and terraforming fequipment.: 0.9840555191040039,A space colony Pn Mars with futuristic archYitecture an terraforming equipmevnt.: 0.9710870981216431
A space colony on Mars with futurisTic architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architectuse and kterraforming equipment.: 0.993252694606781,A space colony on Mars wth futuristic architecture adn terraforming equipNent.: 0.9838736653327942,A space colony no Mars with futuristIc architecture an terraforming equipemnt.: 0.9709966778755188
A space colony on Mars with futuristIc architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic achitecture and terraforming equipment.: 0.9930808544158936,A space colony o Mars with futuristic architectuue and terraforming eqipment.: 0.9836475253105164,A space colony no Mars wit futuristic architecture adn terraforming equopment.: 0.9709370732307434
A space colony on Mars with futuristiC architecture and terraforming equipment.: 1.0,A space colony on Mars wth futuristic architectur and terraforming equipment.: 0.9930374622344971,A space colony o Mars with futuristic architectuer wnd terraforming equipment.: 0.9834755063056946,A space colony oF Mars with fururistic architectur awnd terraforming equipment.: 0.9709191918373108
A space colony on Mars with futuristic Architecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic archYitecture and terraforming Bquipment.: 0.9929150938987732,A space Qcolony on Mars with futuristic architectuee an terraforming equipment.: 0.9834735989570618,A space colony no Mars with futurisCtic archDitecture adn terraforming equipment.: 0.9708375930786133
A space colony on Mars with futuristic aRchitecture and terraforming equipment.: 1.0,A space colony en Mars with futuristic architecture and terraforming quipment.: 0.9929046630859375,A space colony oE Mars With futuristic architecture ad terraforming equipment.: 0.9834050536155701,A space colony no Mars with futuristic amrchitecture ad terraforming equipmeunt.: 0.9704819321632385
A space colony on Mars with futuristic arChitecture and terraforming equipment.: 1.0,A space colony on Mars with futuristic architecure aInd terraforming equipment.: 0.9928578734397888,A space colony on Mars with futuristic architecTure and terraorming equipmenW.: 0.9833869934082031,A space colony in Mars wih futuristic architecture ad terRaforming equipment.: 0.9703152775764465
A space colony on Mars with futuristic arcHitecture and terraforming equipment.: 1.0,A space colony on Mars wit futuristic rchitecture and terraforming equipment.: 0.9927240014076233,A space colony o Mars with futuristic architecthre and terraforming eqjipment.: 0.9832711815834045,A space colony ln Mars wit futruistic arhitecture and terraforming equipment.: 0.9699389338493347
