Column 1,Column 2,Column 3,Column 4
5817,9741,8012,4813
A Sunlit garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with bloomAing tulips and dappled shAdows.: 0.9944178462028503,A sunlit garden path lined wit nblooming tulips and dappled gshadows.: 0.9835871458053589,A sunrlit garden path lineD with bloomung tulips and qdappled shadows.: 0.9793989062309265
A sUnlit garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with qblooming tUlips and dappled shadows.: 0.9933713674545288,A sunlit garden path line with booming tulips and dapptled shadows.: 0.9767858982086182,A sunlIt garden path lihed with bloming tulips and dappled Lshadows.: 0.9666524529457092
A suNlit garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lineD with bloming tulips and dappled shadows.: 0.9923142194747925,A Rsunlit garden path lined with bloomHing tulips and dappled shadow.: 0.9761262536048889,A Asunlit mgarden path lined with blooming tulips kand dapplled shadows.: 0.9594384431838989
A sunLit garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit Bgarden path lined with blooming tulips and dappled gshadows.: 0.9907044172286987,A snlit garden path liNed wth blooming tulips and dappled shadows.: 0.9749172329902649,A sunlit garden path lined with bloVoming tulips an dapled shaDows.: 0.9565549492835999
A sunlIt garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with bloming tulips and dappLled shadows.: 0.9907038807868958,A sunlit garden path lined with lbooming tulips and sdappled sHadows.: 0.97340989112854,A asunlit garden path Lined with bpooming tulips nad dappled shadows.: 0.9559722542762756
A sunliT garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with bloming tulips and dapplled shadows.: 0.9907038807868958,A sunlit garden path lined wit blooming tulip and dappged shadows.: 0.9720612168312073,A sunlit garde path ined with bloomng tulips and dappyled shadows.: 0.9547437429428101
A sunlit Garden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined wit blooming tulips and dappled shadow.: 0.9901552796363831,A sunlit garden path lAined with bloming tulips and dappled shadow.: 0.9718621373176575,A sunlit graden path lSned with alooming tulips and zdappled shadows.: 0.9540604948997498
A sunlit gArden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with Rblooming Otulips and dappled shadows.: 0.9900997281074524,A sunlit garden path liend with blooming tUlips an dappled shadows.: 0.9714643359184265,A sinlit Garden path lined with blooming tulip nd dappled shadows.: 0.9539877772331238
A sunlit gaRden path lined with blooming tulips and dappled shadows.: 1.0000001192092896,A sunlit garden path lined with blooming tulips an dAppled shadows.: 0.9895666241645813,A sunlit garden path lined with rlooming tulips and dappWed shadowS.: 0.9708006978034973,A sunlit garden pAth lined with bllooming tulips anId daSpled shadows.: 0.9539361000061035
