Column 1,Column 2,Column 3,Column 4
6648,9922,9633,8663
A Mysterious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magicAl forest with glowing mushrooms Dand hidden creatures.: 0.9948785305023193,A mysterious and miagical forest wiTh glowing mushrooms and hiddn creatures.: 0.9866918325424194,A mysterifous znd mAgical forest with glowing mushrooms and idden creatures.: 0.9775040149688721
A mYsterious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magiVal forest with glowing mushrooms and Fhidden creatures.: 0.9943457245826721,A mysterous awnd magical forest with glowing mushrooms an hidden creatures.: 0.984624445438385,A mysterious and maigcal forest with gloWing mushrooms adn hidedn creatures.: 0.9698532819747925
A mySterious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysteriOus and magical forest with glowing mushrooms adn hidden creatures.: 0.9940293431282043,A mysterIous and agical forest with glowing mushrooms snd hidden creatures.: 0.9845085740089417,A mysterios anwd magical forest with glowing mushrooms aNd hiddee creatures.: 0.9676811695098877
A mysTerious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magical forest with glowing mushRooms adn hidden creatures.: 0.9940293431282043,A mysterious aNd msagical forest with glowing mushrooms adn hidden creatures.: 0.984203577041626,A mysterious and magixal forest with Glowing mshrooms adn hidden creatures.: 0.9674097299575806
A mystErious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magical forest with glowing mushrooms adn hidden cReatures.: 0.9940293431282043,A myserious and magical forest with glOwing mushrooms and hiden creatures.: 0.9827687740325928,A msyterious and magiCal forest wit glowing mushrooms and hiddne creatures.: 0.9662075638771057
A mysteRious and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterDious and magical forest with glowing mushrooms and hidden bcreatures.: 0.9939768314361572,A mysterious and maGical forest with glowin mushrooms and hnidden creatures.: 0.9822659492492676,A mysterious and magicla forest with glowing mushroom adn ihdden creatures.: 0.9660529494285583
A mysterIous and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and maGical forest with glowing mushrooms cand hidden creatures.: 0.9933002591133118,A mysterious adn magical forest wit glowing mushrooms and hidden rcreatures.: 0.9819279909133911,A mysteriQous andd magical forest with Glowing mushrooms anx hidden creatures.: 0.9657785892486572
A mysteriOus and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magical forest with glowng mushrooms and vhidden creatures.: 0.9931431412696838,A mysterious and magicAal forest with glowing mushrooms and nhidden reatures.: 0.9815905094146729,A mysterious adn mUagical forEst with glowimg mushrooms and hidden creatures.: 0.9657338261604309
A mysterioUs and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and maical forest with glowing mushrooms and Hidden creatures.: 0.9929351806640625,A mysterious and magicaL forest wit glowing mushrooms and hidden creaturs.: 0.9808081984519958,A mysterius aynd magical forest with glowing mushrooms and lhidden creature.: 0.9651655554771423
A mysteriouS and magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and agical forest with glowing mushrooms and hidDen creatures.: 0.9928618669509888,A mysterious and miagical forEst with glowung mushrooms and hidden creatures.: 0.9800260663032532,A mysterous and moagical forest with glowisng umshrooms and hidden creatures.: 0.9651598930358887
A mysterious And magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysteRious ansd magical forest with glowing mushrooms and hidden creatures.: 0.9921421408653259,A mysterious and magical forest with glowing Smushrooms atnd Lidden creatures.: 0.9799779057502747,A mysterious and Magical forest with glowint muNshrooms and hidden Lcreatures.: 0.9646715521812439
A mysterious aNd magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magical forest wit glowing mushrooms and Ihidden creatures.: 0.9921222925186157,A msyterious and magical forest with glowing Tmushrooms and hiddn creatures.: 0.9798855781555176,A mysterous znd magical forest with glowng muxhrooms and hidden creatures.: 0.9640941023826599
A mysterious anD magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and mgaical forest with glowiNg mushrooms and hidden creatures.: 0.9920291900634766,A mysterious and magical forest wit glowin mushrooms adn hidden creatures.: 0.9795268774032593,A mysterious anL mOagical forest with glowng Mushrooms and hidden creatures.: 0.962976336479187
A mysterious and Magical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magidal forest with gLowing mushrooms and hidden creatures.: 0.9918106198310852,A mysterlous xnd magical forest with glowng mushrooms and hidden creatures.: 0.9792196750640869,A mysterous and magical forest with glowng mushroomz snd hidden creatures.: 0.9624053835868835
A mysterious and mAgical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and mayical forest with glowing mushrooms and bhidden creatures.: 0.9917805194854736,A mysterious and magical forest with glowing mushrooMs amnd hidden reatures.: 0.9792159199714661,A mysterous and magical forest with glowing mushrooms aBnd Ihidden creaturs.: 0.9623096585273743
A mysterious and maGical forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and kagical forest with glowing mushrooms anD hidden creatures.: 0.9916971921920776,A mysterious Und magical forest with glowimg mushrooms and hiden creatures.: 0.9789256453514099,A mysterious aXnd magical forest with glowing mshrooms aInd hiPdden creatures.: 0.9606951475143433
A mysterious and magIcal forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysterious and magial forest with gloWing mushrooms and hidden creatures.: 0.9913850426673889,A mysterious and maical forest with glowing mushrooms adn hidden ucreatures.: 0.9785988330841064,A mysterious anr magical forest wit glowing pmushrooms and hjdden creatures.: 0.9605730772018433
A mysterious and magiCal forest with glowing mushrooms and hidden creatures.: 0.9999998807907104,A mysteruous and magical forest with glowing mushrooms and hiddn creatures.: 0.9912485480308533,A Mysterious and mxgical forest with glowing mushrooms Und hidden creatures.: 0.9785780906677246,A mysterious and magical forest wiht glowing mushrooms ank hiIdden Lcreatures.: 0.9604585766792297
