Column 1,Column 2,Column 3,Column 4
5707,9895,8109,5671
A City park with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in he water surrounded by trees.: 0.995947539806366,A city park with a pond ducks hgliding on tthe wtaer surrounded by tress.: 0.9710907936096191,A city Park wibth a pond ducks gliding oPn the water surrounred y trees.: 0.9610878229141235
A cIty park with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a poNd ducks Wgliding on the water surrounded by trees.: 0.9952675700187683,A city park with a pond duckS gliidng on tje wqter surrounded by trees.: 0.9686785340309143,A city park wit a pond ducks glisding on th ater surroundeD by trees.: 0.9567916393280029
A ciTy park with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in tIe water surrounded by trees.: 0.9943177103996277,A city park with a ponD ducks gliding on teh water urrounded b trees.: 0.9681604504585266,A icty park with a pond ducks gliwing no tle wate surrounded by trees.: 0.954192578792572
A citY park with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in te water surrounded by trees.: 0.9940500259399414,A city park with a pond duCks gliding on teh gater surroundFed by trees.: 0.9679537415504456,A city park with a pond ducks gliBing no bhe waetr surrouned by trees.: 0.9540562629699707
A city Park with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park witH a pond ducks gliding on ithe water surrounded by trees.: 0.9937593936920166,A city park with a pond ducks glWiding En th wter surrounded by trees.: 0.9671995639801025,A city park wit a pond ducks glidHng om teh water surrouynded by trees.: 0.9539135694503784
A city pArk with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding of he water surrounded by trees.: 0.9932129383087158,A city park wiht a pond ducks gliding in the water surrounded bb Trees.: 0.9671221971511841,A citg park with a pond ducks gliding oHn thr waVer surrounked by trees.: 0.9538012146949768
A city paRk with a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducKs gliding on the water turrounded by trees.: 0.9926446676254272,A city park with a pond ducks gldiing on the waetr surronded by trEes.: 0.9663812518119812,A city park wiBth a pond ducks glidinc En hhe wateJr surrounded by trees.: 0.9521292448043823
A city parK with a pond ducks gliding on the water surrounded by trees.: 1.0,A cIty park with a pond ducks gliing on the water surrounded by trees.: 0.9925448298454285,A city park wiht a pond ducks glidvng on he water aurrounded by trees.: 0.9660313129425049,A fity park with a pond ducks glidlng on the wateF surrounde by tRees.: 0.9520730972290039
A city park With a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in the fwater surrounded by trees.: 0.9921544790267944,A ctiy park with a pond ducks gliing o yhe water surrounded by trees.: 0.9660226106643677,A city park wAth a pond ducks gliding in thZe waetr surrouLnded by trees.: 0.951805055141449
A city park wIth a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on the watEr surrlunded by trees.: 0.9921472668647766,A city park With a pond duckfs glidiRg on tne water surrounded by trees.: 0.965834379196167,A city park ith a pond ducks glidng on th water surrounwed Sy trees.: 0.951521635055542
A city park wiTh a pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in thFe water surrounded by trees.: 0.9918442964553833,A city park wiht a pond ducks gliding o tre watfr surrounded by trees.: 0.9644113183021545,A city apark with a pond duckBs gliding Von th water surrounded ly trees.: 0.951026976108551
A city park witH a pond ducks gliding on the water surrounded by trees.: 1.0,A city parK with a pond ducks gliding on the water surrounded by tree.: 0.991763174533844,A city park with a pond ducks gliQding on hte water surrounded b Htrees.: 0.9641115069389343,A city park with a pond ducks gliding on Wthe waetr surruonded gy Gtrees.: 0.9500529170036316
A city park with a Pond ducks gliding on the water surrounded by trees.: 1.0,A city park with a Pond ducks gliding on the water surrounded by tree.: 0.991763174533844,A city park with a pond duckz gliding on he water aurrounded bu trees.: 0.9633975625038147,A Ycity park with a pond ducks gliing no teh wtaer surrounded by trees.: 0.9490435719490051
A city park with a pOnd ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding an th water surrounded by trees.: 0.9916769862174988,A city park wth a pond ducks gliding no thQe watr surrounded by trees.: 0.9631778597831726,A city park wtih a pond ducks gliidng orn tle water Nsurrounded by trees.: 0.9484735131263733
A city park with a poNd ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on The watDr surrounded by trees.: 0.9914437532424927,A city park with a pond ducks glidign in the watef surrouded by trees.: 0.9627317190170288,A city park with a pond ducks glidiPng Hn thr wateIr surrounded gy trees.: 0.9484083652496338
A city park with a ponD ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on te water Dsurrounded by trees.: 0.9911434054374695,A city park wtih a pond ducks gliding oN hte water surrounded by Ktrees.: 0.9627155065536499,A city park wih a pond ducks gliding on thne wateg surrounde by wtrees.: 0.947398841381073
A city park with a pond Ducks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on he water surrounded ly trees.: 0.9910799264907837,A city park with a pond ducks gliding no tne watep surrounded by tress.: 0.9624696969985962,A city park with a pond duckYs glidang on teh watre surrounded nby trees.: 0.9472057819366455
A city park with a pond dUcks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding kn the water surrounded By trees.: 0.9909535646438599,A city park with a pond ducks gliding no hte water surrounOed by tree.: 0.9624347686767578,A city park witg a pond ducks gliing on te water surrounTed oby trees.: 0.9470397233963013
A city park with a pond duCks gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks Bgliding on the watee surrounded by trees.: 0.9904605150222778,A city park iwth a pond ducks gliding no te watee surrounded by trees.: 0.9622204899787903,A city park wiht a pond ducks geliding Con the weter surrounred by trees.: 0.946703314781189
A city park with a pond ducKs gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on the water Vsurrounded by treeks.: 0.9903254508972168,A city park iwth a pond ducks guiding no the watEr surrounded by trees.: 0.9616815447807312,A city Park wih a pond duckw gliding on the water srrounded y trees.: 0.9464471340179443
A city park with a pond duckS gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks glidaing on the water Hsurrounded by trees.: 0.9899558424949646,A cLity park with a pond ducks gllding on xthe water surrounded by tRees.: 0.9615069031715393,A city park wiwh a pond ducks glidnig otn fhe water surrounde by trees.: 0.946435272693634
A city park with a pond ducks Gliding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in th water surrounded by trees.: 0.989940881729126,A city park with a pond duckr Vgliding on th ater surrounded by trees.: 0.9614056944847107,A city park with a pond mducks gliding oN the awter suUrrounded y trees.: 0.9461106657981873
A city park with a pond ducks gLiding on the water surrounded by trees.: 1.0,A city park with a pond ducks wgliding on hhe water surrounded by trees.: 0.9895426630973816,A city park with a pond ducks glidint od Vthe watr surrounded by trees.: 0.9612374305725098,A city park with a pond ducks glicing o thr water surrrunded y trees.: 0.945525586605072
A city park with a pond ducks glIding on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on the watfr Rsurrounded by trees.: 0.9894952774047852,A city park with a ypond ducks gYiding ogn the water surrOunded by trees.: 0.9612358212471008,A city park with a pond ducks rliding om Athe wzter surroundud by trees.: 0.9454898834228516
A city park with a pond ducks gliDing on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding on tte wateir surrounded by trees.: 0.9894847869873047,A city park with a pond ducks gliding oBn thE waetr surrounded b trees.: 0.961198627948761,A city park wtth a pond duckzs gliding no thKe watre surrounded by trees.: 0.9452770948410034
A city park with a pond ducks glidIng on the water surrounded by trees.: 1.0,A city park with a pond ducks glifing on tehe water surrounded by trees.: 0.9892399311065674,A city park with a pond ducks gliAing on th wateg surrounved by trees.: 0.9609606266021729,A city park with a pond ducks gliMing n teh water surrounded Xby treJs.: 0.9452280402183533
A city park with a pond ducks glidiNg on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding o tha water surrounded by trees.: 0.9892091155052185,A city park woth a pond ducks gliding no teh wbter surrounded by trees.: 0.9606614112854004,A city park wit a pond ducks gliding oh hte wFater surrounded bg trees.: 0.9451647400856018
A city park with a pond ducks glidinG on the water surrounded by trees.: 1.0,A city park with a pond ducks gliding in the watre surrounded by trees.: 0.9890764355659485,A citZ park with a pond ducks gliding no the water msurrounded by Etrees.: 0.9603619575500488,A city park with a pond duckts glidig no tEhe wate surrounded by trees.: 0.9450865983963013
A city park with a pond ducks gliding On the water surrounded by trees.: 1.0,A city park with a pond ducks glifing on he water surrounded by trees.: 0.9888120889663696,A city park wth a pond ducks rliding ofn teh water surrounded by trees.: 0.960263192653656,A citg park with a pond ducks glidong okn thj water surrounsed by trees.: 0.9448530673980713
A city park with a pond ducks gliding oN the water surrounded by trees.: 1.0,A City park with a pond ducks gliding oa the water surrounded by trees.: 0.9887219667434692,A ciTty park with a pond ducks Oliding in the watsr surrounded by trees.: 0.9602585434913635,A city Park with a pond duckG glidin on hte water surroundde by trees.: 0.9447510242462158
A city park with a pond ducks gliding on The water surrounded by trees.: 1.0,A city park with a pond ducks gliding oIn the water surrounded by tRees.: 0.9884293675422668,A citj park with a pond ducks gliding no lhe wayer surrounded by trees.: 0.9602100253105164,A icty park with a pond ducks glidin ol the wateAr surrounxed by trees.: 0.9446017742156982
A city park with a pond ducks gliding on tHe water surrounded by trees.: 1.0,A city park wiTh a pond ducks gliding on the water surrounded by treed.: 0.9883480668067932,A city park wit a pond ducks gliding o tfhe water surrounded by tree.: 0.9601821899414062,A city park wity a pond ducks glTiding om tGhe water surrMunded by trees.: 0.9445608854293823
A city park with a pond ducks gliding on thE water surrounded by trees.: 1.0,A city park with a pond ducks gliding on the wtaer Nsurrounded by trees.: 0.9882813096046448,A city park with a pond duckb gliidng on yhe water srrounded by trees.: 0.9600518941879272,A city park with a pond ducks gliing no hte water surronded b trees.: 0.9445596933364868
A city park with a pond ducks gliding on the Water surrounded by trees.: 1.0,A ciTy park with a pond ducks gliding on the water surrounded by treew.: 0.9880000948905945,A city park wIth a pond ducks glidinb opn tbe water surrounded by trees.: 0.9599910974502563,A city park wiKh a pond ducks glnding n te wter surrounded by trees.: 0.9445322751998901
A city park with a pond ducks gliding on the wAter surrounded by trees.: 1.0,A city park with a pond ducks glixing on the water csurrounded by trees.: 0.9879843592643738,A city park ith a pond ducks gliding Lon teh water surrounded by treeS.: 0.9597960710525513,A city paRk witt a pond duckC gyiding on the water surrounded bz trees.: 0.944455087184906
A city park with a pond ducks gliding on the waTer surrounded by trees.: 1.0,A city park with a pond ducks Rgliding on the water surrounded fy trees.: 0.9878537654876709,A cIty park with a pond ducks gliding oJ tte waser surrounded by trees.: 0.9597843289375305,A city park with a pond ducks gliding oa thk watr surrouded by treeg.: 0.9441964030265808
A city park with a pond ducks gliding on the watEr surrounded by trees.: 1.0,A city park with a pond ducks glixing en the water surrounded by trees.: 0.9878501892089844,A ctiy park with a pond ducks gliding ohn bthe water surCounded by trees.: 0.9597089886665344,A city park with a pond ducks glidXing pn hte wster surrounded bg trees.: 0.9438542723655701
A city park with a pond ducks gliding on the wateR surrounded by trees.: 1.0,A city park with a pond ducks gliding in the water urrounded by trees.: 0.987812340259552,A city park with a pond duckL gljding on he water surrounded by tree.: 0.9593874216079712,A city park with a pond Bducks glidikg o the watre surrounded b trees.: 0.9437870979309082
A city park with a pond ducks gliding on the water Surrounded by trees.: 1.0,A city park with a pond ducks gliding on te water surrounded by Jtrees.: 0.9878026247024536,A city park with a pond ducks glQding no nhe water surronded by trees.: 0.959220826625824,A city park wit a pond Hducks gliidng ob tue water surrounded by trees.: 0.9437101483345032
A city park with a pond ducks gliding on the water sUrrounded by trees.: 1.0,A city park with a pond ducks Rgliding om the water surrounded by trees.: 0.9875882267951965,A city park with a pond ducks glidiPng no the watee surorunded by trees.: 0.9591925144195557,A cityy park with a pond ducks glidng o tBe qater surrounded by trees.: 0.9436542391777039
A city park with a pond ducks gliding on the water suRrounded by trees.: 1.0,A city park with a pond ducks gliding on tne Hwater surrounded by trees.: 0.9875614643096924,A city park with a pond ducks glidinN no thWe water surroucded by trees.: 0.9591593742370605,A city park with a pond ducks gltding on te watet surrounzded kby trees.: 0.9436488747596741
A city park with a pond ducks gliding on the water surRounded by trees.: 1.0,A city park with a pond ducks gliding on the wqter Lsurrounded by trees.: 0.9875284433364868,A city park with a pond duck gldiing wn the water surrounded by tree.: 0.9589220285415649,A city park wwith a pond ducks gliBing no the awter surrounded by treebs.: 0.9433465003967285
A city park with a pond ducks gliding on the water surrOunded by trees.: 1.0,A city park with a pond ducks gliding oF the water swurrounded by trees.: 0.9873494505882263,A city park iwth a pond ducks glidqing on teh watr surrounded by trees.: 0.9588445425033569,A citIy park with a pond ducks gliding on Ahe wateg surroundeD lby trees.: 0.9428737163543701
A city park with a pond ducks gliding on the water surroUnded by trees.: 1.0,A city park with a pond ducks gliding no yhe water surrounded by trees.: 0.9872516989707947,A city park with a pond ducks glZding on he water surrounzed b trees.: 0.9587469696998596,A city park with a pond duckc gluding no teh water surrounded rby trees.: 0.9428332448005676
A city park with a pond ducks gliding on the water surrouNded by trees.: 1.0,A city park with a pond ducks glioing in the water surrounded by trees.: 0.9871931672096252,A city park with a pond ducks rliding no yhe waQter surrounded by trees.: 0.9587273001670837,A city park wiht a pond ducks gliding n Che water surrounwed b trees.: 0.9428002238273621
A city park with a pond ducks gliding on the water surrounDed by trees.: 1.0,A city park with a pond ducks glixding on the watdr surrounded by trees.: 0.9870129823684692,A city park with a pond ducks gliding no teh watr surrounded by treees.: 0.9586083292961121,A city park with a pond ducks glidng on teh water suVrounded vy trdes.: 0.9427804350852966
A city park with a pond ducks gliding on the water surroundEd by trees.: 1.0,A city park with a pond ducks gliding In the water surrouFnded by trees.: 0.987008273601532,A city park owith a pond ducks gliding oIn the wwter surrounPed by trees.: 0.9584564566612244,A citu park with a pond ducks gliding onn Che watef surrounced by trees.: 0.9426319003105164
A city park with a pond ducks gliding on the water surroundeD by trees.: 1.0,A city park with a pond ducks gliding on ghe water Ysurrounded by trees.: 0.986987829208374,A icty park with a pond ducks glidinZ on Othe water sDrrounded by trees.: 0.9584482908248901,A city park qith a pond ducks glidiTng no te waer surrounded by trees.: 0.9425148367881775
A city park with a pond ducks gliding on the water surrounded By trees.: 1.0,A city park with a pond ducks gliding on hhe watnr surrounded by trees.: 0.9869080185890198,A city park with a pond ducks glding on th waFter surrounded by ltrees.: 0.9584128260612488,A city park with a pond oducks gliiding on teh wter surrounded yb trees.: 0.9421266913414001
A city park with a pond ducks gliding on the water surrounded bY trees.: 1.0,A city park with a pond ducks gliding on he water surrounded by ytrees.: 0.9868865013122559,A city park with a pond ducks gliding on thKe wateor surrouTnded biy trees.: 0.9583937525749207,A city park kwith a pond ducks glidint kn te waetr surrounded by trees.: 0.9419458508491516
A city park with a pond ducks gliding on the water surrounded by Trees.: 1.0,A city park with a pond ducks gliding no tLe water surrounded by trees.: 0.986794650554657,A citg park with a pond ducks gliXding on the wate surrouhded by trees.: 0.9583613276481628,A ctiy park wiht a pond ducks giding on tWe water surrounded by etrees.: 0.9418066740036011
A city park with a pond ducks gliding on the water surrounded by tRees.: 1.0,A city park with a pond ducks gliwing on Fhe water surrounded by trees.: 0.9867497086524963,A Uity park with a pond ducks glifding on hte wate surrounded by trees.: 0.9582796692848206,A city park with a pond ducks glidng on qthe waher surrounLded y trees.: 0.9416930675506592
A city park with a pond ducks gliding on the water surrounded by trEes.: 1.0,A city park with a pond ducks gliding in the awter surrounded by trees.: 0.9867307543754578,A city park wth a pond ducks glitding on he water Tsurrounded by trees.: 0.9582773447036743,A city park with a pond ducks lgiding n th watr surroudned by trees.: 0.9416922926902771
A city park with a pond ducks gliding on the water surrounded by treEs.: 1.0,A city park with a pond ducks gliing on te water surrounded by trees.: 0.9867213368415833,A city parCk with a pond ducks gliding no th warer surrounded by trees.: 0.9580756425857544,A cits park with a npond ducks gliding on teh wMater lsurrounded by trees.: 0.9411194324493408
A city park with a pond ducks gliding on the water surrounded by treeS.: 1.0,A city park with a pond ducks gliding In the water surrounded gy trees.: 0.9866751432418823,A cify park with a pond ducks glidCing o the watRr surrounded by trees.: 0.9578869342803955,A city park witH a pond ducks glidHng n thf water surrounded Qby trees.: 0.9409690499305725
