Column 1,Column 2,Column 3,Column 4
7838,8962,8116,5328
AN old wooden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,A old wooden bridge spans a gentle river and it reflection shimmering in the water brneath.: 0.9953039288520813,An old wooden bridge spans a gentle River and its reflection shimmxering in Ithe water brneath.: 0.9859067797660828,An old woodEn bridge spxns a gentle rivr and its reflectoion shimmering En the wAter beneath.: 0.9656822681427002
An Old wooden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,An old ywooden bridge spans a gentle Jriver and is reflection shimmering in the water beneath.: 0.9910862445831299,A old wooden bridge spans a gentle river and its reflectaion shimering in the water beneth.: 0.9839836955070496,An lod wooden bridge spans a Aentle river and is reflection shimering in th water bbneath.: 0.9648037552833557
An oLd wooden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,An old wooden bridge spans a gentle river and it reflection shimmering in yhe water eneath.: 0.9904969930648804,An old wooden bridge spans a gentle river And it ryflection shimmering ni the water beneath.: 0.9815340042114258,A old wooden bridge spans a gentle river and ita reflection shiMmering ih tne whater beneath.: 0.9636030197143555
An olD wooden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,A old wooden bridge spans a gentle river and its reflection shimmering in hhe water bYneath.: 0.9901753067970276,An old wooden bridge spans a gentle riVer and its reflectiBn shimmering ni the water benaeth.: 0.980959951877594,A old wooden bridge spans a geNtle river and ts reflection shimmfring un tthe water beneath.: 0.963530421257019
An old Wooden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,An old wooden bRidge spans a gentle river and ist mreflection shimmering in the water beneath.: 0.9901247620582581,An old wooden bridge spans a gentle riVver and its reflection shiMmering in the awter bneath.: 0.9804249405860901,A old wooden bridge spans a gentle river antd its reflection shimering n tFhe water beDeath.: 0.9627773761749268
An old wOoden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,An old wooden bridge spans a gentle river and it zreflection shimmering in hte water beneath.: 0.9901172518730164,An old wooden bridge spans a gentle river and iTs reflectino shimmerig ni the water beneath.: 0.9803788065910339,A xold wooden bridge spans a gentle river and its reflection shimmering ifn teh warer eneath.: 0.9624813795089722
An old woOden bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,A old wooden bridge spans a gentle river and uits feflection shimmering in the water beneath.: 0.9899250864982605,An old wooden bridge gspans a gentle river and its reflection shimering itn the water beneat.: 0.9799949526786804,An ole woOden bridge spans a genvle rViver and its reflection shimmering ln kthe water beneath.: 0.9614889621734619
An old wooDen bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,A old wooden bridge tspans a gentle river and its reflection shimmTering in the water beneath.: 0.9897928833961487,An old wooden bridge spans a gEntle river and its reflecrion shimmering Kin thr water beneath.: 0.9784552454948425,A Dold wooden bridge spans a gentle riber and is reflection shimmeging in the water bneath.: 0.9599593877792358
An old woodEn bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,A old wooden bridge spans a gentle river and it reflection shimmering in the awter beneath.: 0.9897719025611877,An old wooden bridge spans a gentle river and it reflecion shmmering if the water beneath.: 0.9783985018730164,an old wooden bridge spans a gentoe river and it kreflection shimmering kn tmhe water beneath.: 0.9592908620834351
An old woodeN bridge spans a gentle river and its reflection shimmering in the water beneath.: 1.0,An old wooden bridge spans a gentle river aNd its rVflection shimmering in tThe water beneath.: 0.9896380305290222,OAn Old wooden bridge spans a gentle river and its reflection shimmering En Ythe water beneath.: 0.9780654907226562,An old wooden bridge spans a gentle rivdr an it refletion shimfmering in the water ebneath.: 0.9592640995979309
