Column 1,Column 2,Column 3,Column 4
4983,9624,5316,2087
A Sunny beach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beAch with a palm tree And a surfboard lying in the sand.: 1.0,A sunnG beach with a palm tree and a surfdboard lying in yhe sCand.: 0.9614495635032654,A sunny beach with a palm ytree abd a surfboard lBying on he sand.: 0.9446250796318054
A sUnny beach with a palm tree and a surfboard lying in the sand.: 1.0,A sUnny beach with a palm tree and a surfboard lying in te sand.: 0.9934621453285217,A sunn beach with a palm tree ajd a psurfboard lying in thf sand.: 0.959819495677948,A sunny baech with a palm tree ans a surfboard lying on tDhe Sand.: 0.9403930306434631
A suNny beach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach witH a palm tree and a surfboard lying in te sand.: 0.9934621453285217,A sunn beach with a palm tRee and a surfboard lying in th saInd.: 0.9575020670890808,A sunny beach with a Palm tree and a surfboard lyng Un Uhe san.: 0.9384715557098389
A sunNy beach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm tree and a surfboard lying on yhe sand.: 0.9923145174980164,A ssunny beach with a palm tree Jand a surfboard lying in he sanD.: 0.9572970271110535,A osunny beach wth a palm ree and a Ysurfboard lying in the sAnd.: 0.9375963807106018
A sunnY beach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm tree and a surfboard lying on ghe sand.: 0.9912921786308289,A sunny Lbeach with a palm tree anj a surfboard Mying in ghe sand.: 0.954174816608429,A suDnny beach with a palm tree ad a surfboard lynig in tshe sAnd.: 0.9356338977813721
A sunny Beach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm tree and a surfboard lying on tbhe sand.: 0.9906550049781799,A suhny beach with a palm tree and a surfzboard lyitng i the sand.: 0.9539875984191895,A sunny bech wth a palm tree and a surfboard lyign in uthe Sand.: 0.9331940412521362
A sunny bEach with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm tRee and a surfboard lying ni the sand.: 0.9885416030883789,A Csunny beach with a palm tree and a surfboard lyijg ni tne sand.: 0.9538788199424744,A sunnt beach with a palm tree and a surfboard lyWing i thNe wand.: 0.9322190880775452
A sunny beAch with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm trEe and a surfboard lying in teh sand.: 0.9876123070716858,A sunnMy beach with a palm tree and a surfboard lying Cin ghe san.: 0.9536569118499756,A snuny beach with a palm tree aNd a surfboarUd lying ij athe sand.: 0.9315428733825684
A sunny beaCh with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm tree and a surfboard lying in teh saNd.: 0.9876123070716858,A sunn beach with a palm tree and a surfboard lyRing on the asnd.: 0.9518278241157532,A sknny beach with a palm tree an a surfboard lynig on thw sand.: 0.9297856688499451
A sunny beacH with a palm tree and a surfboard lying in the sand.: 1.0,A sunny beacH with a palm Ftree and a surfboard lying in the sand.: 0.9873054623603821,A sunn beach with a palm tree anXd a surfboard lying in thL san.: 0.95172119140625,A sunny beach with a palm tree adn a surfboard lyijg i he asnd.: 0.9296475052833557
A sunny beach With a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a palm Etree and a surfboard lying ni the sand.: 0.9864876866340637,A sunnC beach with a palm tree and a surfboard lynig ib tQe sand.: 0.9513093829154968,A sunn beach with a palm tree and a sUurfboard nying ik hte sand.: 0.9285436272621155
A sunny beach wIth a palm tree and a surfboard lying in the sand.: 1.0,A sunny beach with a Tpalm tree and a surfboard lying in te sand.: 0.9864795207977295,A sunny beach wth a palm ftree an a surfboard lying in teh sand.: 0.9510095119476318,A sunny beach cwith a palm tree and a surfboard lyng iN tbe snad.: 0.928268551826477
