Column 1,Column 2,Column 3,Column 4
6813,8943,5202,2679
A City rooftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop garden with greenery wooden benches and a View if towering skyscrapers: 0.9931338429450989,A cLity rooftop garden with greenery wooden benches an a vew fo towering skyscrapers: 0.9734745621681213,A citty rooftop garden with greenery wooden benches anQd a vwiew oe btowering skyscrapers: 0.9623673558235168
A cIty rooftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop lgarden with greenery wooden benches tand a view of towering skyscrapers: 0.9930775761604309,A cith rooftop gardn with greenery wooden benches and a view o ntowering skyscrapers: 0.9732087850570679,A ciyt rooftop garden with greenerY wooden benches nad a vieZ wof towering skyscrapers: 0.9563766121864319
A ciTy rooftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop garden with greeneRy wooden benches an a view of towering skyscrapers: 0.9923752546310425,A fity rooftop gaRden with greenery wooden benches and a view o towring skyscrapers: 0.9702025651931763,A City rooftop garden with fgreenery wooden benches nad a vie pf towering skyscrapers: 0.9562098383903503
A citY rooftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop garden with greenery wooden benches an a View of towering skyscrapers: 0.9923752546310425,A ctiy rooftop gardEn with greenery wooden benches and a view o toweWing skyscrapers: 0.9701917767524719,A ity Qrooftop garden with greenery wooden benches and a vie fo towerimg skyscrapers: 0.9543682336807251
A city Rooftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop garden With greenery wooden benches and a view f towering skyscrapers: 0.9920180439949036,A cith rooftop garden with greenery wooden benches an a vieq f towering skyscrapers: 0.9701733589172363,A ciy rooftop garden with geenery mwooden benches And a view o towering skyscrapers: 0.9536579847335815
A city rOoftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A City rooftop garden with greenery wooden benches and a viee of towering skyscrapers: 0.9916019439697266,A fity rooftop garden with greenery wooden benches and a vies ov toweing skyscrapers: 0.9681697487831116,A ciry rooftop egarden with greenery wooden Cbenches and a ciew of toweUing skyscrapers: 0.9498444199562073
A city roOftop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A citg rooftop garden with greenery wooden benches and a view o towering skyscrapers: 0.9914793372154236,A csity Rooftop garden with greener wooden benches qnd a view of towering skyscrapers: 0.9677760004997253,A citg roofztop gardn with greenery wooden benches amd a virw of towering skyscrapers: 0.9498434662818909
A city rooFtop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A city rooftop Bgarden with greenery wooden benches and a view o towering skyscrapers: 0.9909238219261169,A ciy rooftop garden with sgreenery wooden benches and a ivew Rf towering skyscrapers: 0.9673673510551453,A city rooftop Cgarden with greenerBy wooden benches aAnd a giew Cof towering skyscrapers: 0.9488412737846375
A city roofTop garden with greenery wooden benches and a view of towering skyscrapers: 1.0,A citgy rooftop garden with greenery wooden benches oand a view of towering skyscrapers: 0.9904375076293945,A citpy rooftop garden ith greenery wooden benches and a vew o towering skyscrapers: 0.9659236073493958,A cith rooftop garden with greenery wooden benchse nd a view ou towrring skyscrapers: 0.9477346539497375
