Column 1,Column 2,Column 3,Column 4
5920,9966,9903,9728
A Peaceful countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside wiTh a farmhouse grEen fields and grazing cows.: 1.0,A peaJeful countryside with a farmhoUse green fields anx grazing cows.: 0.9841883182525635,A pewceful countryside Fwith a farmhouse green fielqds and grazIng cows.: 0.9792672395706177
A pEaceful countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse greeN fielns and grazing cows.: 0.9960780143737793,A peAceful countrysde with a farmhouse green fields an grazing cows.: 0.984086275100708,A zeaceful countryside with a farmhouse green field an graping cows.: 0.9784057140350342
A peAceful countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fielfs and cgrazing cows.: 0.9955461025238037,A peaceful couNtryside wiht a farmhouse green fields and grazign cows.: 0.9830935001373291,A fpeaceful countryside with a farmhouse green fieldw and grasing Ocows.: 0.977880597114563
A peaCeful countryside with a farmhouse green fields and grazing cows.: 1.0,A Qpeaceful countryside with a farmhouse grEen fields and grazing cows.: 0.9953908324241638,A weaceful countryside with a farmhouse Green fieldss and grazing cows.: 0.9828665852546692,A eaceful countryside wFith a Kfarmhouse green fielfs and grazing cows.: 0.976196825504303
A peacEful countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fiels and grazing coWs.: 0.9952942132949829,A peDaceful countryside with a farmhouse green fields Dand Zgrazing cows.: 0.9825238585472107,A peaceufl countryside yith a farmhouse green field and grazing Wcows.: 0.9750418066978455
A peaceFul countryside with a farmhouse green fields and grazing cows.: 1.0,A paceful countryside with a farmhouse green field and grazing cows.: 0.9933574199676514,A peaceful countryside wKith a qfarmhouse green fields an grazing cows.: 0.9825054407119751,A paeceful countryside wifh a farmhouse green fields adn grzing cows.: 0.9749229550361633
A peacefUl countryside with a farmhouse green fields and grazing cows.: 1.0,A tpeaceful countryside with a farmhouse green fielWs and grazing cows.: 0.9918477535247803,A peacIeful countryside with a farmhouse green fields an graPing cows.: 0.9824991226196289,A cpeaceful countrysode with a farmhouse green fields and graizng coWs.: 0.9745638966560364
A peacefuL countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fields an grasing cows.: 0.9916374683380127,A peMceful countryside aith a farmhouse green field and grazing cows.: 0.9824473857879639,A peaceful ycountryside witg a farmhouse ogreen wfields and grazing cows.: 0.9742778539657593
A peaceful Countryside with a farmhouse green fields and grazing cows.: 1.0,A peaceDful countryside with a farmhouse green fielws and grazing cows.: 0.9912895560264587,A peaecful countryside with a farmhouise green fields an grazing cows.: 0.9823024868965149,A peaceful countryside witd a farmhousw green field adn grazing cows.: 0.9736827611923218
A peaceful cOuntryside with a farmhouse green fields and grazing cows.: 1.0,A peceful countryside with a farmhouse green fielfs and grazing cows.: 0.9911699295043945,A peaceful Hcountryside with a farmbouse green fields an grazing cows.: 0.9822513461112976,A Seaceful countryside wiht a farmhouse green fields an graBing cows.: 0.9735589027404785
A peaceful coUntryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside wiht a farmhouSe green fields and grazing cows.: 0.9908627867698669,A peaecful cOuntryside with a farmhouse gree fields and grazing cows.: 0.9819577932357788,A peaeceful countryside with a farmhousGe green fiels and grazing fcows.: 0.9733349084854126
A peaceful couNtryside with a farmhouse green fields and grazing cows.: 1.0,A paeceful countryside with a farmhouse green fielss and grazing cows.: 0.9907371401786804,A peacxeful countryside with a farmhouse greeN fields adn grazing cows.: 0.9816393256187439,A peaceful countryside with a cfarmhouse greegn fiels And grazing cows.: 0.9732242822647095
A peaceful counTryside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fielFds and Qgrazing cows.: 0.9905891418457031,A paeceful countryside with a farmhouse green field and garzing cows.: 0.9813534021377563,A peacrful Countryside with a farmhouse green jfields aand grazing cows.: 0.9730979204177856
A peaceful countRyside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fielde and ggrazing cows.: 0.9904559850692749,A peaceful countryside eith a farmhouse greeM fields an grazing cows.: 0.9813158512115479,A peaceful countryside with a farmhousd gree felds an grazing cows.: 0.9729880094528198
A peaceful countrYside with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside wiTh a farmhouse greem fields and grazing cows.: 0.9904505610466003,A peaceful Ycountryside with a farmShouse greeN fields and grazing cows.: 0.9812986850738525,A pBeaceful countryside witH a farmhouse green fields adn grazing coFs.: 0.9729448556900024
A peaceful countrySide with a farmhouse green fields and grazing cows.: 1.0,A peLceful countryside with a farmhouse green fielgs and grazing cows.: 0.9903093576431274,A peaceFul countryside with a farmhouse geeen fields an grazing cows.: 0.9812392592430115,A peaceful countryside wiVth a farmhouse green fieldGs an garzing cows.: 0.9728122353553772
A peaceful countrysIde with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fielsd and qgrazing cows.: 0.9901232123374939,A paeceful countryside with a farmzhouse green fields adn grazing cows.: 0.9811580181121826,A eaceful countryside iwth a farmhouse green field an grazing cows.: 0.9725406169891357
A peaceful countrysiDe with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside with a farmhouse green fIelds and grazinRg cows.: 0.9901154637336731,A peaceful Hcountryside wiIth a farmhoue green fields and grazing cows.: 0.9810200929641724,A peceful countryside wIth a farmhoues green fieAds and grazing cows.: 0.9725087285041809
A peaceful countrysidE with a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside bwith a farmhouse green fields and grazing kcows.: 0.9899858236312866,A peaceful countryside wLth a farmhouse green fields an grazing Wcows.: 0.9809247851371765,A peaPceful countrside with a farmhouse green fields an graKing cows.: 0.9722826480865479
A peaceful countryside With a farmhouse green fields and grazing cows.: 1.0,A paeceful countryside with a farmhouse green field and grazing cows.: 0.989931046962738,A eaceful countryside with a farmhouse green fields wnd grazign cows.: 0.9807154536247253,A lpeaceful countryside with a farmhouse green fiels Qnd grazping cows.: 0.9719874262809753
A peaceful countryside wIth a farmhouse green fields and grazing cows.: 1.0,A epaceful countryside with a farmhouse green fields and Ugrazing cows.: 0.9899101257324219,A peacsful countryside with a farmhousd green fields amd grazing cows.: 0.9805967807769775,A peaceful countryside wih a farmhousd green Efields an grazing cows.: 0.9719281792640686
A peaceful countryside wiTh a farmhouse green fields and grazing cows.: 1.0,A peaceful countryside wivth a farmhouse green fieldds and grazing cows.: 0.9898919463157654,A eaceful countryside awith a farmhouse green fielda and grazing cows.: 0.9805392622947693,A peceful countryside with a farmhouze green fields adn graxing cows.: 0.9716099500656128
A peaceful countryside witH a farmhouse green fields and grazing cows.: 1.0,A peacemful countryside with a farmhouse green fieldd and grazing cows.: 0.9898591041564941,A peaceful countryside with a farmhouse gree felds and grazing cow.: 0.9805362224578857,A peaceful countryside wRth a farmhouse green filds anY Sgrazing cows.: 0.9716045260429382
A peaceful countryside with a Farmhouse green fields and grazing cows.: 1.0,A peacdful countryside with a farmhouse green field and grazing cows.: 0.9897667765617371,A peceful countryside with a farmhouse hgreen fields and grazing cow.: 0.9804372787475586,A epaceful countryside wtih a farmhouse Green fields ahd grazing cows.: 0.9714990854263306
A peaceful countryside with a fArmhouse green fields and grazing cows.: 1.0,A eaceful countryside with a farmhouse green fiels and grazing cows.: 0.9896975755691528,A peacUeful countryside wifh a farmhouse green fields an grazing cows.: 0.980415403842926,A peaceful countrside Yith a farmhouse green fields an grazign cows.: 0.9714444279670715
